id,second_annotator_comment,annotation,aspect_available_without_judgement,text,model,few_shot_condtion,split
178f700a-27f2-4f28-9068-83311952eab3,,"('FOOD', 'NEUTRAL', 'Essen')
",,"Das Essen war nicht schlecht, aber auch nicht gut.",Llama3_70B,random,0
9ef49e91-4ec0-4dd0-9053-1f4e13f734c7,,"('PRICE', 'NEGATIVE', 'Preisleistungsverhältnis')
",,Das Preisleistungsverhältnis war in diesem Fall extrem schlecht.,Llama3_70B,random,0
d86662a7-c3b0-4d77-b6e4-d1f42c18e58f,,"('FOOD', 'POSITIVE', 'Essen')
('PRICE', 'POSITIVE', 'Essen')
",,Das Essen ist sehr gut und preislich fair.,Llama3_70B,random,0
bba94435-6edf-4942-a6d7-77102fd6a550,,"('FOOD', 'NEGATIVE', 'Pizza')
",,"Die Pizza war sehr dünn und knusprig, aber der Belag war zu wenig.",Llama3_70B,random,0
aca3fc72-7407-4c6c-835e-1c74c2ffb090,,"('FOOD', 'POSITIVE', 'Speisen')
",,Die Speisen sind eine Augenweide und schmecken auch entsprechend.,Llama3_70B,random,0
309ad060-281b-4969-9f62-7cb879f405e2,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
('PRICE', 'POSITIVE', 'Preise')
",,Die Preise sind für ein Restaurant in dieser Gegend und mit diesem Ambiente angemessen.,Llama3_70B,random,0
a713553f-3323-4950-8d3a-78bda23d79ff,,"('SERVICE', 'NEUTRAL', 'Service')
",,Der Service war OK.,Llama3_70B,random,0
d36de4bb-6ad6-4591-ada0-fdf88dafb8a1,,"('FOOD', 'NEUTRAL', 'Essen')
",,"Unser Eindruck: Das Essen war nicht schlecht, aber auch nichts besonderes.",Llama3_70B,random,0
ca347848-d0c9-4530-866a-4e60dd241d4a,,"('AMBIENCE', 'POSITIVE', 'Biergarten')
('SERVICE', 'POSITIVE', 'Service')
",,Der Biergarten ist sehr schön und der Service war freundlich.,Llama3_70B,random,0
26f94a77-ac2b-445a-b0fa-1919982ee236,,"('GENERAL-IMPRESSION', 'POSITIVE', 'LOC')
",,Alles in allem ein gelungener Abend im LOC.,Llama3_70B,random,0
613aede4-ed6d-4f92-a6fe-16a1f6e124c3,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
",,"Ein Ambiente, in dem man sich wohlfühlt.",Llama3_70B,random,0
e0594873-e083-40c7-9120-de2bfc7df74b,,"('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
('FOOD', 'NEGATIVE', 'Speisen')
",,"Die Atmosphäre ist eher unangenehm, die Speisen sind nicht schmackhaft.",Llama3_70B,random,0
f397df1d-7619-4d1a-9429-d48ccec62de2,,"('FOOD', 'NEGATIVE', 'Cappuccino')
('FOOD', 'NEGATIVE', 'Cappucino')
",,Der Cappuccino schmeckte unterirdisch und der Cappucino ebenfalls.,Llama3_70B,random,0
44167e8d-f49a-46cf-8232-549559c77553,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war sehr freundlich.,Llama3_70B,random,0
e79596f4-9dbf-4c0f-82cb-2e1bafd4d14e,,"('FOOD', 'NEGATIVE', 'NULL')
('SERVICE', 'POSITIVE', 'Bedienung')
('FOOD', 'NEGATIVE', 'ist nicht')
",,"Sehr freundliche Bedienung, aber der Geschmack ist nicht so gut.",Llama3_70B,random,0
92a7a311-6083-44bf-8e21-f5179c61efd2,,"('FOOD', 'NEGATIVE', 'Essen')
('PRICE', 'NEGATIVE', 'Essen')
",,"Das Essen ist nicht so gut, wie es sein Preis vorgibt. ",Llama3_70B,random,0
c4420cb8-3386-4faf-a387-be2563c086e1,,"('PRICE', 'NEGATIVE', 'Bier')
('SERVICE', 'NEGATIVE', 'Bedienung')
",,Leider ist das Bier hier zu teuer und die Bedienung nicht immer freundlich.,Llama3_70B,random,0
59dd4dd6-4ff3-4c54-8f24-56c1881a84f9,,,✅,Wir wurden auf die Wartezeit hingewiesen. ,Llama3_70B,random,0
91e28e7c-f0bb-4c77-b228-137dfdd06927,,"('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
('AMBIENCE', 'NEGATIVE', 'Musik')
",,"Die Atmosphäre ist sehr ungemütlich, die Musik zu laut und nicht passend. ",Llama3_70B,random,0
08262a28-275e-4e4b-a492-f0fc6a03c878,,"('PRICE', 'POSITIVE', 'Preise')
",,"Der Lokal ist nicht sehr gross, aber die Preise sind für ein Restaurant in der City sehr gut.",Llama3_70B,random,0
212a620e-cc9b-45a4-9433-8bb27398487e,,"('PRICE', 'POSITIVE', 'Preis-Leistungsverhältnis')
",,Das Preis-Leistungsverhältnis ist sehr gut. ,Llama3_70B,random,0
985e1c4f-7f45-4481-8afa-3c38e5d4b52c,,"('PRICE', 'NEUTRAL', 'Preis-Leistungs-Verhältnis')
('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
",,"Das Preis-Leistungs-Verhältnis war eher mässig, die Atmosphäre ungemütlich.",Llama3_70B,random,0
a10c8fcf-9904-4720-90bf-22abd0fb1030,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
",,"Ein Restaurant, das ich jedem empfehlen kann!",Llama3_70B,random,0
60f89ab0-0452-4f30-a99f-2f678b8ab859,,"('FOOD', 'NEGATIVE', 'Essen')
",,Das Essen war leider enttäuschend.,Llama3_70B,random,0
e0d37b66-91af-4030-962d-3c7b03bd9f16,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,Das Restaurant ist nicht empfehlenswert.,Llama3_70B,random,0
a7f31851-5053-4b4b-b661-5c4f762a233d,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,"Die Atmosphäre ist nett, aber das Restaurant passt nicht in die LOC.",Llama3_70B,random,0
885b5553-e6ea-4860-b311-9a8d2e59261f,,"('PRICE', 'NEUTRAL', 'Preis')
",,Der Preis ist für LOC normal.,Llama3_70B,random,0
c7761158-d0a5-4001-9fbc-ad0d0c0e33cc,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind zu hoch.,Llama3_70B,random,0
73c58ba2-b01a-403d-ac20-2bb7640e0847,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
('PRICE', 'NEGATIVE', 'Preise')
('FOOD', 'NEGATIVE', 'Essen')
",,"Die Atmosphäre war sehr schön, die Preise aber übertrieben und das Essen nicht besonders gut.",Llama3_70B,random,0
34607f1b-0a83-4028-a29e-f47932fbc8cd,,"('FOOD', 'NEGATIVE', 'Speisen')
",,"Die Speisen, die wir bestellt hatten, waren sehr enttäuschend.",Llama3_70B,random,0
59966c23-0451-4c7d-b9a7-86e45a48ce4b,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Das Ambiente war sehr schön.,Llama3_70B,random,0
6b540d37-2e71-4cf1-9883-5e5b978184aa,,"('AMBIENCE', 'NEUTRAL', 'Ambiente')
",,"Das Ambiente ist eher schlicht, aber das muss ja nicht sein.",Llama3_70B,random,0
f0ccdfa0-3c5a-4e78-8b44-3f43c93a206c,,"('PRICE', 'NEUTRAL', 'Preise')
('FOOD', 'NEUTRAL', 'Essen')
",,"Die Preise sind okay, das Essen ist okay.",Llama3_70B,random,0
791d1b5a-ab62-43c0-b634-1ae3e697f809,,"('FOOD', 'NEGATIVE', 'Speisen')
",,"Ich habe das Gefühl, dass die Qualität der Speisen in den letzten Jahren etwas nachgelassen hat.",Llama3_70B,random,0
881f66d6-8820-44d1-a4a5-64ea8abdc410,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Lokalität')
('AMBIENCE', 'POSITIVE', 'Lokalität')
",,Die Lokalität ist sehr schön und gemütlich eingerichtet.,Llama3_70B,random,0
d0a6b0f7-d1b4-4baf-8428-dfb5f66e15b0,,"('AMBIENCE', 'POSITIVE', 'Restaurant')
",,Das Restaurant hat eine gute Lage.,Llama3_70B,random,0
332b4141-2af7-46e5-97ab-fe05ca950e5d,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Die Atmosphäre war sehr angenehm.,Llama3_70B,random,0
146a0c33-b4a4-494a-96e2-0edf820014ed,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
('SERVICE', 'POSITIVE', 'Personal')
('PRICE', 'NEGATIVE', 'Preis')
",,"Das Restaurant ist super, das Personal ist sehr freundlich und hilfsbereit, aber der Preis für die Qualität ist viel zu hoch.",Llama3_70B,random,0
7f6e9d88-6e72-4f42-84f8-2e4ef21e5e43,,"('FOOD', 'POSITIVE', 'Essen')
('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,"Das Essen ist gut, die Atmosphäre gemütlich.",Llama3_70B,random,0
abe3f6db-1ae6-4655-b966-a754face1780,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war sehr gut.,Llama3_70B,random,0
8210d85a-0148-47a9-8190-90699eb76e1c,,"('SERVICE', 'POSITIVE', 'Personal')
('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Das Personal war sehr freundlich und das Ambiente wunderschön.,Llama3_70B,random,0
f1bffe2f-c130-44b2-81dc-68e8661860f0,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war nett und freundlich.,Llama3_70B,random,0
532ee798-44d1-4d81-8e04-8a01261e6a8e,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'Restaurant')
",,Das Restaurant ist in Ordnung.,Llama3_70B,random,0
e6959254-81b2-4236-85c8-1b5459bfc9cd,,"('PRICE', 'NEUTRAL', 'Preis-Leistungs-Verhältnis')
",,Das Preis-Leistungs-Verhältnis war in Ordnung.,Llama3_70B,random,0
772c4c15-17c6-4ec7-8f12-8518a2d214a9,,"('FOOD', 'POSITIVE', 'Küche')
",,"Die Küche ist eher einfach gehalten, aber dafür sehr lecker.",Llama3_70B,random,0
1550c8a7-9a4a-442e-8a7c-898607f819c1,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,Wir werden dieses Restaurant nicht mehr besuchen.,Llama3_70B,random,0
14ea70ea-e796-49da-8c82-f1293e05930e,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir waren schon oft hier und werden auch wieder kommen.,Llama3_70B,random,0
da8e977a-b760-4642-9b30-34b8e7b636eb,,"('FOOD', 'NEGATIVE', 'Speisen')
",,Die Speisen sind schlecht.,Llama3_70B,random,0
351255c5-a3f7-401d-80f2-3da761d1c0dc,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung ist sehr freundlich und hilfsbereit.,Llama3_70B,random,0
e1524f78-7bef-4cba-a6c7-03c5aabe09bc,,"('SERVICE', 'NEGATIVE', 'Personal')
",,Das Personal ist sehr unfreundlich.,Llama3_70B,random,0
3a7a3a09-b080-4bb0-8ea4-26f7ea45e830,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind für ein Restaurant dieser Klasse extrem hoch.,Llama3_70B,random,0
43448e91-5986-488f-93d0-4194d5f802eb,,"('SERVICE', 'NEGATIVE', 'Personal')
",,"Das Personal war sehr unfreundlich und hat uns nicht mal begrüßt, geschweige denn gefragt ob alles in Ordnung ist.",Llama3_70B,random,0
560c69a5-cddc-4d06-be24-a2df81ec43f9,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war freundlich und schnell.,Llama3_70B,random,0
d30df8cd-d73e-44d1-9920-65ceefb55d1f,,"('SERVICE', 'NEGATIVE', 'Service')
",,Der Service war unfreundlich und langsam.,Llama3_70B,random,0
154810d1-7457-43e2-8a2b-88602228938f,,"('FOOD', 'POSITIVE', 'Speisen')
",,Die Speisen sind sehr gut und geschmackvoll.,Llama3_70B,random,0
fab67a91-b63b-48ba-b0fb-1b55275ecd91,,"('SERVICE', 'NEGATIVE', 'Personal')
",,Das Personal war unfreundlich.,Llama3_70B,random,0
3c275538-b758-4128-b885-12dc8c05680d,,"('FOOD', 'POSITIVE', 'Speisen')
",,Die Speisen waren gut und ausreichend.,Llama3_70B,random,0
c27f10fa-0379-4335-bde5-030ad09df9a4,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,"Die Atmosphäre ist angenehm, aber auch nichts Besonderes.",Llama3_70B,random,0
34121f8c-b9d1-4b80-b50a-76fbac9fefa0,,"('PRICE', 'NEGATIVE', 'Preis/Leistung')
",,Preis/Leistung stimmt nicht.,Llama3_70B,random,0
93f87a95-2623-40b6-8286-b4ea6e20e98b,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
('SERVICE', 'POSITIVE', 'Service')
('FOOD', 'NEUTRAL', 'Essen')
",,"Das Restaurant ist schön, der Service gut und das Essen OK.",Llama3_70B,random,0
f868137a-c391-4e94-991f-d4ab480d7e75,,"('AMBIENCE', 'NEGATIVE', 'Raum')
('AMBIENCE', 'NEGATIVE', 'Musik')
",,"Der Raum hat keinen Charme, die Musik war zu laut und nicht passend zum Ambiente.",Llama3_70B,random,0
7e5b107b-cc57-4dd3-a2e6-361392236b45,,"('SERVICE', 'NEGATIVE', 'Bedienung')
",,Die Bedienung war sehr unfreundlich und unprofessionell.,Llama3_70B,random,0
25ddb2bc-e7b6-4405-94e7-0fa485a5c2c5,,"('FOOD', 'POSITIVE', 'NULL')
('FOOD', 'POSITIVE', 'Geschmack')
",,Sehr guter Geschmack,Llama3_70B,random,0
ba556203-7372-46e0-a961-bb234c5bccc9,,"('SERVICE', 'POSITIVE', 'Personal')
('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,"Das Personal war sehr freundlich und es hat uns gut gefallen, aber das Restaurant ist nicht so toll.",Llama3_70B,random,0
5b593cc1-2e96-4216-b12c-bfde0bcc8f35,,"('FOOD', 'NEGATIVE', 'Speisen')
",,Die Speisen waren nicht besonders gut.,Llama3_70B,random,0
f34f8cf7-279e-4e6b-862a-e276e46559ea,,"('SERVICE', 'NEGATIVE', 'Bedienung')
",,Die Bedienung war sehr unfreundlich.,Llama3_70B,random,0
45b34c78-019e-4491-b3e1-5bd70d0c4736,,"('PRICE', 'NEUTRAL', 'Preisleistungsverhältnis')
",,Das Preisleistungsverhältnis ist in Ordnung.,Llama3_70B,random,0
2a1b6d19-bf7e-49f6-8d08-4ad9beb23f42,,"('PRICE', 'NEUTRAL', 'Preise')
",✅,"Die Preise sind in Ordnung, man kann auch nur ein Glas Wein bestellen.",Llama3_70B,random,0
21eba2fd-9333-4b9a-a299-2dc5ca02b2da,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war gut.,Llama3_70B,random,0
ef960931-0aeb-41ca-b8d7-f20e9b4b2c71,,"('PRICE', 'POSITIVE', 'Preis-Leistungsverhältnis')
('AMBIENCE', 'POSITIVE', 'Restaurant')
('SERVICE', 'POSITIVE', 'Bedienung')
",,"Das Preis-Leistungsverhältnis stimmt, das Restaurant ist sauber und die Bedienung freundlich.",Llama3_70B,random,0
e3dfd125-dae2-4a0f-9a32-cf77e924d213,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
('SERVICE', 'NEGATIVE', 'Kellner')
",,"Es gab auch Kellner die das nicht so konsequent einhalten, aber es war trotzdem ganz ok.",Llama3_70B,random,0
b09770dd-3666-4669-8ee5-5f3f983a06ba,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir hatten einen sehr schönen Abend.,Llama3_70B,random,0
90903c03-54be-4167-9640-02d290ccf08d,,"('PRICE', 'POSITIVE', 'Preise')
",,Die Preise sind angemessen.,Llama3_70B,random,0
0b51c90c-ae97-47ae-bc84-90c1cb08eb63,,,✅,"Das Restaurant ist LOC, aber es gibt auch andere Restaurants in der Nähe.",Llama3_70B,random,0
9c452fdf-861d-457d-96c9-54553edc83bc,,"('FOOD', 'NEGATIVE', 'Kartoffeln')
",,Die Kartoffeln waren nicht gar.,Llama3_70B,random,0
a97a67a8-f0f2-4096-acf2-2c81e0128c5c,,"('PRICE', 'NEUTRAL', 'Preis-Leistungsverhältnis')
",,Das Preis-Leistungsverhältnis ist in Ordnung.,Llama3_70B,random,0
698ddd70-993c-4e30-b803-9c7e6ec4797f,,"('FOOD', 'NEGATIVE', 'Speisen')
('FOOD', 'POSITIVE', 'Vorspeise')
",,"Die Speisen waren leider nicht so gut wie gewohnt, die Vorspeise war jedoch wieder sehr lecker.",Llama3_70B,random,0
5d86d7f2-b5ee-48e0-8ce1-06050b7babab,,"('FOOD', 'NEGATIVE', 'Suppe')
",,Die Suppe war kalt und geschmacklos.,Llama3_70B,random,0
a6d3b46c-efcd-4812-8abf-eb470583b4a6,,"('SERVICE', 'NEUTRAL', 'Service')
",,Der Service war OK. ,Llama3_70B,random,0
4d79be38-a341-4b4f-b1a1-4793eb06a6e2,,"('PRICE', 'POSITIVE', 'Preis')
",,Der Preis war sehr günstig.,Llama3_70B,random,0
56ed76d4-ed29-4387-9c10-5bfe8f5b44a4,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
('AMBIENCE', 'NEGATIVE', 'Lautstärke')
",,"Die Lautstärke war für ein Restaurant etwas zu hoch, aber ansonsten sehr gut.",Llama3_70B,random,0
86aa23fb-13fd-4dec-ab24-f0aca3169ef4,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Ich gehe nicht nochmal hin. ,Llama3_70B,random,0
5cceaab1-f913-439f-8292-e999f1e7e3b1,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Die Atmosphäre ist sehr schön.,Llama3_70B,random,0
93268ecc-91a7-46e8-bc5f-ed9779f7fc45,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Die Atmosphäre ist sehr schön und gemütlich. ,Llama3_70B,random,0
30206d92-7165-4b60-b75b-357a4aec0995,,"('FOOD', 'POSITIVE', 'Speisen')
",,Die Speisen waren sehr gut.,Llama3_70B,random,0
db4cb748-5a0b-4785-bb38-83d3b2323502,,"('FOOD', 'NEGATIVE', 'Essen')
('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
",,Das Essen war nicht gut und die Atmosphäre im Restaurant hat uns auch nicht gefallen.,Llama3_70B,random,0
71c3769a-d6a0-4fef-86d8-24a707e1bf6b,,"('FOOD', 'POSITIVE', 'Speisen')
",,Die Speisen sind sehr lecker und immer wieder anders.,Llama3_70B,random,0
0ab859c7-e84a-40d3-a7d2-2a1d9e35d956,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Die Atmosphäre ist gemütlich.,Llama3_70B,random,0
84bc9645-e340-499e-83d3-c1e2be95c410,,"('FOOD', 'NEGATIVE', 'Salat')
('FOOD', 'NEGATIVE', 'Fleischspieße')
",,"Der Salat war leider schon schlecht, die Fleischspieße waren trocken und ohne Geschmack.",Llama3_70B,random,0
bcd7fab1-01b0-4129-9f77-993f2efbb6be,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
('AMBIENCE', 'POSITIVE', 'Tisch')
('FOOD', 'POSITIVE', 'Speisen')
",,"Die Atmosphäre war sehr angenehm, der Tisch gut gedeckt und die Speisen waren sehr lecker.",Llama3_70B,random,1
c15a2829-42f9-4751-8f57-083824887881,,"('AMBIENCE', 'POSITIVE', 'Lage')
('AMBIENCE', 'POSITIVE', 'Atmosphäre')
('AMBIENCE', 'POSITIVE', 'Ambiente')
",,"Die Lage ist gut, die Atmosphäre ist gemütlich und das Ambiente ist sehr schön.",Llama3_70B,random,1
cb2cfbde-f2bc-46df-847c-a64410cab4c5,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,"Das war wohl das letzte Mal, dass ich dort essen gehe.",Llama3_70B,random,1
fa20537d-6041-449b-ba7a-122473dec150,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,Wir waren sehr enttäuscht und werden dieses Restaurant nicht wieder besuchen.,Llama3_70B,random,1
675d233b-698d-49fe-95ea-92bfe9725159,,"('FOOD', 'NEGATIVE', 'Kartoffeln')
('FOOD', 'NEGATIVE', 'Soße')
",,Die Kartoffeln waren kalt und die Soße hatte keine Geschmack. ,Llama3_70B,random,1
082c3a5d-34e7-4b69-893c-6945aad4a44b,,"('FOOD', 'NEGATIVE', 'Pizza')
('PRICE', 'NEGATIVE', 'Pizza')
",,Die Pizza war nicht gut und der Preis dafür zu hoch.,Llama3_70B,random,1
d35d4cd3-1a3a-4a7e-bfbe-ff6aea762994,,"('SERVICE', 'POSITIVE', 'Service')
",,Der Service war freundlich und schnell.,Llama3_70B,random,1
69c4828a-7b7d-44c0-b90b-e43ac57c3e05,,"('PRICE', 'NEGATIVE', 'Preis-Leistungs-Verhältnis')
",,Das Preis-Leistungs-Verhältnis ist sehr schlecht.,Llama3_70B,random,1
ee8f8b4f-ea88-45ad-80c6-a361873f6edd,,"('SERVICE', 'CONFLICT', 'Bedienung')
",,"Die Bedienung war sehr freundlich, aber ein wenig ungeschickt.",Llama3_70B,random,1
cb1ad1d1-425e-4930-aa99-be84b670146f,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurants')
",,Der Besuch dieses Restaurants war eine einzige Enttäuschung.,Llama3_70B,random,1
eee0cd5b-dbfd-409a-a1f2-9a1eb89afe9a,,"('FOOD', 'NEGATIVE', 'Hauptgang')
('SERVICE', 'NEGATIVE', 'Bedienung')
('AMBIENCE', 'NEGATIVE', 'Ambiente')
",,"Der Hauptgang war ein Desaster, die Bedienung überfordert und der Preis für das Ambiente zu hoch.",Llama3_70B,random,1
53fb347b-f554-44ac-9272-65419c968f90,,"('AMBIENCE', 'NEGATIVE', 'Lärmkulisse')
",,"Ich finde es sehr schade, dass man in einer solchen Lärmkulisse essen muss.",Llama3_70B,random,1
8fefdfbd-c0c4-4305-b067-1f9e28401756,,"('PRICE', 'POSITIVE', 'Preise')
",,Die Preise sind für die Lage und das Ambiente sehr angemessen.,Llama3_70B,random,1
3668f078-45ef-4052-ab21-ac9267863ef1,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind für die Qualität zu hoch.,Llama3_70B,random,1
56ee2662-8478-49d6-aa8f-6d699af61ff9,,"('AMBIENCE', 'NEUTRAL', 'Ambiente')
",,Das Ambiente ist okay.,Llama3_70B,random,1
f7aaedf2-5a20-46c0-b0c6-5ee5177cedcd,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind nicht gerade günstig.,Llama3_70B,random,1
5a43a446-e6b9-4f4c-8ffc-1436863f5c2b,,"('PRICE', 'POSITIVE', 'Preis-Leistungs-Verhältnis')
",,Das Preis-Leistungs-Verhältnis stimmt.,Llama3_70B,random,1
77a48780-609c-4b8a-9495-6a4705dc0bbf,,"('FOOD', 'NEGATIVE', 'Speisen')
",,"Ich habe den Eindruck, dass die Speisen teilweise aus der Tiefkühltruhe kommen.",Llama3_70B,random,1
f6d16e3a-52eb-40b8-b533-5000439d03e2,,"('FOOD', 'NEGATIVE', 'Garnelen')
",,Die Garnelen waren nicht sehr lecker.,Llama3_70B,random,1
87057310-fc00-4434-96ea-25451fd9c9d8,,"('SERVICE', 'NEGATIVE', 'Bedienung')
('SERVICE', 'NEGATIVE', 'Bestellung')
",,Die Bedienung war nicht besonders freundlich und die Bestellung dauerte lange.,Llama3_70B,random,1
4df7eca8-d5d2-4447-a948-b49dda329c33,,"('FOOD', 'NEUTRAL', 'Essen')
",,Das Essen war ok.,Llama3_70B,random,1
9be5ae09-9045-4004-856e-9b16354afec1,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
('SERVICE', 'POSITIVE', 'Bedienung')
",,"Die Atmosphäre ist sehr schön, die Bedienung aufmerksam und freundlich. ",Llama3_70B,random,1
323e6d7f-3e30-4f77-b79b-97414680c8af,,"('FOOD', 'NEGATIVE', 'Suppe')
('FOOD', 'NEGATIVE', 'Salat mit Fleisch')
('FOOD', 'NEGATIVE', 'Käse')
",,"Die Suppe war kalt, der Salat mit Fleisch und Käse nur eine kleine Portion.",Llama3_70B,random,1
8d5e723f-c907-4279-85ba-4d250d16aa0f,,"('SERVICE', 'POSITIVE', 'Bedienung')
('PRICE', 'POSITIVE', 'Preise')
",,"Die Bedienung war sehr freundlich und schnell, die Preise sind gut.",Llama3_70B,random,1
ef6750a6-7a44-4316-8c9c-8d7a7147b715,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
",,Ein super Restaurant.,Llama3_70B,random,1
c6e751fd-c529-484c-aa20-d90dbc06ccaa,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Ein schöner Abend!,Llama3_70B,random,1
ec176ae6-5c85-4b16-997e-376b52b3cf9c,,"('FOOD', 'NEUTRAL', 'Speisen')
",,Die Speisen sind durchschnittlich.,Llama3_70B,random,1
8dd8d90c-f125-4a1e-9dec-1cbadba62e6e,,"('FOOD', 'NEGATIVE', 'Essen')
('SERVICE', 'NEGATIVE', 'Service')
",,Das Essen war schlecht und der Service ebenfalls.,Llama3_70B,random,1
