id,second_annotator_comment,annotation,aspect_available_without_judgement,text
be0c3c87-b947-4d34-a271-434239f079bb,,"('AMBIENCE', 'NEGATIVE', 'NULL')
('SERVICE', 'NEGATIVE', 'Personal')
('FOOD', 'NEGATIVE', 'Essen')
('FOOD', 'NEGATIVE', 'Panade')
('FOOD', 'NEGATIVE', 'Kartoffeln')
('FOOD', 'NEGATIVE', 'Haxe')
('FOOD', 'NEGATIVE', 'Knödel')
",,"Es ist laut, das Personal überfordert, und vor allem, das Essen ist eine Katastrophe: Kalbschnitzel mit matschiger Panade, auch beim zweiten Versuch, nach Reklamation, matschig, die Kartoffeln waren mindestens drei Tage alt, die Haxe war mehr Knorpel als Fleisch, die Knödel als Beilage war Fertigproduktniveau."
6412f418-7dbf-4751-bfe5-75952daa9f46,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,Wir werden dieses Restaurant sicher nicht noch einmal besuchen.
8d101e97-ac67-4b8e-ba85-9ae415b337ac,,"('SERVICE', 'POSITIVE', 'Bedienung')
('FOOD', 'POSITIVE', 'Essen')
('FOOD', 'CONFLICT', 'Portionen')
",,"Ausgesprochen flotte und freundliche Bedienung, das Essen war von exzellenter Qualität und die Portionen sind für Leute mit grossem Appetit genau richtig, für uns wars aber zu viel."
910777ee-36fd-4b35-9ae1-afac5cf31cbb,,"('FOOD', 'POSITIVE', 'Bolognese')
('FOOD', 'POSITIVE', 'Kalbmedalliins mit Pinienkernen')
",,Egal ob Bolognese für Kids oder rafinnierte Kalbmedalliins mit Pinienkernen für uns- alles schmeckt.
7978e74c-14d3-4de6-bed0-abece64c3575,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Die Tomatensauce oder die Mozzarella waren sauer.Noch dazu müsste ich 3,90 € für extra Mozzarella auf der Pizza bezahlen!"
97102e47-18ba-4ac8-aa0e-8987d5c0f193,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Absprachen wurden nicht weitergegeben das reine Chaos bei der Rechnunglegung.Ich persönlich hatte Haxe, naja so wie die immer gelobt wird, ich kann es nicht verstehen.Der Nachtisch Kaiserschmarren der war richtig gut.Die Schenke ist nicht mehr ansatzweise das, was das alte Augustiner an der LOC war."
8ed8a38e-b79e-412f-a475-76d14336a57d,,"('FOOD', 'POSITIVE', 'Bier')
('SERVICE', 'POSITIVE', 'Service')
",,Bier kann man gut trinken und der Service war sehr nett.
80be46c3-0032-4a60-887b-4a2c21e9d047,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Die Lage ist gut.Die Speisen sind sehr schön dargereicht und sind sehr Köstlich.Der einzige negativ Punkt ist das es bei einer Kalten Außentemperatur ist es im Restaurant leicht kalt.Allem in allem ein sehr gutes Restaurant.
8f5c4866-ed02-4fc7-9d65-f28e08dbf93f,,,,Als jährliches Gruppenevent seit fast 20 Jahren kennen wir uns damit gut aus.
0b08c1eb-3bf0-4290-b0b3-491feb3d4fa0,,"('FOOD', 'NEGATIVE', 'Kartoffelsalat')
",,Der Kartoffelsalat schmeckte wie aus dem Eimer und war eiskalt.
83ad8c09-510b-4125-b2c3-dc27a1b88a9b,,"('SERVICE', 'NEGATIVE', 'Service')
",,Der Service unfreundlich und reagiert auf konstruktive Kritik sehr zynisch.
2c05864f-94c3-4be1-a25a-a141e673a7c3,,,✅,Viele Plätze an LOC.
50860252-a547-4723-885b-2839f62c8316,,"('FOOD', 'NEUTRAL', 'Speisen')
",,Die Speisen sind in Ordnung.
48eaa552-36c7-4df0-98e2-128706fd63f6,,"('FOOD', 'POSITIVE', 'Mezzelune')
",✅,Carpaccio mit Trüffel geteilt und dann feine Mezzelune ( schwarz) gegessen.
8285e940-93d7-43cd-913f-6fcc3c1f72bb,,"('SERVICE', 'NEGATIVE', 'Kellnerin')
",,Die Kellnerin hat einen genervten Eindruck gemacht.
5b809737-dea2-4e73-b977-b2b0779b2a32,Aspektphrase -> Pizza 📍 ,"('FOOD', 'NEGATIVE', 'NULL')
",,"Dennoch erinnerte sie mehr an eine fertig Pizza als an eine Pizza, wo der Teich frisch zubereitet worden ist."
00e57455-04f4-4187-a584-f2f88e80097c,,"('FOOD', 'POSITIVE', 'Bier')
('FOOD', 'POSITIVE', 'Essen')
",,Naja dafür war das Bier und das Essen meiner Frau lecker.
b611f991-a182-4f09-8b26-7972b85d4e8c,,"('FOOD', 'POSITIVE', 'Speisen')
",,Die Speisen waren sehr gut.
737c1a5f-f090-49d9-818e-70d7c5783e2e,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
('FOOD', 'POSITIVE', 'Essen')
",,"Wenn Sie eine malerische italienische Atmosphäre mit leckerem Essen genießen möchten, reicht es, ins RESTAURANT_NAME Restaurant zu kommen🍝🇮🇹."
6ea5db78-13e0-4121-862b-cc035db40e92,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Leider schlecht.
78eec7c5-9943-4bd5-bd4f-265f6c6a2ed7,Satz abgeschnitten  ✅,"('FOOD', 'NEGATIVE', 'Essen')
",,Das Essen war absolut i.
c1740aa0-87db-4216-9940-cae5e8bef079,,"('FOOD', 'CONFLICT', 'Omelett')
('SERVICE', 'NEGATIVE', 'Personal')
('FOOD', 'NEGATIVE', 'Shrimps')
('FOOD', 'POSITIVE', 'Lachs')
('FOOD', 'POSITIVE', 'Obstsalat')
",,"Omelett gut aber ungesalzen (kein Salz auf dem Tisch, Personal zuviel unter Strom, um noch fragen zu können), Shrimps eiskalt, Lachs und Obstsalat frisch und gut."
62f435b9-23d3-40ae-a651-0921451d49ac,,"('SERVICE', 'NEGATIVE', 'Service')
",,Da kann auch der Service für unsere 50-köpfige Truppe noch so verbesserungswürdig sein ...
12855944-8bf0-4b25-9e6e-6c8dadfccf8a,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Immer wieder gerne.
8072526e-984e-496e-983f-08dd23346b6d,,,✅,Wir gehen bereits seid über 30 Jahren in dieses Restaurant und wollten jetzt nach längerer Zeit mal wieder dort essen.
52956f4f-6091-4d99-a031-fd7dbb2e8678,Ist Unterhaltung hier wirklich die Aspekt-Phrase oder nicht eher imlizit die Lautstärke? ✅,"('AMBIENCE', 'NEGATIVE', 'Unterhaltung')
",,"Unterhaltung zwischen 4 Leuten an einem Tisch schwierig, man muss sehr laut sprechen, um sich zu verständigen."
19b8a7c5-370e-433d-b3df-1920b70bac90,,"('FOOD', 'NEGATIVE', 'Muscheln')
('FOOD', 'NEGATIVE', 'Kaninchen')
",,"Die Muscheln waren ziemlich trocken, ebenfalls das Kaninchen."
fe2a9674-86a7-4907-ad2c-e52f051f31e0,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war sehr gut.
9530b123-1b92-48cc-8e6a-113474bee448,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir kommen wieder.
79ff90aa-9077-49ad-b158-a40b3dd93438,,"('SERVICE', 'NEGATIVE', 'NULL')
",,"Anstatt es einfach auszutauschen wurde mir gesagt, das ich da eben Pech habe."
1507f569-8c9a-491d-858d-0296ce94ef18,,"('SERVICE', 'POSITIVE', 'Mitarbeiter')
",,"Der verbleibende Mitarbeiter, der sich dann alleine um alle besetzten Tische im Außenbereich gekümmert hat, war sehr bemüht, hatte aber keine Chance dies alleine zu bewältigen."
2ead4d03-a781-4101-81bc-a43b3ac7e3fd,,,,Wir waren eine Gruppe von 8.
9eb4a145-aba6-44f6-9a17-63e1a2158630,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Einfach nur top.
c1444f7d-2036-44d6-9c88-e597c129659e,,"('SERVICE', 'POSITIVE', 'Kellner')
",,LOC von einem sehr freundlichen Kellner an einen Tisch begleitet.
3029b177-3944-4a25-9a34-ebc0c57a20b8,,"('FOOD', 'NEGATIVE', 'Nudeln')
('SERVICE', 'NEGATIVE', 'Kellner')
",✅,"Ich rief den Kellner und sagte ihm, dass ich über zwei Stunden aufs Essen gewartet habe (Tagesgericht, bei ganz geringer Auslastung) und dass die Nudeln nicht gefüllt sein."
cae7c1b2-1bb7-4c96-bc67-63bc8e91f12d,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,So musste ich leider mit dem wenigen auskommen.
ad6382da-641d-443f-b59b-af4694bd191b,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,Das Restaurant scheint im vorigen Jahrhundert stehen geblieben zu sein.
9b331c0b-ca77-4445-80f6-9eab1beab228,,"('SERVICE', 'POSITIVE', 'NULL')
",✅,Getränke und Speisen standen ruckzuck auf dem Tisch.
77fbb96f-5c6d-4af4-a07c-32f8b32baa22,,"('FOOD', 'POSITIVE', 'NULL')
",,Sehr gut gegessene.
cb15d1e4-a23b-4bcf-a54e-456b0e5806f1,,,✅,"Für ein Glas Leitungswasser werden hier € 1,60 verlangt."
d2779f53-c706-4945-8d29-865682c406d7,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Schade!
aefeed26-b563-45b7-881a-0d1aa9a2320e,,"('SERVICE', 'NEGATIVE', 'Rechnung')
('SERVICE', 'NEGATIVE', 'Rechnung')
('SERVICE', 'CONFLICT', 'Bedienungen')
",,"Leider wurden auf unserer Rechnung dann auch noch Essen und Biere vom Nebentisch abgerechnet, und die Rechnung wurde nicht vollständig korrigiert, da die Bedienungen zwar freundlich aber noch sehr unerfahren waren und uns nicht geglaubt wurde, dass wir diese Positionen nicht verzehrt haben."
7135b9ae-73c0-4871-9a1c-e0d474371ab2,,"('FOOD', 'NEGATIVE', 'Bratkartoffeln')
('SERVICE', 'POSITIVE', 'Bedienung')
",,"Aber: bleibt weg von den Bratkartoffeln, die sind wabbelig und fad, null Kartoffelgeschmack, und trotz Versicherung der sehr netten und bemühten Bedienung sind wir sicher, daß es LOC ist."
d2839880-59a2-4c84-835a-47add65b6f5c,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Konstantin Kowalke, unser Gastgeber des Abends hat uns mit seinem charmanten Spitzenservice begeistert.Wir kommen umgehend und sehr gern wieder!Herzlichen Dank."
b8b933ee-a308-4dd3-b45e-039509a1da30,,"('FOOD', 'NEGATIVE', 'Fleisch')
",,Das Fleisch vom Hauptgang war Ihnen kalt.
b97418c8-1714-48f0-b917-45a362f7721a,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Der Herr Lauer unter mir wird direkt angegangen und es solle doch eine Therapie machen weil er 'angeblich' über 6000 Bewertungen geschrieben haben soll dabei sind mehr als 90% Bilder.So war auch der persönliche Eindruck, hatten was anzumerken und der Chef sowie das Personal hat uns die Abneigung direkt spüren lassen."
190394f3-2149-48b5-9437-251c9721092a,,"('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')
",,"Wir, meine Frau, meine Familie, gehen immer wieder sehr gerne in die RESTAURANT_NAME zum Essen."
0f8c0d52-5f7e-43c3-89f6-9446dfc53d0c,,"('AMBIENCE', 'POSITIVE', 'Schlange')
",,Vor dem Eingang war eine beeindruckende Schlange von wartenden Gästen.
1fd47bfc-6d0e-4244-961a-9ba8f33a5f0f,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Es war einfach perfekt.Wir und auch unsere Gäste werden definitiv und gerne wiederkommen
97569378-f3ee-47cd-82d6-3241fc94c233,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,"Wir waren so enttäuscht , dass uns die Lust zum shoppen vergangen ist und wir sind nach LOC gefahren."
8bddbf7f-9870-48b3-99a9-9ee2d5cb6214,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Insgesamt nicht weiterzuempfehlen.
5bf5669d-dc0a-4c16-a921-a2c1b442818c,,,✅,Das Dessert konnte es dann auch nicht mehr rausreißen.
fb2a5717-c6c9-4c03-8d56-8d1d1abe3576,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Nicht die Steaks bzw. das Fleisch, sondern die Beilagen (Ofenkartoffel immer kleiner bzw, nur noch zum dazu bestellen Brot usw.) Unsere Enkel 10 Jahre sind hungrig wieder rausgegangen."
528cea38-4500-45ec-ae90-b8bd0a24f11e,,"('SERVICE', 'POSITIVE', 'NULL')
",,Er hat immer geguckt dass wir was zu trinken hatten.
1544f400-e520-4bbd-8b75-8de3b8ed8afe,,"('FOOD', 'NEGATIVE', 'Lüngerl')
",,"Nach kurzer Zeit war das Lüngerl zwar heiß, aber dünnflüssiger, d.h. mit Wasser verdünnt, aber nicht Reiniger sauer."
ab54316f-d7a6-4dbf-8268-1c8b80680dcf,,,,Das Unglück nahm nun seinen Lauf.
5e2e13fb-0d47-4923-a8ee-41017289472c,,"('SERVICE', 'NEGATIVE', 'Bedienung')
",,Die Bedienung war früher sehr viel herzlicher und mit Herzblut dabei.
ab3f7478-1525-46cc-a27e-f7a623367be2,,,✅,Weniger überrascht waren wir von den Preisen.
61eb00ca-5d55-44c2-94f2-785a0a9068f5,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,"Klasse, wie immer."
8e4dfdc4-ea77-4d3a-af2c-522d458dcad6,"Aspekt-Phrase -> Quittung, wie oben auch Rechnung? ✅","('SERVICE', 'NEGATIVE', 'NULL')
",,Kaeufer ging einige Tage spaeter mit Quittung um dies zu klaeren und wurde als Luegner dargestellt.
e8ced5c0-3019-489f-b7ca-9dd88389ab3f,,"('SERVICE', 'NEGATIVE', 'Kebab')
",,Lange warten für einen Kebab den man auch in 5 min bekommt.
d03d12f8-314d-466a-bd9f-ffba0ab106c0,,"('FOOD', 'POSITIVE', 'Biere')
",✅,"Die Biere waren ansprechend, das Essen Brauhaus-typisch und gemäß des Namens eher Bayrisch als Sächsisch, wobei auch ein paar sächsische Spezialitäten auf der Karte zu finden sind."
22c186fc-6ca4-4b36-9622-18a462705c98,,"('FOOD', 'POSITIVE', 'Torte')
",,Das Stück Torte war handwerklich fehlerfrei.
b9ee818f-be3b-48f9-bf0a-0cbf862355c9,,,,Immer vorher gebucht.
a9162135-5c94-4b83-9c64-7ae80bdfabba,,"('AMBIENCE', 'NEGATIVE', 'NULL')
('AMBIENCE', 'NEGATIVE', 'NULL')
('AMBIENCE', 'NEGATIVE', 'NULL')
",,"Laut, wuselig und unpersönlich."
82b5bc14-913f-430c-bd64-1ce31c771aba,,"('PRICE', 'NEGATIVE', 'Tapas')
",,Da stimmt für Tapas Preis/Leistung überhaupt nicht.
fd81900f-b302-4c3f-b78f-10f35d2277e7,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Kann und muss man anders lösen - aber ist wohl allen egal.Der Service wurde großteils von sehr jungen Leuten gemeistert – keine negativen Eindrücke.
17b9606e-af57-4525-b9a9-05bca5f94325,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Leider war das Maishähnchen nicht so saftig wie erwartet, zudem waren die Röstaromen sehr dominant.Hammer geil war das LOC Eis und der Kürbis Cheesecake"
c4ab8e92-6507-46d1-8ef9-fa0e5add1007,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Die positiven Bewertungen können wir nur bestätigen.
0db34db3-e314-411e-88c7-23e45693745c,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,"Wir waren sehr enttäuscht, konnten aber über Open Table einen Tisch in einem anderen Stuttgarter Restaurant (Weinsteige) bekommen, wo problemlos auf alle Allergien eingegangen wurde (Trotz festem Menu!)"
c5c297f1-5fad-47aa-bc0b-1c132654e3a6,,"('SERVICE', 'NEGATIVE', 'NULL')
",,Leider dauerte es auch noch mal 15Min bis die Getränke kamen.
3541dfd4-7503-4273-8848-617549f58564,,"('AMBIENCE', 'POSITIVE', 'Lage')
",,"Wie schon die Überschrift sagt, hier sorgt die Lage für das bestimmte Etwas."
efd0d667-1235-40dd-a420-1f97da04e696,,,✅,Die nächste Phase ist dann gar nicht mehr trinken.
b1bb61a9-1573-493c-876c-28808454aae6,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
('FOOD', 'POSITIVE', 'Essen')
('SERVICE', 'POSITIVE', 'Personal')
",,"Das Ambiente ist charmant, das Essen köstlich und das Personal freundlich."
1f17cd8c-ad10-41f0-944c-911975abc7ea,Fehlerhafte Sätze ausschließen? Der Satz ist ja offensichtlich noch nicht zu Ende ✅,"('SERVICE', 'NEGATIVE', 'Anspruch auf Umbuchung')
",,"Auf telefonische Nachfrage wurde uns ""freundlich"" mitgeteilt, dass wir keinerlei Anspruch auf Umbuchung oder evtl."
4ddb6cd4-e7b9-4a06-bca7-3af8d2e25bd5,,,✅,Platten hätten sie nicht.
1bfd276a-549a-4d2b-8fcd-0c5e11345b1b,,"('FOOD', 'POSITIVE', 'Fleisch')
('FOOD', 'NEGATIVE', 'Fleisch')
('FOOD', 'NEGATIVE', 'Panade')
('FOOD', 'NEGATIVE', 'Bratkartoffeln')
('SERVICE', 'NEGATIVE', 'Kellnern')
",,Das Schnitzel war das Fleisch gut jedoch weder Fleisch noch Panade gesalzen und Gewürzt nach würzen bringt es nicht die Bratkartoffeln auch beim Tagesgericht verdienen das Wort nicht nur wenige waren gebraten alle anderen offensichtlich in noch nich erhitzten Fett oder Öl warm gemacht dadurch haben sie sich vollgesogen so was darf man nicht servieren den Kellnern den wir das dagegen interessieren sich nicht
1804f181-843b-49f8-8067-83dda60d4cd8,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Freundliche Bedienung.
2a0055f6-8fdd-4c1d-b585-f3a1a0c4bfca,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir sind sehr gerne dort.
8e31e644-61c6-4e97-a3e7-59de19ab4ed3,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Fazit: Geht gar nicht !
9a5cbb2e-762a-42b9-a926-5be8a57c876d,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Auch der Fotovergleich mit der gleichen Vorspeise aus dem letzten Jahr zeigte eklatante Unterschiede.Bei beiden Hauptgerichten (Filetsteak und Burger) stimmten die Garpunkte in keiner Weise.
16889c52-b5a8-40a0-b477-66d5816cb3b8,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Sehr schade!
d867369f-be90-4431-a85f-f50cce1655b4,,"('FOOD', 'POSITIVE', 'NULL')
('FOOD', 'POSITIVE', 'Portionen')
",,Diese sind sehr schmackhaft und die Portionen sind großzügig.
80532864-06e4-4464-b916-9ad16f99a218,,"('FOOD', 'POSITIVE', 'Essen')
('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Leckeres Essen und gemütliches Ambiente.
39448d50-5f21-43a4-a135-b667c63ea6ce,,"('FOOD', 'NEGATIVE', 'Essen')
",,"Obwohl wir deftiges Essen schätzen, haben wir es nicht gut vertragen."
2e95d660-ad3c-4bef-85f7-069470d0b0ca,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Noch nie so reingelegt worden.
2b04857d-47e7-4c0f-9cdc-23ea7603c8d0,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
('SERVICE', 'POSITIVE', 'Angestellten')
",,"Sehr schade, denn auch die meisten Angestellten sind nett."
44ecc102-feee-424b-ac3b-efcd4ea9483f,Ist LOC hier wirklich das Aspekt? ✅,"('GENERAL-IMPRESSION', 'POSITIVE', 'LOC')
",,Trotzdessen Empfehlung Nummer 1 für LOC!
f98c7673-bc29-4ee2-9789-8cdc7f95cedf,,"('SERVICE', 'POSITIVE', 'freundlich')
",,"Sehr freundlich, auch zu unserem Hund."
ef5a15d1-600a-4a20-9481-c14ac59c6fd4,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'LOC Keller')
",,Also in den LOC Keller kommen wir so schnell leider nicht mehr.
1749a274-675f-41c3-982e-96010ef6bb2f,Ist doch nur ein Satz? ger...zt steht für gerotzt? ✅,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Das Kalbsschnitzel mit 19EUR nicht teuer aber absolut lieblos und dahin ger...zt.
f84fc782-7239-4f0a-8282-0a6c9da8d877,,,,Wir waren zu viert unter Freunden.
16dd3147-6532-4ab5-a4df-4bc277b652dc,Ist katzentisch wirklich negativ? ✅,"('AMBIENCE', 'NEGATIVE', 'Zugluft')
('AMBIENCE', 'NEGATIVE', 'Katzentisch')
",,Auch ein «Katzentisch» direkt am Eingang kann man eigentlich nicht als solchen verkaufen (gerade im Winter wenn die Leute rein und rausgehen wird derjenige der dort mit dem Rücken zur Tür sitzt jedes Mal von kalter Zugluft eingeholt.
59cc6724-3d56-456f-b265-85b16fe58a0b,,"('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')
",,"Uns wurde die RESTAURANT_NAME von Freunden empfohlen, super Laden, keine Frage kommen wieder!!"
7ead546c-588a-47a8-9b2c-cf51f6d59a6e,,,✅,Und es gibt ja noch andere Gaststätten in LOC.
c47e5d24-c2db-4d8f-a9fd-9389bc81e1ca,,,,"Bei USt 19% kostet sie dann wohl EUR 40, oder?"
5904a10a-6872-407b-9ff8-c29708e4ad3a,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Also für uns definitiv ein no-go und nie mehr wieder.
4e734d93-54c8-432d-b0a3-01807fd2c671,,,✅,Eingangs zum Service.
c9511986-4eab-4226-a485-08b1809b528d,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Ich glaube es trifft auf den Punkt wenn man schreibt: Wenn du eine der besten Tapasbars in LOC aufsuchen möchtest geh ins LOC Karlsruhe :-)Im Sommer super Atmo, da man auch auf der Strasse verweilen kann.Einfach wie im Urlaub.Mario - Cheffe - ist ein Original und einfach einer der coolsten Baizer LOC."
0d6a451c-e730-4bee-82bf-906bbf552b10,,"('PRICE', 'NEGATIVE', 'NULL')
('FOOD', 'POSITIVE', 'Essen')
",,"Essen lecker, jedoch überteuert."
45add936-1e6f-4fc9-980c-7385910f6c17,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Nicht zu empfehlen!
8513e988-61db-4814-9e72-61f7e5f00a92,,,✅,"Wer trotzdem hin will, sollte vorab reservieren."
d2b29423-287f-4c10-b777-6353df4a7334,,,,Zum Augustiner in LOC?
388b2e81-a273-47d0-aaf3-4613e2dd5aa0,,"('SERVICE', 'POSITIVE', 'personal')
",,Das personal ist sehr freundlich.
27443256-8e74-482c-9ce6-04b83fe713ea,,,✅,"An zwei Tagen habe ich versucht anzurufen, aber nach 5 mal klingeln geht immer ein Band an und verweist auf online Reservierung!"
89055fd7-4274-4329-8b46-d76e6e799757,,"('SERVICE', 'POSITIVE', 'Kellner')
('FOOD', 'POSITIVE', 'Abendessen')
",,"Der Kellner war bemüht Scherze zu machen und freundlich zu sein, aber alles in einem war es kein schönes Abendessen."
48623d90-c57f-4149-8c26-6a97ff12aab6,,"('FOOD', 'NEGATIVE', 'Wiener Schnitzel')
",,Auch meine Frau war mit dem Wiener Schnitzel nicht ganz zufrieden.
617001d8-ea2e-48d1-8a62-ca5e3c671fc6,,"('SERVICE', 'NEUTRAL', 'Service')
",,"Dass der Service langsam und unfreundlich ist, kann ich nicht bestätigen."
e7928931-6364-4a11-8f53-263932668d10,,,✅,Uns wurde dafür ein gesonderter Raum zum Essen und ein Raum für das Buffett zur Verfügung gestellt.
6f85119d-f416-4643-b7d4-520cb6815779,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Pfefferkorn')
",,"Für mich ganz klar, einmal und nie wieder „Pfefferkorn“ in LOC."
d42c6aca-c937-40a8-a372-b028926c6d27,,"('FOOD', 'NEGATIVE', 'NULL')
",,"Schade, hätte es einfach gerne gehabt wie bestellt."
867820ad-90de-4442-bb05-8e815ab41fbe,,,✅,Wir waren mit der Firma anlässlich einer Weihnachtsfeier im LOC.
9234068b-d7eb-408a-b2aa-20adab204d46,,"('SERVICE', 'POSITIVE', 'NULL')
",,und auch Getränke waren immer da.
ff4ce7c1-c7c7-41f4-a2a4-53b428dcc646,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Immer wieder gerne
ac168eb4-1bde-4aa6-916e-0339e78cdd7c,,"('SERVICE', 'NEGATIVE', 'NULL')
",,"auf das Essen warten müssen, weil der Laden so voll ist."
6c68a26d-7f5a-4ab9-aa65-46e06b52b69b,,"('FOOD', 'NEGATIVE', 'Blutwurst')
",✅,"1 cm dicke Blutwurst, breiig wie Mus (statt kross gebraten)1 rundes Stück frittiertes Fleisch (was lt."
12589871-2042-4d66-a6e8-f5d1dc8eb0e4,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Ein Fehler, wie wir jetzt wissen.Wir standen 93min an."
39c1644e-4756-4a10-a4b2-cceabbc83e2d,,,,Bitte nicht vergessen: LOC ist weit weg.
512e9d85-97e9-4081-b78b-fa8ea5a64c10,,"('FOOD', 'CONFLICT', 'Grillgemüse')
",✅,"Dazu Grillgemüse, das gut aber etwas zu fettlastig war und Pommes Frittes."
25cdb622-30e4-46b0-95c7-043a3d258273,,"('FOOD', 'NEGATIVE', 'Käsespätzle')
('FOOD', 'NEGATIVE', 'Knödel')
('FOOD', 'NEGATIVE', 'Sauce')
('FOOD', 'NEGATIVE', 'Salat')
",,"Die Käsespätzle sind ein Alptraum, die Knödel schrecklich sowie die Sauce und der Salat."
4445680e-ca03-4dbe-a9c7-a912fcf6925c,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Dank des schönen Wetters sind wir aber auf den Außenbereich ausgewichen.Getränke waren schnell am Platz - auf das Essen mussten wir aber eine halbe Stunde+ warten.
ef8ef810-dd13-4175-8d10-86723a4fc5df,,"('FOOD', 'NEGATIVE', 'Biere')
",,Die Biere waren leider nie bis zum Eichstirch voll.
