"Unnamed: 0","Unnamed: 0.1","agreement","annotation_id","annotator","aspect_available_without_judgement","author_location","author_name","city","created_at","date","detected_language","id","label-explicit","label-implicit","language_code","lead_time","page_index","rating","restaurant_id","restaurant_name","review_id","sentence_idx","text","text_noanonymization","title","two_or_more_sentences","updated_at"
650,10,100.0,25877308,"nils-constantin.hellwig@stud.uni-regensburg.de","","","Gisela B","münchen","2023-11-06T08:40:27.926990Z","2023-07-24","de","eadf1271-4e8f-4360-9453-5b172ce95867","","[{""end"":60,""text"":""Erinnerung"",""start"":50,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]","de",30.181,0,1.0,718846,"Schneider Bräuhaus",905238451,15,"Eigentlich schade, es bleibt nur noch eine schöne Erinnerung (Es war einmal ein LOC…….","Das Schneider Bräuhaus war früher eine gute Adresse . Wir haben das Lokal früher öfters am Sonntag besucht. Der Name stand sowohl für die Qualität des Essens als auch die Zuverlässigkeit des Servicepersonals.Leider ist das Bräuhaus jetzt nur noch ein Abklatsch und kann inzwischen als Touristenabsteige bezeichnet werden.Das Restaurant steht wohl in jedem italienischen, chinesischen und japanischen Reiseführer.Einheimische findet man so gut wie gar nicht mehr. Als Münchnerin kann ich das gut beurteilen. Das Essen ist total überteuert und, im wahrsten Sinne des Wortes, geschmacklos. Die Milzwurst war hart und die Panier klebte als dünne Schicht am Produkt. Die Käsespätzle waren nur Pampe. Für € 11.90 könnte wenigstens ein Salat inkludiert sein. Der Kartoffelsalat schmeckte wie aus dem Eimer und war eiskalt. Vermutlich gerade erst aufgetaut. Die Bedienung erklärte auf Anfrage, der Kartoffelsalat gehöre so. Unter Geschmacksverirrung leide ich jedoch noch nicht.Alles in Allem das schlechteste Essen seit langer Zeit.Noch ein Wort zu den sanitären Anlagen: Eine Katastrophe!! Es sieht nicht nur beim Betreten schmuddelig aus.Es ist alles unhygienisch. Gefühlt wie eine öffentliche Toilette im Bahnhofsmilieu. Ein sanitärer Bereich kann nicht steril sein, sollte aber wenigstens einen Mindeststandard an Sauberkeit erfüllen.Meine Freunde und ich werden diese „Einrichtung“ jedenfalls nie mehr betreten. Eigentlich schade, es bleibt nur noch eine schöne Erinnerung (Es war einmal ein Bräuhaus…….).","Zum Vergessen !!","","2023-11-08T08:37:28.678998Z"
1961,11,100.0,25877680,"nils-constantin.hellwig@stud.uni-regensburg.de","","Berlin, Deutschland","aschroetervm","dresden","2023-11-06T08:45:19.113172Z","2023-09-15","de","be0c3c87-b947-4d34-a271-434239f079bb","[{""end"":25,""text"":""Personal"",""start"":17,""labels"":[""SERVICE-NEGATIVE""]},{""end"":63,""text"":""Essen"",""start"":58,""labels"":[""FOOD-NEGATIVE""]},{""end"":121,""text"":""Panade"",""start"":115,""labels"":[""FOOD-NEGATIVE""]},{""end"":192,""text"":""Kartoffeln"",""start"":182,""labels"":[""FOOD-NEGATIVE""]},{""end"":233,""text"":""Haxe"",""start"":229,""labels"":[""FOOD-NEGATIVE""]},{""end"":274,""text"":""Knödel"",""start"":268,""labels"":[""FOOD-NEGATIVE""]}]","[{""end"":6,""text"":""ist"",""start"":3,""labels"":[""AMBIENCE-NEGATIVE-no-phrase""]}]","de",290.13,1,2.0,1827752,"Augustiner an der Frauenkirche",916764162,1,"Es ist laut, das Personal überfordert, und vor allem, das Essen ist eine Katastrophe: Kalbschnitzel mit matschiger Panade, auch beim zweiten Versuch, nach Reklamation, matschig, die Kartoffeln waren mindestens drei Tage alt, die Haxe war mehr Knorpel als Fleisch, die Knödel als Beilage war Fertigproduktniveau.","Hier kann man keinen netten Abend verbringen, zwar ist in der direkten Nähe die imposante Frauenkirche, aber das Etablissement „Augustiner“ ist eine Schande für das Denkmal. Es ist laut, das Personal überfordert, und vor allem, das Essen ist eine Katastrophe: Kalbschnitzel mit matschiger Panade, auch beim zweiten Versuch, nach Reklamation, matschig, die Kartoffeln waren mindestens drei Tage alt, die Haxe war mehr Knorpel als Fleisch, die Knödel als Beilage war Fertigproduktniveau. Alles in allem eine Unverschämtheit.","Schlimme Touristenfalle","","2023-11-06T08:45:19.113191Z"
1627,12,100.0,25877696,"nils-constantin.hellwig@stud.uni-regensburg.de","","","Y8262UXjudiths","essen","2023-11-06T08:45:29.695944Z","2022-11-14","de","6412f418-7dbf-4751-bfe5-75952daa9f46","[{""end"":28,""text"":""Restaurant"",""start"":18,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","","de",9.735,0,3.0,4216804,"HANS IM GLÜCK Burgergrill & Bar",868475739,8,"Wir werden dieses Restaurant sicher nicht noch einmal besuchen.","Heute Abend war ich mit einer Freundin im Hans im Glück. Die beiden jungen Mädchen in der Bedienung waren nicht besonders freundlich. Der Burger war ok, die Pommes aber eher labberig. Nach einem Besuch der Toilette im Untergeschoss waren wir vollends bedient. Es roch nach Urin und eine Grundreinigung hat wohl schon länger nicht mehr stattgefunden. Bei der Bezahlung haben wir die Bedienung darauf hingewiesen. Als Kommentar kam nur der freche Spruch: das ist ebenso, da die Toilette im Untergeschoss sei. Alles in allem : nicht zu empfehle!! Wir werden dieses Restaurant sicher nicht noch einmal besuchen.","Recht unfreundliche Bedienung und mäßiges Essen","","2023-11-06T08:45:29.695962Z"
1685,13,100.0,25877822,"nils-constantin.hellwig@stud.uni-regensburg.de","","Baden-Baden, Deutschland","schweini666","bremen","2023-11-06T08:48:25.955057Z","2023-08-14","de","8d101e97-ac67-4b8e-ba85-9ae415b337ac","[{""end"":46,""text"":""Bedienung"",""start"":37,""labels"":[""SERVICE-POSITIVE""]},{""end"":57,""text"":""Essen"",""start"":52,""labels"":[""FOOD-POSITIVE""]},{""end"":104,""text"":""Portionen"",""start"":95,""labels"":[""FOOD-CONFLICT""]}]","","de",175.084,0,4.0,2049557,"Schüttinger Gasthausbrauerei",910359292,0,"Ausgesprochen flotte und freundliche Bedienung, das Essen war von exzellenter Qualität und die Portionen sind für Leute mit grossem Appetit genau richtig, für uns wars aber zu viel.","Ausgesprochen flotte und freundliche Bedienung, das Essen war von exzellenter Qualität und die Portionen sind für Leute mit grossem Appetit genau richtig, für uns wars aber zu viel. Ebenso das Bier ist absolut top. Kann die Location auf jeden Fall empfehlen.","Erstklassige Auszeit in Bremen","","2023-11-06T08:48:25.955077Z"
826,14,100.0,25877851,"nils-constantin.hellwig@stud.uni-regensburg.de","","Konin, Polen","Anne M","frankfurt","2023-11-06T08:48:50.877103Z","2023-06-10","de","910777ee-36fd-4b35-9ae1-afac5cf31cbb","[{""end"":17,""text"":""Bolognese"",""start"":8,""labels"":[""FOOD-POSITIVE""]},{""end"":75,""text"":""Kalbmedalliins mit Pinienkernen"",""start"":44,""labels"":[""FOOD-POSITIVE""]}]","","de",23.864,5,5.0,1190751,"Trattoria i Siciliani",894304103,0,"Egal ob Bolognese für Kids oder rafinnierte Kalbmedalliins mit Pinienkernen für uns- alles schmeckt.","Egal ob Bolognese für Kids oder rafinnierte Kalbmedalliins mit Pinienkernen für uns- alles schmeckt. Familie immer zufrieden.","Familie isst hier gern","","2023-11-06T08:48:50.877128Z"
2408,15,100.0,25877923,"nils-constantin.hellwig@stud.uni-regensburg.de","","","antoniorN9225FX","bonn","2023-11-06T08:49:53.557573Z","2022-12-08","de","7978e74c-14d3-4de6-bed0-abece64c3575","","","de",61.705,0,1.0,813006,"Pizzeria Tuscolo",871059119,2,"Die Tomatensauce oder die Mozzarella waren sauer.Noch dazu müsste ich 3,90 € für extra Mozzarella auf der Pizza bezahlen!","Ich habe mit einer Freundin (wir sind beide Italiener:innen) Pizza bestellt und nicht zu Ende gegessen (noch nie in meinem Leben passiert!!!), da die Pizza so schlecht und unappetitlich war. Die Tomatensauce oder die Mozzarella waren sauer.Noch dazu müsste ich 3,90 € für extra Mozzarella auf der Pizza bezahlen! 3,90 €!!! Unverschämt.Die Bedienung war sehr nett, aber das Restaurant ziemlich staubig. Am Tisch wo wir saßen, standen Regale voller Staub und töten Insekten.Vor 11 Jahren hatte ich eine echte italienische Pizza dort gegessen, die auch geschmeckt hatte. Heute ist das nicht mehr der Fall.","Sehr schlecht","Two or more sentences","2023-11-06T08:49:53.557595Z"
1981,16,100.0,25877963,"nils-constantin.hellwig@stud.uni-regensburg.de","","Deutschland","Thomas S","dresden","2023-11-06T08:50:41.139006Z","2023-04-05","de","97102e47-18ba-4ac8-aa0e-8987d5c0f193","","","de",46.65,3,2.0,1827752,"Augustiner an der Frauenkirche",884942780,6,"Absprachen wurden nicht weitergegeben das reine Chaos bei der Rechnunglegung.Ich persönlich hatte Haxe, naja so wie die immer gelobt wird, ich kann es nicht verstehen.Der Nachtisch Kaiserschmarren der war richtig gut.Die Schenke ist nicht mehr ansatzweise das, was das alte Augustiner an der LOC war.","Wir hatten eine Firmenfeier und für 20 Personen wurde gebucht. Als wir im neuen Augustiner ankamen, wurden wir in das Obergeschoss geführt, wo wir dann unsere 20 Plätze bekommen haben 15 Personen an einen Tisch und 5 an einen 2-3 Meter entfernten Tisch sowas geht gar nicht. Auf die Bitte die Tische zusammen schieben zu können wurde uns von einer der sehr netten Bedienung gesagt - Chefin hat das Verboten. Als nächstes. Geschätzt 10 Bedienungen haben versucht uns zu versorgen immer wieder Doppelbestellungen, weil keiner wirklich Wuste was der andere macht. Alle hoch motiviert aber völlig unstrukturiert. Absprachen wurden nicht weitergegeben das reine Chaos bei der Rechnunglegung.Ich persönlich hatte Haxe, naja so wie die immer gelobt wird, ich kann es nicht verstehen.Der Nachtisch Kaiserschmarren der war richtig gut.Die Schenke ist nicht mehr ansatzweise das, was das alte Augustiner an der Frauenkirche war. Rustikal und gemütlich.Schade um das viele Geld, was wir an dem Abend dort gelassen haben.Schickt die Köche mal in den Augustiner Klosterwirt in München dort gibt es Haxe.","Da ist noch viel Luft nach oben","Two or more sentences","2023-11-06T08:50:41.139028Z"
644,17,100.0,25877986,"nils-constantin.hellwig@stud.uni-regensburg.de","","Hamburg, Deutschland","oesehh","münchen","2023-11-06T08:50:58.038902Z","2023-10-06","de","8ed8a38e-b79e-412f-a475-76d14336a57d","[{""end"":4,""text"":""Bier"",""start"":0,""labels"":[""FOOD-POSITIVE""]},{""end"":41,""text"":""Service"",""start"":34,""labels"":[""SERVICE-POSITIVE""]}]","","de",15.904,0,3.0,718846,"Schneider Bräuhaus",920079618,0,"Bier kann man gut trinken und der Service war sehr nett.","Bier kann man gut trinken und der Service war sehr nett. Das Essen war dann für Münchner Brauhäuser eher sehr mittelmässig. ","Mittelklasse","","2023-11-06T08:50:58.038921Z"
1507,18,100.0,25877993,"nils-constantin.hellwig@stud.uni-regensburg.de","","","Christopher Z","leipzig","2023-11-06T08:51:04.809261Z","2023-04-28","de","80be46c3-0032-4a60-887b-4a2c21e9d047","","","de",5.849,2,4.0,1340567,"Cafe Madrid",888077559,2,"Die Lage ist gut.Die Speisen sind sehr schön dargereicht und sind sehr Köstlich.Der einzige negativ Punkt ist das es bei einer Kalten Außentemperatur ist es im Restaurant leicht kalt.Allem in allem ein sehr gutes Restaurant.","Das Restaurant hat eine außergewöhnlich schöne und zur richtigen Zeit auch ruhige Atmosphäre. Die Bedienung ist äußerst freundlich, höflich und geht auf die Wünsche des Kunden ein.Die Gestaltung des Restaurants passt einem Spanischen Themen. Die Lage ist gut.Die Speisen sind sehr schön dargereicht und sind sehr Köstlich.Der einzige negativ Punkt ist das es bei einer Kalten Außentemperatur ist es im Restaurant leicht kalt.Allem in allem ein sehr gutes Restaurant.","Äußerst gutes Restaurant, mit einer leichten kühle","Two or more sentences","2023-11-06T08:51:04.809281Z"
241,19,100.0,25878075,"nils-constantin.hellwig@stud.uni-regensburg.de","","Hamburg, Deutschland","478alfredn","hamburg","2023-11-06T08:52:05.467467Z","2023-03-03","de","8f5c4866-ed02-4fc7-9d65-f28e08dbf93f","","","de",59.661,1,5.0,695667,"Fischereihafen-Restaurant",880804719,1,"Als jährliches Gruppenevent seit fast 20 Jahren kennen wir uns damit gut aus.","Ausnahmsweise durften wir unser traditionelles Stintessen auch am Abend geniessen ( der ist sonst nur auf der Mittagskarte ). Als jährliches Gruppenevent seit fast 20 Jahren kennen wir uns damit gut aus. Dieser Stint war das Beste was wir seit langer Zeit hatten. Sowohl von der Zubereitung, den Beilagen - und dem Preis-Leistungsverhältnis. War wieder ein toller Abend im Fischereihafen Restaurant. Danke","Was wäre Hasmburg ohne das Fischereihafen Restaurant?","","2023-11-06T08:52:05.467496Z"
650,20,100.0,25878097,"nils-constantin.hellwig@stud.uni-regensburg.de","","","Gisela B","münchen","2023-11-06T08:52:18.074530Z","2023-07-24","de","0b08c1eb-3bf0-4290-b0b3-491feb3d4fa0","[{""end"":18,""text"":""Kartoffelsalat"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","","de",11.641,0,1.0,718846,"Schneider Bräuhaus",905238451,8,"Der Kartoffelsalat schmeckte wie aus dem Eimer und war eiskalt.","Das Schneider Bräuhaus war früher eine gute Adresse . Wir haben das Lokal früher öfters am Sonntag besucht. Der Name stand sowohl für die Qualität des Essens als auch die Zuverlässigkeit des Servicepersonals.Leider ist das Bräuhaus jetzt nur noch ein Abklatsch und kann inzwischen als Touristenabsteige bezeichnet werden.Das Restaurant steht wohl in jedem italienischen, chinesischen und japanischen Reiseführer.Einheimische findet man so gut wie gar nicht mehr. Als Münchnerin kann ich das gut beurteilen. Das Essen ist total überteuert und, im wahrsten Sinne des Wortes, geschmacklos. Die Milzwurst war hart und die Panier klebte als dünne Schicht am Produkt. Die Käsespätzle waren nur Pampe. Für € 11.90 könnte wenigstens ein Salat inkludiert sein. Der Kartoffelsalat schmeckte wie aus dem Eimer und war eiskalt. Vermutlich gerade erst aufgetaut. Die Bedienung erklärte auf Anfrage, der Kartoffelsalat gehöre so. Unter Geschmacksverirrung leide ich jedoch noch nicht.Alles in Allem das schlechteste Essen seit langer Zeit.Noch ein Wort zu den sanitären Anlagen: Eine Katastrophe!! Es sieht nicht nur beim Betreten schmuddelig aus.Es ist alles unhygienisch. Gefühlt wie eine öffentliche Toilette im Bahnhofsmilieu. Ein sanitärer Bereich kann nicht steril sein, sollte aber wenigstens einen Mindeststandard an Sauberkeit erfüllen.Meine Freunde und ich werden diese „Einrichtung“ jedenfalls nie mehr betreten. Eigentlich schade, es bleibt nur noch eine schöne Erinnerung (Es war einmal ein Bräuhaus…….).","Zum Vergessen !!","","2023-11-06T08:52:18.074551Z"
185,21,100.0,25878131,"nils-constantin.hellwig@stud.uni-regensburg.de","","","Franz L","hamburg","2023-11-06T08:52:43.440546Z","2023-04-10","de","83ad8c09-510b-4125-b2c3-dc27a1b88a9b","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","","de",24.422,2,2.0,954454,"ALEX Hamburg",885566065,1,"Der Service unfreundlich und reagiert auf konstruktive Kritik sehr zynisch.","Leider musste ich feststellen, ich war schon oft im Alex, das der Service und die Sauberkeit der Tische nicht mehr so ist. Der Service unfreundlich und reagiert auf konstruktive Kritik sehr zynisch. Leider. Ich werde mich dort nicht mehr aufhalten und meine Zeit verbringen. ","Leider nicht mehr empfehlenswert","","2023-11-06T08:52:43.440567Z"
208,22,100.0,25878146,"nils-constantin.hellwig@stud.uni-regensburg.de","An aspect is addressed in the text without an explicit mention by the author","","yvonne_pingel","hamburg","2023-11-06T08:52:55.131150Z","2023-06-18","de","2c05864f-94c3-4be1-a25a-a141e673a7c3","","","de",16.465,1,3.0,2271294,"Hard Rock Cafe",895718421,5,"Viele Plätze an LOC.","1. Am Empfang wurden wir gefragt, ob wir Englisch sprechen? Echt jetzt? Als Deutsche in Hamburg?2. Sitzplätze im Innenbereich laut und ungemütlich. Viele Plätze an Durchgangswegen. Auf der Dachterrasse aber sehr schön, allerdings auch dort sehr laute Musik.3. Essen ist unterer Durchschnitt. Es gibt deutlich bessere Burgerrestaurants in Hamburg. Burger trocken und Portion für einen hungrigen Mann zu klein, dafür preislich im oberen Bereich.4. Bedienung machte den Eindruck, als würden die Gäste stören.Fazit: Nette Lokation, um auf der Terrasse einen Cocktail zu trinken.Zum Essen würde ich woanders hingehen.","Touristenrestaurant","","2023-11-08T08:39:56.016396Z"
1084,23,100.0,25878308,"nils-constantin.hellwig@stud.uni-regensburg.de","","Berlin, Deutschland","Daniel H","stuttgart","2023-11-06T08:55:22.363282Z","2023-04-08","de","50860252-a547-4723-885b-2839f62c8316","[{""end"":11,""text"":""Speisen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","","de",146.4,0,4.0,956602,"Alte Kanzlei Stuttgart",885293517,2,"Die Speisen sind in Ordnung.","Gediegenes, hochwertig eingerichtetes Restaurant in dem auch Montagabend dringt durch die Gute Lage direkt am Schlossplatz was los ist. Der Service ist gut… man fühlt sich gut betreut. Die Speisen sind in Ordnung.","Ordentlich und zentral","","2023-11-06T08:55:22.363305Z"
813,24,100.0,25878359,"nils-constantin.hellwig@stud.uni-regensburg.de","An aspect is addressed in the text without an explicit mention by the author","Fulda, Deutschland","Ela T","frankfurt","2023-11-06T08:56:07.603559Z","2023-07-16","de","48eaa552-36c7-4df0-98e2-128706fd63f6","[{""end"":54,""text"":""Mezzelune"",""start"":45,""labels"":[""FOOD-POSITIVE""]}]","","de",44.343,4,5.0,1190751,"Trattoria i Siciliani",903407456,2,"Carpaccio mit Trüffel geteilt und dann feine Mezzelune ( schwarz) gegessen.","Ohne grosse Hoffnung haben wir versucht bei Siciliani nach Konzert zu essen. Die Küche hatte noch auf. Carpaccio mit Trüffel geteilt und dann feine Mezzelune ( schwarz) gegessen. Alles konnte überzeugen. Der Kellner entspannt. Hat uns nicht gehetzt. Gehobenes italienisches Restaurant, auch wenn andere schon zumachen.","Spät abends noch köstlich gegessen.","","2023-11-06T08:56:07.603577Z"
