,id,text,model,split,few_shot_condtion
57,9aee8dd3-ab1f-46e5-89c5-d43eb37f94f6,Das Personal ist sehr freundlich und hilfsbereit.,Llama70B,0,fixed
58,dadfd500-a956-49bc-9323-a7f598fb6f1b,"Dazu kam noch ein sehr hilfsbereites Personal , das sich auch um unsere Wünsche kümmerte.",Llama70B,0,fixed
59,ff9fd305-67a9-4f56-a7fd-db7705b2e65f,Dieses Personal ist absolut nicht motiviert.,Llama70B,0,fixed
60,f6136123-7fb6-4502-aa4e-1f180b27ade2,Das Ambiente war ziemlich laut und das Preis-Leistungsverhältnis nicht gerade gut.,Llama70B,0,fixed
61,849f3fa2-c9e4-41c0-994c-61e08d50cc0f,"Wir hatten ein tolles Eis, aber die Preise sind sehr hoch.",Llama70B,0,fixed
62,faa24b58-7e2e-4e28-821b-cf16d5098965,Der Preis ist auch in Ordnung.,Llama70B,0,fixed
63,a6ee4197-bf89-49de-bcaf-e8674dcaf255,"Auch wenn es sicherlich nicht so schlimm war, wie ich dachte, so ist es doch ein Desaster.",Llama70B,0,fixed
64,9ed35ccd-996b-4a52-8e03-b686a8ccf9d1,Preis-/Leistungsverhältnis passt auch.,Llama70B,0,fixed
65,fe17a7f4-abb4-422b-ae52-7b3e0ac92a1d,Das Preis-Leistungsverhältnis ist einfach nicht gegeben.,Llama70B,0,fixed
66,d2a6944e-4feb-48be-a597-fe3912b9e168,Wir haben uns sehr schlecht aufgehoben gefühlt.,Llama70B,0,fixed
67,7e031f85-57da-40ec-a315-d914a4b2eb3e,"Die Preise sind nicht gerade billig, aber auch nicht überteuert.",Llama70B,0,fixed
68,b8b2e6fa-f140-45e8-9b3b-73cf7bc2c1ec,"Wir kommen gerne wieder, auch wenn das Preisniveau ein bisschen höher ist.",Llama70B,0,fixed
69,107859cf-2c64-49be-83e7-640732d0872e,Ein besonderes Erlebnis!,Llama70B,0,fixed
70,5b7bcafd-1962-4d46-bce9-f682db0fdbce,"Der Speisen war sehr gut, das Ambiente ist einfach und die Bedienung war sehr langsam.",Llama70B,0,fixed
71,99420ea1-0615-42e8-bd65-e846dc4c9144,"Ein sehr schönes Lokal, mit sehr leckerem Essen.",Llama70B,0,fixed
72,bcefddeb-8069-4450-9ce7-d5dc3052d240,"Das Personal war freundlich und zuvorkommend, das Ambiente sehr angenehm.",Llama70B,0,fixed
73,9709b809-6069-4949-9be6-70fb4b5f0d93,"Super Führung, sehr nettes und aufmerksames Personal.",Llama70B,0,fixed
74,469c6cab-8e48-45e4-973a-485b2feb0fe2,Das Ambiente ist schon sehr schön.,Llama70B,0,fixed
75,badd3562-4a51-4d2d-8b2b-b1144b4256d3,Aber das Servicepersonal hat uns nicht angeschaut und auch keinen einzigen Blick auf uns geworfen.,Llama70B,0,fixed
76,ee662d22-d557-4936-af31-6cd0bf6ee095,Preis war in Ordnung.,Llama70B,0,fixed
77,9a12e1e2-fa25-4939-bf37-11a477bb12fc,Das Ambiente ist schlecht.,Llama70B,0,fixed
78,043a61d4-c185-43b2-a7b1-bcd15fc067e8,Das Essen war sehr gut und die Atmosphäre ebenfalls.,Llama70B,0,fixed
79,bc01d6e3-5fcd-4eb9-b73d-ae911605fe09,"Kellnerin war sehr unfreundlich, hat uns sogar noch vor der Bestellung abgewinkt.",Llama70B,0,fixed
80,3af14aa6-bc0c-44bd-93e0-0b15ce9f110f,Das Essen war sehr lecker und das Preisniveau entsprach dem Gesehenen.,Llama70B,0,fixed
81,c98a1ca1-2720-4496-be7c-690e57f228b7,"Sehr empfehlenswert, wir kommen gerne wieder.",Llama70B,0,fixed
82,bdb01e97-f938-40ea-9569-0bfd026cef3c,Wir empfehlen die Preisleistung sehr!,Llama70B,0,fixed
83,7ce53f81-91c4-488c-a7e9-b9217fc7bfd5,Das Preis-Leistungsverhältnis ist auch nicht schlecht.,Llama70B,0,fixed
84,0ee5b65f-db4a-40e2-82e1-8122b726b5d9,Doch das Essen war leider nicht so gut wie erwartet.,Llama70B,0,fixed
85,ceec0c9e-2b84-48a6-8dd8-aad99dd216b7,"Ein Preis-Leistungsverhältnis, das nicht stimmt.",Llama70B,0,fixed
86,c3fdfb9d-a98b-4972-8c9c-9b158fe74641,Die Fischgerichte sind leider sehr teuer.,Llama70B,0,fixed
87,affb2d23-708e-446c-b7fa-9fea7697f887,Ein sehr schönes Lokal.,Llama70B,0,fixed
88,a6b4264c-8c7a-416b-bd74-0b0ae09ce3f4,Das Preis-Leistungsverhältnis ist einfach super.,Llama70B,0,fixed
89,1b24cdce-01ed-481a-a16f-31fe4ececf48,"Nicht schlecht, aber auch nichts Besonderes.",Llama70B,0,fixed
90,52a7967c-84c2-491a-9a09-3e6354064a7a,Einmalig negatives Erlebnis.,Llama70B,0,fixed
91,ed9d2be4-5faa-450c-850e-e56fdb99509c,"Ich hatte das Burger, es war leider ziemlich trocken.",Llama70B,0,fixed
92,ab08a4a8-43b8-4c06-bf12-97c7dbe3cf13,"Kompetentes Servicepersonal, aber leider ein sehr schlechtes, überteuertes Essen.",Llama70B,0,fixed
93,89a136db-7a4b-44c8-8739-b3d6e9a00f3d,"Die Preise sind angemessen, das Essen durchschnittlich und die Atmosphäre eher schlecht.",Llama70B,0,fixed
94,b5a29110-a2a7-4a64-b825-39ac27c7cbe6,Alles in allem ein tolles Erlebnis mit leckerem Essen und guter Auswahl.,Llama70B,0,fixed
95,72f992ec-875b-4479-b007-a97a7a9337b5,Das Essen war sehr gut.,Llama70B,0,fixed
96,49d9d45f-ba1b-408d-ac7b-76929dfbbe59,"Auch wenn die Preise nicht gerade günstig sind, lohnt es sich.",Llama70B,0,fixed
97,3de85e64-aaba-4092-a339-b65236f502df,"Der Innenbereich ist etwas düster, die Außenterrasse bietet einen schönen Blick auf das Gelände und den Fluss.",Llama70B,0,fixed
98,7475c210-823c-48fb-b958-afde0f5042a7,Ein gemischtes Eindruck.,Llama70B,0,fixed
99,297f6e78-5357-4e7e-984b-e08285386ec3,Das Essen war sehr gut.,Llama70B,0,fixed
100,10105c96-6a0a-481c-be39-12bbb6d6ae1e,Wir können das Essen und den Service nicht empfehlen.,Llama70B,0,fixed
101,70cb364f-d57f-4ed2-b06c-338dd58a9ef4,Wir waren sehr zufrieden mit unserem Essen und dem Preis.,Llama70B,0,fixed
102,30dbac35-324a-484c-8bb2-16cc7c2680eb,Aber das Essen war für die Preise einfach zu schlecht.,Llama70B,0,fixed
103,689eab85-ba94-4f53-92b3-c3d978408740,Das Personal war sehr freundlich und das Preis-Leistungsverhältnis ist auch gut.,Llama70B,0,fixed
104,f13ea99f-f140-4be2-82e6-4d13fe577b6b,Das Ambiente ist gemütlich und sehr schön.,Llama70B,0,fixed
105,2656dec7-40fb-425a-8d4f-cf7c0b1aadf0,Wir kommen wieder!,Llama70B,0,fixed
106,a9660188-057d-47f2-a0fe-df8f057edf1e,"Die Atmosphäre war sehr laut und der Service war gut, aber das Preis-Leistungsverhältnis war nicht günstig.",Llama70B,0,fixed
107,a5a30dc4-da52-41d1-aaad-a43e668345f8,"Wir kommen wieder, aber nur wenn es nichts anderes gibt.",Llama70B,0,fixed
108,48a35557-e8cd-41c9-b7bd-ba36e2c13cfc,Die Preise sind akzeptabel und die Bedienung ist freundlich.,Llama70B,0,fixed
109,bf0ee203-d4c9-41b3-9b7d-159afdf33ab3,Die Servicekräfte sind sehr freundlich und hilfsbereit.,Llama70B,0,fixed
110,7ce7da4a-9976-4b15-a85d-1d3b1e3584e2,Wir finden das Preis/Leistungsverhältnis nicht angemessen.,Llama70B,0,fixed
111,e40d112a-cfec-4363-87dc-accc8c8bf7c8,"Ich würde es nur empfehlen, wenn Sie schon was von Service und Essen gewohnt sind.",Llama70B,0,fixed
112,511c9d60-2e8b-43f6-90d2-869d33534f3c,Der Preis ist auch in Ordnung.,Llama70B,0,fixed
113,7246e3e8-fc6b-4e1c-948e-ec27552e1cf5,Der Preis für das Essen ist allerdings nicht gerade günstig.,Llama70B,0,fixed
114,5c8d19c9-e31a-4cfc-94d2-ba1c5c16c654,Hier lohnt sich das Geld!,Llama70B,0,fixed
115,06757544-2d27-4828-8db2-606d56aaad5e,"Trotzdem schönes Erlebnis, wenn auch das Preis-Leistungsverhältnis nicht wirklich stimmig ist.",Llama70B,0,fixed
116,7009e615-722c-4b21-b107-c98b59156589,Das Essen war nicht schlecht aber auch nicht besonders.,Llama70B,0,fixed
117,e450f1b4-61cc-4618-a54e-25c813877a1b,Das Essen war leider nicht so gut.,Llama70B,0,fixed
118,88bef554-9de7-4cc3-927c-87ff02e97527,Das Essen war nicht mehr frisch.,Llama70B,0,fixed
119,86bf8e1c-a77a-4517-9558-4ae0d85f7fd2,Einfach nur leckeres Essen.,Llama70B,0,fixed
120,bab2e58e-097b-4bf3-b561-86c126b4e2cb,Ein gutes Preis-Leistungsverhältnis und eine angenehme Atmosphäre.,Llama70B,0,fixed
121,98e0491e-a587-465d-9303-5a0cd07d962b,Mir war es auch zu laut.,Llama70B,0,fixed
122,1ad1730e-af72-4611-9853-6a17b7e0bd0f,Dieser Preis ist für die Qualität des Essens nicht gerechtfertigt.,Llama70B,0,fixed
123,8326da23-a439-4ec9-a999-f4417923e4e4,"Die Bedienung, auch die Vorstellung der Speisen und Getränke war nicht angenehm.",Llama70B,0,fixed
124,31b869bc-c5ef-4fa7-be8d-0c4b9f8f72d7,Die Preise sind angemessen und das Preis-Leistungsverhältnis ist gut.,Llama70B,0,fixed
125,212667f9-1cb3-4a97-9142-29d6fa829bb1,Es ist alles OK.,Llama70B,0,fixed
126,44618c68-e8ca-48ca-b08e-959782f0b102,Das Personal war sehr freundlich.,Llama70B,0,fixed
127,10e23666-287c-4984-9ff0-f8936b8979f0,"Das Erlebnis war so schlecht, dass ich nach der ersten Portion aufgab.",Llama70B,0,fixed
128,dd6c9133-dd54-4148-abc4-26404d7b7f37,Von den Gerichten war das einzig wirklich Leckere die Sushi.,Llama70B,0,fixed
129,23ff5444-894c-4a0a-9501-e592d287b7e8,"Schade, dass die Preise nicht angemessen sind.",Llama70B,0,fixed
130,1900791d-17b5-4173-a6ea-441fe2188e4c,Das Personal war überhaupt nicht freundlich.,Llama70B,0,fixed
131,7cda1c61-4e10-4269-87d6-a38b46e37da7,"Nicht schlecht, aber nichts Besonderes.",Llama70B,0,fixed
132,4fcba167-3520-4409-a5ee-a166f618cb46,Auch die Atmosphäre ist sehr angenehm.,Llama70B,0,fixed
133,1af18616-8e0c-4c77-9cfe-c95acc7b0942,Die Pizza war gut.,Llama70B,0,fixed
134,0cc15a09-1a6d-4ff2-9652-1f4d61d0e5e5,Das Ambiente ist ein bisschen kühl und die Atmosphäre eher zurückhaltend.,Llama70B,0,fixed
135,17dcaa22-bfe7-4250-ad42-7fe7b5454288,Das Ambiente ist schlicht aber zweckmäßig.,Llama70B,0,fixed
136,2a0a6b5b-c218-4afa-83f0-d78f293f8385,"Ein guter Ort zum Entspannen, aber leider ein zu hoher Preis.",Llama70B,0,fixed
137,a1b06c65-6ff0-4094-8f75-06549cee9f97,Das Essen war sehr gut.,Llama70B,0,fixed
138,6198c2d4-c689-4168-8d26-fdb999643cf4,"Das Essen war nichts Besonderes, aber das Dessert war sehr lecker.",Llama70B,0,fixed
139,cf3ec310-e9c1-4357-9e20-0d45c6cef453,Wir kommen gerne wieder!,Llama70B,0,fixed
140,e3a957ad-eab1-417c-b9de-f99189e8e6d2,Leider schlechte Bedienung und sehr lange Wartezeiten.,Llama70B,0,fixed
141,dbc929a7-4ffa-4466-9b73-d3fbadabbf70,"Der Schweinebraten war sehr trocken, der Rinderroulade war völlig kalt.",Llama70B,0,fixed
142,c186d870-6b67-4aa3-ba5c-691efd04deea,"Am Anfang war der Service zwar freundlich, aber dann wurde er ziemlich schnell unfreundlich.",Llama70B,0,fixed
143,85cd3611-81ff-46c3-972d-4636d3da8dec,Auch das Essen war sehr gut.,Llama70B,0,fixed
144,0d1f87dd-27b7-4e98-a48a-3f96b4fd8070,Auch das Preis-Leistungsverhältnis ist akzeptabel.,Llama70B,0,fixed
145,dd38bb1e-d771-4801-987d-3220814bc085,Alles in allem ein sehr schönes Erlebnis.,Llama70B,0,fixed
146,0468352a-5eb8-43a0-a11f-dcf5163bb05f,"Ein Ambiente, das nicht gerade zu einem erneuten Besuch einlädt.",Llama70B,0,fixed
147,fd92ba33-46bf-4345-827f-ff0ba8393fd4,"Wir hatten für 2 Personen 30 Euro bezahlt, was unserem Meinung nach auch zu viel ist.",Llama70B,0,fixed
148,8d5d1c9d-45b0-479c-b893-e048fb68647e,Die Bedienung war sehr langsam und unfreundlich.,Llama70B,0,fixed
149,d4516928-8761-48de-ac7d-d196309307e5,"Das Personal war sehr freundlich, die Atmosphäre leicht schäbig aber gemütlich und das Servicepersonal sehr freundlich.",Llama70B,0,fixed
150,f91dbddb-07d7-4672-919d-fbf1964d9958,Zum Service: sehr freundlich und hilfsbereit.,Llama70B,0,fixed
151,f331dd9e-e22a-4e8d-a9f1-426ca8bb2975,"Auch das Preis-Leistungsverhältnis ist absolut stimmig, aber die Unterhaltung, die wir erwartet hatten, wurde nicht geboten.",Llama70B,0,fixed
152,610fb00e-e58b-4e91-a12d-105ce0e6f3ca,"Der Ambiente ist schön, aber das Essen ist nicht gut.",Llama70B,0,fixed
153,8ea31b13-b8b2-4a6c-81b3-2f16df0dfd8e,Das Ambiente ist gemütlich und das Personal sehr freundlich.,Llama70B,0,fixed
154,8979cbca-2a3d-4e26-94c1-860c3f660a5d,Leider war das Essen nicht sehr gut.,Llama70B,0,fixed
155,d36e4c72-172b-4f5f-8c61-66b05dc65927,"Schönes Essen und sehr netter, zuvorkommender Service.",Llama70B,0,fixed
156,2337b7ad-c1aa-47d5-a8f7-83c1b8ff4dfb,"Das Ambiente ist sehr schön, das Essen auch.",Llama70B,0,fixed
157,a46fb46d-80b9-411c-a355-bc08f05b9dfa,Das Personal war sehr freundlich und zuvorkommend.,Llama70B,0,fixed
158,07672932-6ef1-41c6-bc6f-bb88b7f1ca1c,Das Essen war sehr lecker und das Personal sehr freundlich.,Llama70B,0,fixed
159,12a01afe-07b5-439c-a71d-f36db038378e,"Wir hatten unsere Tische reserviert und das Personal war sehr nett, aber die Küche war nicht in Ordnung.",Llama70B,0,fixed
160,847a8c04-22a1-410a-a7ab-de55f3415967,"Der Preis passt sicher auch zu dem, was man bekommt.",Llama70B,1,fixed
161,7d813e2b-00c0-4ec5-a632-1b3f60727dbb,"Das Personal war freundlich, aber unentschlossen.",Llama70B,1,fixed
162,5788ce0e-f347-446e-a1d3-55a5d39f6e6e,Die Atmosphäre ist gut.,Llama70B,1,fixed
163,fa7e82ff-619b-44d5-aaec-f31a7f387f6c,Wir haben dann noch einmal das Essen bestellt.,Llama70B,1,fixed
164,696aecd9-8de1-4f01-9f9a-fb6bd8e351d6,Sehr schönes Lokal.,Llama70B,1,fixed
165,c4f41d2d-9b14-421b-b7e9-78a7befef6d1,"Trotzdem ist es ein netter Ort um sich zu erholen, aber leider war das Essen, was ich bestelle, nicht so gut und uninteressant.",Llama70B,1,fixed
166,e4747278-15d2-49a6-9337-30f993dac1ed,"Das Essen war sehr gut, aber die Bedienung war nicht so toll.",Llama70B,1,fixed
167,e47764a3-31c2-4c11-80d6-722c5fe3d08a,Die Bedienung war schnell und freundlich.,Llama70B,1,fixed
168,7161db8b-4eeb-4701-ba3e-52bd6b121000,Für die Atmosphäre und das Essen zu teuer.,Llama70B,1,fixed
169,55f6918f-65d1-4fcb-9ccc-d6daf7857e3c,Das Personal ist sehr unfreundlich und unhöflich.,Llama70B,1,fixed
170,8b88e50f-f933-47df-b029-2980c886d646,"Das Essen war lecker, aber nichts Besonderes.",Llama70B,1,fixed
171,f9be8f19-4935-4c49-9934-a43d15fe75da,"Ein sehr schönes Lokal, aber das Rauchen geht mir zu sehr auf die Nerven.",Llama70B,1,fixed
172,95362f12-11f0-472f-8cbe-e95b3d09824d,Die Bedienung war sehr freundlich und hilfsbereit.,Llama70B,1,fixed
173,dcd95e2d-8b41-43a1-9e05-438e965483f6,"Das Essen war sehr gut, nur das Preis-Leistungsverhältnis ist nicht gut.",Llama70B,1,fixed
174,5accf7a6-eb77-43ed-a017-688daaedeb46,Die Atmosphäre ist eher gemütlich.,Llama70B,1,fixed
175,24aefbf2-e493-4b21-a311-85676cf3bd3d,"Das Essen war sehr schnell serviert, aber der Service konnte mich nicht überzeugen.",Llama70B,1,fixed
176,526156f5-9a44-4768-909f-f657c6899d65,Die Pizza war nicht gut.,Llama70B,1,fixed
177,4ca4d25f-bbd7-4aad-b996-a19fba76c864,Wir waren sehr zufrieden mit der Preis-Leistung.,Llama70B,1,fixed
178,f58c02ad-0d71-4f94-a9c9-08ae5db82490,"Wir hatten ein Hähnchen mit Risotto, das war lecker.",Llama70B,1,fixed
179,518b33ba-95a2-4783-9010-7ed77d89c39d,"Das Essen war auch in Ordnung, aber die Preise sind auch nicht gerade niedrig.",Llama70B,1,fixed
180,0daa0e4f-c542-43e2-baa6-bcd7cb052b64,Auch die Preise sind sehr fair.,Llama70B,1,fixed
181,31dafc3e-6ffc-44a6-a397-bae4f22da9ee,Was für ein Schmarrn!,Llama70B,1,fixed
182,5bcd9d2a-7c0c-4312-b19d-92fc43c1d1dd,Es war alles in Ordnung.,Llama70B,1,fixed
183,b3546106-67bc-4886-bc49-9bf00721f051,Habe mir ein Sushi bestellt.,Llama70B,1,fixed
184,0e63f2f8-b8b4-43eb-869d-2ce0228f0531,"Ein Restaurant mit sehr guter Küche, freundlicher Bedienung und einer schönen Aussicht.",Llama70B,1,fixed
185,f4182a28-d0c3-4dd7-bcdc-a1282891e2ea,Der Kellner war unfreundlich und unhöflich.,Llama70B,1,fixed
186,46d2c376-d215-4d74-96e2-66713fecd002,Wir waren mit der Bedienung sehr zufrieden.,Llama70B,1,fixed
187,ab452efb-8d47-4da7-ae7b-e973d41bf11c,"Kaum Platz, laut und überteuert.",Llama70B,1,fixed
188,f22256b8-967e-43a3-b6dc-3c8d419913f9,Ein sehr schönes Restaurant mit sehr gutem Essen.,Llama70B,1,fixed
189,96415712-e3c2-4993-968a-02a1b679a589,"Ich war schon öfters hier und auch wenn der Preis nicht gerade billig ist, lohnt es sich.",Llama70B,1,fixed
190,18f97583-1ab7-473b-8eef-f965abda944e,Das war eine schöne Erfahrung!,Llama70B,1,fixed
191,d75d0feb-469a-4e8d-ade0-aa9d16514cbd,Die Hacksteak ist sehr gut.,Llama70B,1,fixed
192,f0642bb5-1952-4f83-87e8-81de343981d8,Die Preise waren angemessen.,Llama70B,1,fixed
193,c12199e3-c35d-453f-bcd9-864811b5dbbe,"Es gibt noch nicht mal ein Tischtuch auf den Tischen, was ich mir aber nicht negativ anrechnen möchte.",Llama70B,1,fixed
194,9654cc85-28fb-4f30-9604-5437228a11ca,Wir hatten wieder ein sehr schönes Ambiente.,Llama70B,1,fixed
195,e023e0e3-c385-40b5-bbd4-b6fe02b8ddea,"Halbe Bier für 3,50€, das ist ein gutes Preis Leistungsverhältnis.",Llama70B,1,fixed
196,a1f52913-f2a5-4b3b-997f-ebad08a09009,"Wir haben uns ein Menu bestellt und sind dann enttäuscht, weil es nicht gut war.",Llama70B,1,fixed
197,d347a4df-240a-47d8-8f40-be23406f0d27,Das Essen war sehr lecker und die Atmosphäre auch.,Llama70B,1,fixed
198,1d9f3fec-26ed-46f1-a4da-5fc052eb05d1,"Eine gemütliche Location, wo man sich wohlfühlt.",Llama70B,1,fixed
199,ebfd78bb-2d92-48cd-85c3-019577c74915,"Nur zu empfehlen, wenn man das Lokal in der Nähe von LOC nicht kennt.",Llama70B,1,fixed
200,04a439ee-f561-4bd1-b2af-3017387a9eab,Das Personal war sehr unfreundlich und das Essen war nicht gut.,Llama70B,1,fixed
201,ae2c2ac1-716f-4e42-8f42-a2a5f8b25d9e,"Das Essen war nicht gut, die Pizza war lecker.",Llama70B,1,fixed
202,44e8ea24-fb7e-40f5-8d63-c3081fa1b02e,Die Mitarbeiter sind sehr freundlich und hilfsbereit.,Llama70B,1,fixed
203,1214dd0c-2283-45e0-a1bf-b2de18969e99,"Tolle Location, aber leider nicht so tolles Essen.",Llama70B,1,fixed
