,id,text,model,split,few_shot_condtion
60,37b1c863-2453-46dd-b8ba-c0a0e32cffcb,Das Servicepersonal war sehr unfreundlich und langsam.,GPT-3,0,random
61,5656018e-e339-493a-9170-82ce6d177c67,"Das Essen war okay, aber der Preis war definitiv zu hoch.",GPT-3,0,random
62,8b4691bd-a768-4268-bfd8-7ae3cbd9611a,Der Service war sehr unfreundlich und langsam.,GPT-3,0,random
63,19154a27-1cc9-41b8-ad88-5004b537a476,"Das Personal war freundlich und hilfsbereit, aber die Wartezeiten waren etwas lang.",GPT-3,0,random
64,c5793b8f-2c6b-4851-986b-7a84cfd7fd24,Der Service war sehr unfreundlich und langsam.,GPT-3,0,random
65,91229ec5-2309-4594-81e6-7c5f188b09b2,Das Essen war köstlich.,GPT-3,0,random
66,be2fca46-f71a-4fe3-8aa5-e27cabeb3ba7,Das Personal war sehr unfreundlich und unprofessionell.,GPT-3,0,random
67,a51d3720-a4d4-45fc-a9cf-238f8472f4ef,Das Essen war köstlich.,GPT-3,0,random
68,a5e51ba6-73ef-4a12-b4f5-777a119a95c2,Die Atmosphäre war okay.,GPT-3,0,random
69,1c57c11f-3979-4d0c-94b0-b232a8cabdb5,Das Preis-Leistungs-Verhältnis ist hier definitiv nicht angemessen.,GPT-3,0,random
70,5f5d95fd-d6ae-4078-9b70-3e59945aa7ab,"Der Besuch war insgesamt gut, der Service war freundlich, aber das Essen war enttäuschend.",GPT-3,0,random
71,666e66bf-dad7-4aa7-b5d0-cf45f3310397,Das Ambiente war sehr enttäuschend.,GPT-3,0,random
72,992771c1-de94-4c43-927b-75d2a3f400eb,Der Service war sehr unfreundlich.,GPT-3,0,random
73,5b10d1d9-44fc-4f7c-9a52-8ce24a804e8b,Das Essen war köstlich.,GPT-3,0,random
74,abe21922-4609-4a94-a8e2-9da03b75eeca,"Das Personal war sehr freundlich und aufmerksam, aber das Gesamterlebnis war durchschnittlich.",GPT-3,0,random
75,8640e7e5-a4e5-4334-a532-b7e22608c601,Die Suppe war lauwarm und geschmacklos.,GPT-3,0,random
76,b6b5bb7e-5e8c-4501-adca-9229bddf25b8,Das Personal war unfreundlich und unprofessionell.,GPT-3,0,random
77,5f15248f-5644-4cb4-aa8f-06b24101b944,Das Preisniveau ist angemessen.,GPT-3,0,random
78,8a47139b-df3c-47f3-a8f6-50bc887eb6fd,Der Preis ist okay.,GPT-3,0,random
79,e3d5b416-caf6-4a15-9c4f-ab94298fc6f1,Der Service war in Ordnung.,GPT-3,0,random
80,87a811d7-2bb9-4187-a5c9-1c95bf555058,"Das Essen war zwar etwas teuer, aber insgesamt hatten wir einen positiven Eindruck vom Restaurant.",GPT-3,0,random
81,4138621c-161a-4246-a82f-8ae1d9a6a828,"Der Service war in Ordnung, aber insgesamt war der Eindruck neutral.",GPT-3,0,random
82,4bbde2da-a040-4ad2-993b-4ede3156853e,Ein wirklich tolles Restaurant mit einer großartigen Atmosphäre.,GPT-3,0,random
83,f70cd6f7-58b5-4512-a3b2-767efc065de7,Das Preis-Leistungsverhältnis ist angemessen.,GPT-3,0,random
84,1e763e29-6325-49f6-9865-a4220dc79b51,Es war okay.,GPT-3,0,random
85,8048e0ab-5d45-4976-8101-604b4b644c7a,Das Essen war in Ordnung.,GPT-3,0,random
86,5aacc803-3ef8-4685-be41-e913f2f11d5c,Das Essen war wirklich gut und das Preis-Leistungsverhältnis stimmt.,GPT-3,0,random
87,42bd13f4-a621-416e-a2d0-61f8180336d7,"Der Hauptgang war enttäuschend, aber das Dessert war köstlich.",GPT-3,0,random
88,52f20ee5-f802-4096-9500-626e646c5689,Das Essen war enttäuschend.,GPT-3,0,random
89,89a268c8-d1d2-46a9-8dea-5d8f88b8f4ed,Der Service war durchschnittlich.,GPT-3,0,random
90,44ec3f09-6ee2-45e1-be7d-ebd0b6a9b71f,Das Essen ist seinen Preis wert.,GPT-3,0,random
91,0dd19928-1459-40be-b73b-36c4f87317ae,"Das Restaurant war okay, aber das Ambiente hat uns nicht überzeugt.",GPT-3,0,random
92,02bff661-b0bd-49a5-93e4-1f60a28c2b00,Das Restaurant war insgesamt enttäuschend.,GPT-3,0,random
93,782152df-31e6-4b35-a4e6-1082cc0685e6,Das Ambiente ist sehr angenehm.,GPT-3,0,random
94,7dfe2d23-d52a-44d6-8043-438421fbc2ae,Die Atmosphäre war sehr angenehm.,GPT-3,0,random
95,1274ace1-2b16-487b-8bf6-a5c2c0ee2752,Die Pizza war sehr lecker.,GPT-3,0,random
96,49ae75fd-1a2b-499a-bbd8-6d2375fc4cf1,Das Essen war schlecht und die Atmosphäre war auch nicht angenehm.,GPT-3,0,random
97,dcdda690-9429-4827-9394-41d06bdfe57e,Das Essen war sehr lecker.,GPT-3,0,random
98,03591040-c588-429d-b37b-f8768ff80e9a,Das Restaurant hatte eine durchschnittliche Atmosphäre.,GPT-3,0,random
99,2b4583fa-f19f-4301-812f-56242e3aa86b,Die Hauptgerichte waren leider enttäuschend.,GPT-3,0,random
100,9d16358b-1b95-4a0d-a4ab-464d877847a0,"Für das, was man bekommt, ist der Preis definitiv zu hoch.",GPT-3,0,random
101,ca727cba-ac20-4d01-80cf-4184d67b959c,Das Personal war sehr unfreundlich.,GPT-3,0,random
102,a9c6aaa9-d4f4-4150-8bcc-18bdfc363197,Die Preise sind angemessen.,GPT-3,0,random
103,4f63e853-7cc9-4424-8a13-54b865a075dd,Das Ambiente war enttäuschend.,GPT-3,0,random
104,28a40d49-02c2-4847-b2ce-4ae116bce2d9,"Das Ambiente war enttäuschend, aber das Essen war gut und insgesamt war der Eindruck neutral.",GPT-3,0,random
105,879484b9-c768-45bc-968c-e85fb9a3b80a,Das Preisniveau ist angemessen.,GPT-3,0,random
106,8ac5005c-f42c-4c47-af07-89f67e5abfd3,Das Essen ist viel zu teuer.,GPT-3,0,random
107,41bdafaf-e365-4812-99b4-55ae2df67453,Das Essen ist wirklich gut und die Preise sind angemessen.,GPT-3,0,random
108,5f6aab43-5914-4a18-a3aa-3bd26a85c44d,Leider war der Gesamteindruck des Restaurants negativ.,GPT-3,0,random
109,eae98653-545f-4c08-b9ec-0fd376fe0f83,"Die Preise für die Getränke sind angemessen, aber die Preise für das Essen sind zu hoch.",GPT-3,0,random
110,7929b31e-282a-4b56-ab8f-45833ecac551,Das Service war sehr unfreundlich und langsam.,GPT-3,0,random
111,77fd6235-26f1-4f95-ab32-79e8be6cb526,Das Restaurant war okay.,GPT-3,0,random
112,e2fc6433-4393-4d7d-8fce-543de04361ef,"Das Restaurant war okay, aber der Service war wirklich schlecht.",GPT-3,0,random
113,52d1de5f-cdb8-4973-922b-f40afcd90d1f,"Das Ambiente war enttäuschend, der Service war in Ordnung, insgesamt war der Eindruck neutral und das Essen war durchschnittlich.",GPT-3,0,random
114,f565cb2d-729f-406b-b021-0d61adc26726,Der Service war sehr aufmerksam und freundlich.,GPT-3,0,random
115,5fb77ede-c3e4-46c2-9349-b64fdb1f8eb0,"Das Essen war okay, aber insgesamt war der Besuch nicht besonders beeindruckend.",GPT-3,0,random
116,bd73a5fd-51d5-48d3-9379-379cd44414af,Das Personal war sehr freundlich und aufmerksam.,GPT-3,0,random
117,7409156e-0869-434a-9a48-af5f942295eb,Das Essen war enttäuschend und insgesamt hatte ich einen negativen Eindruck vom Restaurant.,GPT-3,0,random
118,244030b6-b322-47da-96cd-03ffe090ebe5,Das Essen war okay.,GPT-3,0,random
119,51bb8cb3-a81d-4292-975b-644dda9d35a6,"Der Service war in Ordnung, aber die Preise waren angemessen.",GPT-3,0,random
120,28f16744-7c88-4f28-b803-d9f4bf2064f3,Das Restaurant hat uns positiv überrascht.,GPT-3,0,random
121,3e2f56e9-7bb8-4e20-994a-c0e61e0f261f,Das Ambiente war okay.,GPT-3,0,random
122,4eb0f361-c5fc-4b60-8806-70cb187595c6,Das Restaurant ist sehr laut und ungemütlich.,GPT-3,0,random
123,1172878a-d711-4572-9acb-c9ad58f64060,"Das Essen war okay, nichts Besonderes.",GPT-3,0,random
124,03d759be-f0e9-4a57-99e0-b5a3048d9b63,Das Essen war leider nicht gut.,GPT-3,0,random
125,9ea57cca-f6e7-4106-8b83-703970506438,Die Preise sind durchschnittlich.,GPT-3,0,random
126,edbbb5d4-69e9-48f1-b7c9-3f9632f77b46,"Das Personal war sehr freundlich, aber die Atmosphäre war nicht besonders gemütlich.",GPT-3,0,random
127,c0afa4e4-708c-4382-aba2-43d5856e94f8,"Das Restaurant hat eine durchschnittliche Atmosphäre und der Service ist auch in Ordnung, aber insgesamt habe ich einen positiven Eindruck davon.",GPT-3,0,random
128,2992e137-490a-4940-b10b-f8fb815a6fd2,Der Service war in Ordnung.,GPT-3,0,random
129,b8dff2d9-3277-4b3a-a668-30de10dbba40,Der Service war sehr aufmerksam und zuvorkommend.,GPT-3,0,random
130,3b83a262-f869-4f1f-ad77-e7dfbc611930,"Das Ambiente ist sehr schön, aber der Service und die Preise sind nicht zufriedenstellend.",GPT-3,0,random
131,e0393346-737a-4a12-98ce-03a510806d86,"Das Essen war zwar gut, aber etwas teuer.",GPT-3,0,random
132,6b9f5e88-c8b5-42e8-92ba-870d096f586e,"Der Service war enttäuschend, das Essen war durchschnittlich, die Preise waren zu hoch, das Ambiente war nicht ansprechend, aber das Essen war trotzdem gut.",GPT-3,0,random
133,bd7a152b-1357-49cb-b33c-70f93603efc0,"Das Essen ist zwar gut, aber die Preise sind etwas hoch.",GPT-3,0,random
134,daeb4d6d-b455-4280-ada2-fa20f2307eac,Das Preis-Leistungs-Verhältnis und das Ambiente sind durchschnittlich.,GPT-3,0,random
135,6db62b2e-e16b-4968-a5ea-6f8d7efcfadf,"Das Essen war zwar sehr gut, aber der Preis ist etwas hoch.",GPT-3,0,random
136,d9824949-8db3-4550-975d-ccb8a1786425,Die Preise sind viel zu hoch für das Gebotene.,GPT-3,0,random
137,1c6d22ec-69ef-4dd4-b007-66e9d8e1b0af,Das Restaurant war enttäuschend.,GPT-3,0,random
138,fb56ec62-8b68-4b6e-b79c-8191ec05e7f3,"Das Essen ist zwar gut, aber die Preise sind zu hoch.",GPT-3,0,random
139,5b2cdb58-2d04-460a-b371-dd7d896c28ea,Das Essen war nicht gut und das Ambiente war auch nichts Besonderes.,GPT-3,0,random
140,98516b32-dbf4-4d5c-b674-1ce623a6a17c,Die Preise sind angemessen.,GPT-3,0,random
141,f948c1f0-da4c-4e18-b95d-cb4a282313f6,Das Service war enttäuschend und das Personal unfreundlich.,GPT-3,0,random
142,63a1ac17-01e0-4d3e-9b01-037a48d2bb38,Der Service war sehr freundlich und das Essen war köstlich.,GPT-3,0,random
143,af1579ef-73d3-412d-89ec-5f46ab9f7a9a,"Die Preise waren angemessen, aber insgesamt war der Eindruck enttäuschend.",GPT-3,0,random
144,0af6654d-01e6-4f20-af8c-ca32fb4636b9,Das Ambiente war okay.,GPT-3,0,random
145,c46bf622-b31c-42d0-9069-77c6e8792278,"Das Ambiente war schön, der Service war in Ordnung und das Essen war okay.",GPT-3,0,random
146,9571b424-4732-4fb2-99c3-5883909b4104,Das Personal war sehr unfreundlich und unprofessionell.,GPT-3,0,random
147,64bc6037-4ce2-4d89-86a2-03b4d1c99a07,Die Preise sind meiner Meinung nach viel zu hoch und stehen in keinem Verhältnis zur Qualität des Essens.,GPT-3,0,random
148,0d657d7c-48fa-400b-92e7-5dbcb93b5f70,"Das Essen war in Ordnung, aber der Preis war etwas hoch.",GPT-3,0,random
149,fcc7b7cd-2a65-49b5-a8e0-f267779ad69d,Der Service war in Ordnung und das Essen war auch okay.,GPT-3,0,random
150,c554ef33-0caf-49fb-8a8f-b6144137e44f,Die Preise sind viel zu hoch.,GPT-3,0,random
151,3ec463b5-1be1-40f0-b16c-76ba27a8c080,Das Personal war sehr unfreundlich und unprofessionell.,GPT-3,0,random
152,f6a166bf-faf5-4151-84af-15f2c246091d,Das Essen ist seinen Preis wert.,GPT-3,0,random
153,cba9a81d-13eb-4d67-86c7-71c4ec7c3030,Das Restaurant hat einen sehr guten Eindruck hinterlassen.,GPT-3,0,random
154,43637548-4f1a-4a75-8d6c-30a59abca6f9,"Das Essen war sehr lecker, aber die Preise sind etwas zu hoch.",GPT-3,0,random
155,f1076a48-b4fb-4ec1-93de-f0ad354ac21b,Der Service war ausgezeichnet.,GPT-3,0,random
156,d55f1668-3af5-4bbd-8c41-199668a9f72a,"Der Preis ist zu hoch, aber der Service war gut, obwohl es auch einige negative Erfahrungen gab.",GPT-3,0,random
157,f72dd724-6bd2-44ca-b372-b6ebc9417a87,Das Restaurant hat eine durchschnittliche bis positive Gesamteindruck.,GPT-3,0,random
158,e636ec28-46a2-43b9-b077-12fe909a9e33,"Das Essen war sehr gut, der Service war in Ordnung.",GPT-3,0,random
159,f6f129b4-aa6d-4e72-8110-540d33ddd8ba,Das Preisniveau ist angemessen.,GPT-3,0,random
160,3d7cb167-a52a-4b43-b4de-8db1cc17c7c3,Der Service war in Ordnung.,GPT-3,1,random
161,359ec2d6-d850-45dc-a6ee-f1bdc886c176,"Die Atmosphäre war enttäuschend, aber insgesamt war der Besuch positiv.",GPT-3,1,random
162,a71241b6-0905-45a9-9086-7e9f6dcd6ebb,"Der Gesamteindruck des Restaurants war in Ordnung, das Essen jedoch sehr gut.",GPT-3,1,random
163,c67dd7a5-855b-49ca-8af8-3c215d1b71dc,Die Preise waren angemessen für die gebotene Qualität.,GPT-3,1,random
164,a40086c8-92ad-4b08-805b-861451d3a80e,"Die Rechnung war viel zu hoch für das, was wir bekommen haben.",GPT-3,1,random
165,57dd0e10-ad76-48fa-8414-b3262e50de0e,Der Geschmack des Hauptgerichts war enttäuschend.,GPT-3,1,random
166,afe03d60-4509-4682-9757-fadea8289379,Die Atmosphäre war sehr angenehm.,GPT-3,1,random
167,2492d037-70fa-4fbd-ad58-010afe03c70d,Der Service war in Ordnung.,GPT-3,1,random
168,9b769204-eb04-4315-b89e-326045a343e9,Die Preise sind viel zu teuer für die Qualität des Essens.,GPT-3,1,random
169,bf73a074-ad12-4975-b212-9779428711d8,Das Essen war köstlich.,GPT-3,1,random
170,18ed6c91-339c-4d03-8eef-8106d01ead52,Das Restaurant hat mich enttäuscht.,GPT-3,1,random
171,8b265dfa-a676-41cb-a081-6a3ed903c073,Der Preis ist angemessen.,GPT-3,1,random
172,6e8b9cd4-92d7-43ec-ab6c-4f66346a6f0f,Der Service war durchschnittlich.,GPT-3,1,random
173,953f5567-cd68-43d9-bc7e-257b34cffdc8,Das Ambiente war okay.,GPT-3,1,random
174,9254ae43-0b62-4af1-a74a-8058920196ca,Der Service war leider sehr unfreundlich und inkompetent.,GPT-3,1,random
175,427774d0-b019-42d3-b37e-f630a575162e,"Das Essen war zwar gut, aber die Preise waren viel zu hoch.",GPT-3,1,random
176,f8cd8c7d-e0ac-44c4-a594-098a71892114,Das Essen war köstlich.,GPT-3,1,random
177,9474a2a1-cd6b-482b-86ff-7f0b987ce31b,Die Preise sind angemessen.,GPT-3,1,random
178,7beee2e6-2b01-43a8-abfd-72c30161c3f0,"Der Service war okay, aber insgesamt war der Eindruck des Ambientes nicht besonders.",GPT-3,1,random
179,622eefd0-22cd-4232-8842-79530803d9e4,Die Atmosphäre im Restaurant war sehr angenehm.,GPT-3,1,random
180,f1f6989b-3b1c-4f15-87b3-0dcdc62300d8,Die Bedienung war sehr unfreundlich.,GPT-3,1,random
181,7b374244-7189-4b9b-bdd1-80d976fbe6aa,Es war okay.,GPT-3,1,random
182,36ede483-ab74-438b-a991-c6aceed5450f,Das Restaurant hat eine wunderschöne Atmosphäre und wir waren sehr zufrieden.,GPT-3,1,random
183,c8970c33-d6a8-4665-b9d0-5c0f7011819b,Das Restaurant hat uns sehr gut gefallen.,GPT-3,1,random
184,aa41d40b-f1ee-4871-8b2a-9be7e9c5fe66,Das Restaurant hat eine durchschnittliche Atmosphäre.,GPT-3,1,random
185,c3d8df19-2487-4b9b-91bc-5b2da35badbc,Die Atmosphäre war sehr angenehm.,GPT-3,1,random
186,4e3fcec7-4482-469d-bc0c-4d022fe1e486,Das Restaurant war sehr laut und ungemütlich.,GPT-3,1,random
187,9f64f2e6-5528-403b-a872-b2f2659d4cd2,Die Preise sind fair und angemessen.,GPT-3,1,random
188,dc3f8ee9-54a1-4902-bda4-f3fa751b5d26,"Das Essen war in Ordnung, aber der Dessert war wirklich köstlich.",GPT-3,1,random
189,7c0a795e-2e54-4edf-a2b0-97d6a26c5f1b,Die Speisen waren köstlich und das gesamte Erlebnis im Restaurant war sehr angenehm.,GPT-3,1,random
190,713a9c5d-90df-4cbe-9ea1-abe50b27b806,Das Essen war in Ordnung.,GPT-3,1,random
191,633edf55-c676-4135-bc21-478fe0ec8849,Ich war von dem Restaurant insgesamt enttäuscht.,GPT-3,1,random
192,b44e79b8-5a68-4955-97af-06866b3b71fe,Die Atmosphäre war in Ordnung.,GPT-3,1,random
193,f3ef46e7-2cf3-4636-9ac8-6b55ecc33c1a,"Das Restaurant war insgesamt enttäuschend, der Service war durchschnittlich, das Essen war schlecht, das Ambiente war nicht angenehm, aber der Service war freundlich.",GPT-3,1,random
194,b7613197-46ea-4134-808d-efa84848b9ec,Das Restaurant bietet eine durchschnittliche Atmosphäre und das Essen ist okay.,GPT-3,1,random
195,295dbad7-ffd7-4031-b8ad-9e196de1ece4,"Das Preis-Leistungs-Verhältnis stimmt hier überhaupt nicht, obwohl das Essen wirklich gut ist.",GPT-3,1,random
196,0bcb85b1-bfa1-46a3-8c1a-576e16915fe1,Die Atmosphäre ist sehr angenehm.,GPT-3,1,random
197,e9ac9742-a3aa-4821-bd3a-e2d87ce51da0,Das Essen war wirklich köstlich.,GPT-3,1,random
198,6d731d8d-7156-448c-8fa4-f907325226f0,Die Atmosphäre war sehr angenehm.,GPT-3,1,random
199,48d270bd-4926-458a-a475-440e041078f8,"Das Essen war okay, aber nichts Besonderes.",GPT-3,1,random
200,c23b17b7-e058-4c87-b5f1-d8914b673c2c,"Das Essen ist zwar etwas teurer als sonst beim LOC, aber auch um mindestens 2 Klassen besser.",GPT-3,1,random
201,718d6bca-ac1b-4e48-ac9a-8bdcfa3b0e09,"Es war okay, aber nichts Besonderes.",GPT-3,1,random
202,d99c04ab-67be-4edf-9479-f74305c44e52,"Das Ambiente ist sehr angenehm, das Essen schmeckt gut, aber insgesamt bin ich nicht ganz überzeugt.",GPT-3,1,random
203,2aa62fc6-b00e-4c82-9a20-1322fe8bd3c7,Die Preise waren angemessen.,GPT-3,1,random
204,2af86dee-d20b-45ee-a28d-af5c88b9f40c,Der Service war in Ordnung.,GPT-3,1,random
205,699f8a28-ea6a-404a-af6d-b2a9b01be6cd,Das Restaurant hat ein angenehmes Ambiente und die Preise sind fair.,GPT-3,1,random
206,dfa9cc25-311b-4369-b9df-d409bbd2da9d,Hier war ich wirklich enttäuscht.,GPT-3,1,random
207,635e2282-fef3-4f35-82b7-bdf277be9003,Das Essen war leider nicht genießbar.,GPT-3,1,random
208,eabb4668-adcb-4c00-88b1-28ab4d0d9112,Die Preise sind viel zu hoch für die gebotene Qualität.,GPT-3,1,random
209,e6d41645-789c-42eb-8ce0-25af8ad1a037,Das Ambiente war weder besonders schön noch besonders schlecht.,GPT-3,1,random
210,5beea5ee-159b-43af-8cf3-1ef96484c549,Das Essen war leider nicht genießbar.,GPT-3,1,random
211,16286785-92e7-4679-919b-a4fd3d984da6,Es war ein sehr angenehmer Abend.,GPT-3,1,random
212,a8f7e6d5-9b3d-49ff-b74a-d1b2c8e15d25,Die Musik war viel zu laut und hat die Atmosphäre zerstört.,GPT-3,1,random
213,b7813fa6-1b28-4a0e-b25c-57eee4729f6c,Das Personal war sehr freundlich und zuvorkommend.,GPT-3,1,random
214,9c24ecd6-1c93-4da6-bdb6-f3648dc8db29,Das Essen war köstlich.,GPT-3,1,random
215,f4da3fcf-f69a-493d-baac-37944b10d0a8,Die Preise sind angemessen.,GPT-3,1,random
216,eb7908b4-78ef-4c50-82a3-665a8c3c2c40,Das Essen war leider nicht gut.,GPT-3,1,random
217,757fcac6-18f0-48ee-a15a-a7071a3b33ab,"Das Preis-Leistungs-Verhältnis ist angemessen, aber der Gesamteindruck ist eher durchschnittlich und der Service lässt zu wünschen übrig.",GPT-3,1,random
218,b7434909-c852-4fb5-a75d-b34670059fce,Die Preise sind viel zu hoch.,GPT-3,1,random
