"Unnamed: 0","agreement","annotation_id","annotator","aspect_available_without_judgement","created_at","few_shot_condtion","id","label-explicit","label-implicit","lead_time","model","split","text","two_or_more_sentences","updated_at"
10,100.0,36690842,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:42:44.882200Z","random","503cbc5b-7e50-4a85-a8f9-289fb5ef0dba","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]},{""end"":38,""text"":""Kartoffeln"",""start"":28,""labels"":[""FOOD-POSITIVE""]},{""end"":68,""text"":""Bedienung"",""start"":59,""labels"":[""SERVICE-POSITIVE""]}]","",21.126,"Llama3_70B",0,"Das Restaurant ist gut, die Kartoffeln sind lecker und die Bedienung ist freundlich.","","2024-05-12T14:42:44.882219Z"
11,100.0,36690847,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:42:55.386089Z","random","178f700a-27f2-4f28-9068-83311952eab3","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","",9.556,"Llama3_70B",0,"Das Essen war nicht schlecht, aber auch nicht gut.","","2024-05-12T14:42:55.386107Z"
12,100.0,36690850,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:43:04.003312Z","random","9ef49e91-4ec0-4dd0-9053-1f4e13f734c7","[{""end"":28,""text"":""Preisleistungsverhältnis"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",7.791,"Llama3_70B",0,"Das Preisleistungsverhältnis war in diesem Fall extrem schlecht.","","2024-05-12T14:43:04.003330Z"
13,100.0,36690862,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:43:19.133301Z","random","d86662a7-c3b0-4d77-b6e4-d1f42c18e58f","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",14.135,"Llama3_70B",0,"Das Essen ist sehr gut und preislich fair.","","2024-05-12T14:43:19.133323Z"
14,100.0,36690877,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:44:01.212534Z","random","bba94435-6edf-4942-a6d7-77102fd6a550","[{""end"":9,""text"":""Pizza"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",40.884,"Llama3_70B",0,"Die Pizza war sehr dünn und knusprig, aber der Belag war zu wenig.","","2024-05-12T14:44:01.212553Z"
15,100.0,36690880,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:44:11.415705Z","random","aca3fc72-7407-4c6c-835e-1c74c2ffb090","[{""end"":11,""text"":""Speisen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",9.408,"Llama3_70B",0,"Die Speisen sind eine Augenweide und schmecken auch entsprechend.","","2024-05-12T14:44:11.415721Z"
16,100.0,36690886,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:44:26.432408Z","random","309ad060-281b-4969-9f62-7cb879f405e2","[{""end"":75,""text"":""Ambiente"",""start"":67,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",14.13,"Llama3_70B",0,"Die Preise sind für ein Restaurant in dieser Gegend und mit diesem Ambiente angemessen.","","2024-05-12T14:44:26.432428Z"
17,100.0,36690890,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:44:33.109215Z","random","a713553f-3323-4950-8d3a-78bda23d79ff","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",5.911,"Llama3_70B",0,"Der Service war OK.","","2024-05-12T14:44:33.109239Z"
18,100.0,36690893,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:44:44.218667Z","random","d36de4bb-6ad6-4591-ada0-fdf88dafb8a1","[{""end"":25,""text"":""Essen"",""start"":20,""labels"":[""FOOD-NEUTRAL""]}]","",10.218,"Llama3_70B",0,"Unser Eindruck: Das Essen war nicht schlecht, aber auch nichts besonderes.","","2024-05-12T14:44:44.218688Z"
19,100.0,36690897,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:45:03.266011Z","random","ca347848-d0c9-4530-866a-4e60dd241d4a","[{""end"":14,""text"":""Biergarten"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":45,""text"":""Service"",""start"":38,""labels"":[""SERVICE-POSITIVE""]}]","",18.062,"Llama3_70B",0,"Der Biergarten ist sehr schön und der Service war freundlich.","","2024-05-12T14:45:03.266030Z"
20,100.0,36690899,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:45:10.277027Z","random","26f94a77-ac2b-445a-b0fa-1919982ee236","[{""end"":42,""text"":""LOC"",""start"":39,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]","",5.915,"Llama3_70B",0,"Alles in allem ein gelungener Abend im LOC.","","2024-05-12T14:45:10.277043Z"
21,100.0,36690926,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:46:25.342447Z","random","613aede4-ed6d-4f92-a6fe-16a1f6e124c3","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",74.172,"Llama3_70B",0,"Ein Ambiente, in dem man sich wohlfühlt.","","2024-05-12T14:46:25.342469Z"
22,100.0,36690929,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:46:39.204880Z","random","e0594873-e083-40c7-9120-de2bfc7df74b","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":47,""text"":""Speisen"",""start"":40,""labels"":[""FOOD-NEGATIVE""]}]","",12.974,"Llama3_70B",0,"Die Atmosphäre ist eher unangenehm, die Speisen sind nicht schmackhaft.","","2024-05-12T14:46:39.204900Z"
23,100.0,36690933,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:47:00.668993Z","random","f397df1d-7619-4d1a-9429-d48ccec62de2","[{""end"":14,""text"":""Cappuccino"",""start"":4,""labels"":[""FOOD-NEGATIVE""]},{""end"":55,""text"":""Cappucino"",""start"":46,""labels"":[""FOOD-NEGATIVE""]}]","",20.634,"Llama3_70B",0,"Der Cappuccino schmeckte unterirdisch und der Cappucino ebenfalls.","","2024-05-12T14:47:00.669010Z"
24,100.0,36690934,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:47:05.894944Z","random","44167e8d-f49a-46cf-8232-549559c77553","[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",4.416,"Llama3_70B",0,"Die Bedienung war sehr freundlich.","","2024-05-12T14:47:05.894960Z"
25,100.0,36690949,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:48:28.814516Z","random","e79596f4-9dbf-4c0f-82cb-2e1bafd4d14e","[{""end"":26,""text"":""Bedienung"",""start"":17,""labels"":[""SERVICE-POSITIVE""]},{""end"":56,""text"":""ist nicht"",""start"":47,""labels"":[""FOOD-NEGATIVE""]}]","[{""end"":56,""text"":""ist nicht"",""start"":47,""labels"":[""FOOD-NEGATIVE-no-phrase""]}]",82.112,"Llama3_70B",0,"Sehr freundliche Bedienung, aber der Geschmack ist nicht so gut.","","2024-05-12T14:48:28.814535Z"
26,100.0,36690952,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:48:55.488461Z","random","92a7a311-6083-44bf-8e21-f5179c61efd2","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]},{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",25.784,"Llama3_70B",0,"Das Essen ist nicht so gut, wie es sein Preis vorgibt. ","","2024-05-12T14:48:55.488479Z"
27,100.0,36690957,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:49:12.483628Z","random","c4420cb8-3386-4faf-a387-be2563c086e1","[{""end"":19,""text"":""Bier"",""start"":15,""labels"":[""PRICE-NEGATIVE""]},{""end"":51,""text"":""Bedienung"",""start"":42,""labels"":[""SERVICE-NEGATIVE""]}]","",16.131,"Llama3_70B",0,"Leider ist das Bier hier zu teuer und die Bedienung nicht immer freundlich.","","2024-05-12T14:49:12.483661Z"
28,100.0,36690959,"nils-constantin.hellwig@stud.uni-regensburg.de","An aspect is addressed in the text without an explicit mention by the author","2024-05-12T14:49:19.784478Z","random","59dd4dd6-4ff3-4c54-8f24-56c1881a84f9","","",6.468,"Llama3_70B",0,"Wir wurden auf die Wartezeit hingewiesen. ","","2024-05-12T14:49:19.784494Z"
29,100.0,36690966,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:49:50.866131Z","random","91e28e7c-f0bb-4c77-b228-137dfdd06927","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":46,""text"":""Musik"",""start"":41,""labels"":[""AMBIENCE-NEGATIVE""]}]","",30.187,"Llama3_70B",0,"Die Atmosphäre ist sehr ungemütlich, die Musik zu laut und nicht passend. ","","2024-05-12T14:49:50.866150Z"
30,100.0,36690973,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:50:16.221453Z","random","08262a28-275e-4e4b-a492-f0fc6a03c878","[{""end"":47,""text"":""Preise"",""start"":41,""labels"":[""PRICE-POSITIVE""]}]","",24.501,"Llama3_70B",0,"Der Lokal ist nicht sehr gross, aber die Preise sind für ein Restaurant in der City sehr gut.","","2024-05-12T14:50:16.221473Z"
31,100.0,36690976,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:50:26.325176Z","random","212a620e-cc9b-45a4-9433-8bb27398487e","[{""end"":29,""text"":""Preis-Leistungsverhältnis"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",9.11,"Llama3_70B",0,"Das Preis-Leistungsverhältnis ist sehr gut. ","","2024-05-12T14:50:26.325196Z"
32,100.0,36690981,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:50:52.734738Z","random","985e1c4f-7f45-4481-8afa-3c38e5d4b52c","[{""end"":30,""text"":""Preis-Leistungs-Verhältnis"",""start"":4,""labels"":[""PRICE-NEUTRAL""]},{""end"":62,""text"":""Atmosphäre"",""start"":52,""labels"":[""AMBIENCE-NEGATIVE""]}]","",25.567,"Llama3_70B",0,"Das Preis-Leistungs-Verhältnis war eher mässig, die Atmosphäre ungemütlich.","","2024-05-12T14:50:52.734758Z"
33,100.0,36690984,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:51:17.668419Z","random","a10c8fcf-9904-4720-90bf-22abd0fb1030","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]","",24.165,"Llama3_70B",0,"Ein Restaurant, das ich jedem empfehlen kann!","","2024-05-12T14:51:17.668438Z"
34,100.0,36690986,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:51:23.974978Z","random","60f89ab0-0452-4f30-a99f-2f678b8ab859","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",5.433,"Llama3_70B",0,"Das Essen war leider enttäuschend.","","2024-05-12T14:51:23.975011Z"
35,100.0,36690989,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:51:29.467448Z","random","e0d37b66-91af-4030-962d-3c7b03bd9f16","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",4.687,"Llama3_70B",0,"Das Restaurant ist nicht empfehlenswert.","","2024-05-12T14:51:29.467465Z"
36,100.0,36690994,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:51:40.118278Z","random","a7f31851-5053-4b4b-b661-5c4f762a233d","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":44,""text"":""Restaurant"",""start"":34,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",9.78,"Llama3_70B",0,"Die Atmosphäre ist nett, aber das Restaurant passt nicht in die LOC.","","2024-05-12T14:51:40.118300Z"
37,100.0,36690996,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:51:49.803255Z","random","885b5553-e6ea-4860-b311-9a8d2e59261f","[{""end"":9,""text"":""Preis"",""start"":4,""labels"":[""PRICE-NEUTRAL""]}]","",8.72,"Llama3_70B",0,"Der Preis ist für LOC normal.","","2024-05-12T14:51:49.803272Z"
38,100.0,36690997,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:51:57.086480Z","random","c7761158-d0a5-4001-9fbc-ad0d0c0e33cc","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",6.397,"Llama3_70B",0,"Die Preise sind zu hoch.","","2024-05-12T14:51:57.086498Z"
39,100.0,36691009,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:52:37.643544Z","random","73c58ba2-b01a-403d-ac20-2bb7640e0847","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":41,""text"":""Preise"",""start"":35,""labels"":[""PRICE-NEGATIVE""]},{""end"":72,""text"":""Essen"",""start"":67,""labels"":[""FOOD-NEGATIVE""]}]","",39.73,"Llama3_70B",0,"Die Atmosphäre war sehr schön, die Preise aber übertrieben und das Essen nicht besonders gut.","","2024-05-12T14:52:37.643567Z"
40,100.0,36691013,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:52:48.096101Z","random","34607f1b-0a83-4028-a29e-f47932fbc8cd","[{""end"":11,""text"":""Speisen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",9.631,"Llama3_70B",0,"Die Speisen, die wir bestellt hatten, waren sehr enttäuschend.","","2024-05-12T14:52:48.096117Z"
41,100.0,36691017,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:52:56.952555Z","random","59966c23-0451-4c7d-b9a7-86e45a48ce4b","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",8.101,"Llama3_70B",0,"Das Ambiente war sehr schön.","","2024-05-12T14:52:56.952574Z"
42,100.0,36691020,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:53:05.132209Z","random","6b540d37-2e71-4cf1-9883-5e5b978184aa","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",7.396,"Llama3_70B",0,"Das Ambiente ist eher schlicht, aber das muss ja nicht sein.","","2024-05-12T14:53:05.132226Z"
43,100.0,36691024,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:53:14.737110Z","random","f0ccdfa0-3c5a-4e78-8b44-3f43c93a206c","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEUTRAL""]},{""end"":31,""text"":""Essen"",""start"":26,""labels"":[""FOOD-NEUTRAL""]}]","",8.754,"Llama3_70B",0,"Die Preise sind okay, das Essen ist okay.","","2024-05-12T14:53:14.737130Z"
44,100.0,36691032,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:53:40.203209Z","random","791d1b5a-ab62-43c0-b634-1ae3e697f809","[{""end"":50,""text"":""Speisen"",""start"":43,""labels"":[""FOOD-NEGATIVE""]}]","",24.627,"Llama3_70B",0,"Ich habe das Gefühl, dass die Qualität der Speisen in den letzten Jahren etwas nachgelassen hat.","","2024-05-12T14:53:40.203234Z"
45,100.0,36691058,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:54:52.997573Z","random","881f66d6-8820-44d1-a4a5-64ea8abdc410","[{""end"":13,""text"":""Lokalität"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]},{""end"":13,""text"":""Lokalität"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",71.944,"Llama3_70B",0,"Die Lokalität ist sehr schön und gemütlich eingerichtet.","","2024-05-12T14:54:52.997589Z"
46,100.0,36691066,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:55:25.556939Z","random","d0a6b0f7-d1b4-4baf-8428-dfb5f66e15b0","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",31.61,"Llama3_70B",0,"Das Restaurant hat eine gute Lage.","","2024-05-12T14:55:25.556964Z"
47,100.0,36691068,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:55:36.683026Z","random","332b4141-2af7-46e5-97ab-fe05ca950e5d","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",10.268,"Llama3_70B",0,"Die Atmosphäre war sehr angenehm.","","2024-05-12T14:55:36.683047Z"
48,100.0,36691070,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:56:00.853464Z","random","146a0c33-b4a4-494a-96e2-0edf820014ed","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]},{""end"":38,""text"":""Personal"",""start"":30,""labels"":[""SERVICE-POSITIVE""]},{""end"":90,""text"":""Preis"",""start"":85,""labels"":[""PRICE-NEGATIVE""]}]","",23.284,"Llama3_70B",0,"Das Restaurant ist super, das Personal ist sehr freundlich und hilfsbereit, aber der Preis für die Qualität ist viel zu hoch.","","2024-05-12T14:56:00.853482Z"
49,100.0,36691078,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:56:14.268579Z","random","7f6e9d88-6e72-4f42-84f8-2e4ef21e5e43","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":33,""text"":""Atmosphäre"",""start"":23,""labels"":[""AMBIENCE-POSITIVE""]}]","",12.601,"Llama3_70B",0,"Das Essen ist gut, die Atmosphäre gemütlich.","","2024-05-12T14:56:14.268595Z"
50,100.0,36690728,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:38:29.995808Z","random","abe3f6db-1ae6-4655-b966-a754face1780","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",3.48,"Llama3_70B",0,"Das Essen war sehr gut.","","2024-05-12T14:38:29.995823Z"
51,100.0,36691089,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:56:45.906305Z","random","8210d85a-0148-47a9-8190-90699eb76e1c","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]},{""end"":49,""text"":""Ambiente"",""start"":41,""labels"":[""AMBIENCE-POSITIVE""]}]","",30.77,"Llama3_70B",0,"Das Personal war sehr freundlich und das Ambiente wunderschön.","","2024-05-12T14:56:45.906325Z"
52,100.0,36691092,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:56:51.226315Z","random","f1bffe2f-c130-44b2-81dc-68e8661860f0","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",4.441,"Llama3_70B",0,"Das Personal war nett und freundlich.","","2024-05-12T14:56:51.226336Z"
53,100.0,36691093,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:56:57.706727Z","random","532ee798-44d1-4d81-8e04-8a01261e6a8e","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",5.531,"Llama3_70B",0,"Das Restaurant ist in Ordnung.","","2024-05-12T14:56:57.706745Z"
54,100.0,36691099,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:57:13.408545Z","random","e6959254-81b2-4236-85c8-1b5459bfc9cd","[{""end"":30,""text"":""Preis-Leistungs-Verhältnis"",""start"":4,""labels"":[""PRICE-NEUTRAL""]}]","",14.759,"Llama3_70B",0,"Das Preis-Leistungs-Verhältnis war in Ordnung.","","2024-05-12T14:57:13.408563Z"
55,100.0,36691105,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:57:29.344430Z","random","772c4c15-17c6-4ec7-8f12-8518a2d214a9","[{""end"":9,""text"":""Küche"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",15.06,"Llama3_70B",0,"Die Küche ist eher einfach gehalten, aber dafür sehr lecker.","","2024-05-12T14:57:29.344449Z"
56,100.0,36691109,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:57:39.593808Z","random","1550c8a7-9a4a-442e-8a7c-898607f819c1","[{""end"":28,""text"":""Restaurant"",""start"":18,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",9.4,"Llama3_70B",0,"Wir werden dieses Restaurant nicht mehr besuchen.","","2024-05-12T14:57:39.593827Z"
57,100.0,36691120,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:58:07.834638Z","random","14ea70ea-e796-49da-8c82-f1293e05930e","","[{""end"":35,""text"":""hier und werden"",""start"":20,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",27.421,"Llama3_70B",0,"Wir waren schon oft hier und werden auch wieder kommen.","","2024-05-12T14:58:07.834655Z"
58,100.0,36691124,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:58:13.223073Z","random","da8e977a-b760-4642-9b30-34b8e7b636eb","[{""end"":11,""text"":""Speisen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",4.473,"Llama3_70B",0,"Die Speisen sind schlecht.","","2024-05-12T14:58:13.223092Z"
59,100.0,36691126,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:58:18.977195Z","random","351255c5-a3f7-401d-80f2-3da761d1c0dc","[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",4.88,"Llama3_70B",0,"Die Bedienung ist sehr freundlich und hilfsbereit.","","2024-05-12T14:58:18.977211Z"
60,100.0,36691129,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-05-12T14:58:25.965149Z","random","e1524f78-7bef-4cba-a6c7-03c5aabe09bc","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",6.129,"Llama3_70B",0,"Das Personal ist sehr unfreundlich.","","2024-05-12T14:58:25.965168Z"
