"Unnamed: 0","agreement","annotation_id","annotator","aspect_available_without_judgement","created_at","few_shot_condtion","id","label-explicit","label-implicit","lead_time","model","split","text","two_or_more_sentences","updated_at"
10,100.0,29447384,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:01:59.387713Z","fixed","826a4f1c-328b-4b48-af3a-86d4dcd1cad1","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",6.169,"Llama70B",0,"Das Personal war sehr unfreundlich und wirkte eher gelangweilt.","","2024-01-18T12:01:59.387733Z"
11,100.0,29447402,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:02:14.130531Z","fixed","074d9f0b-d82b-4b4b-96d2-8f0a06aae033","[{""end"":9,""text"":""Bedienung"",""start"":0,""labels"":[""SERVICE-NEGATIVE""]}]","",13.94,"Llama70B",0,"Bedienung war langsam und unfreundlich.","","2024-01-18T12:02:14.130548Z"
12,100.0,29447429,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:02:30.461865Z","fixed","9ebeff40-32d0-4286-af39-25846e27bccf","[{""end"":14,""text"":""Preise"",""start"":8,""labels"":[""PRICE-NEGATIVE""]}]","",15.447,"Llama70B",0,"Für die Preise gibt es deutlich besseres Essen in der Umgebung.","","2024-01-18T12:02:30.461883Z"
13,100.0,29447444,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:02:39.768411Z","fixed","7698bda0-d5cf-4dda-8b06-9f71416210eb","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",8.349,"Llama70B",0,"Das Ambiente ist sehr schön und gemütlich.","","2024-01-18T12:02:39.768438Z"
14,100.0,29447455,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:02:48.334981Z","fixed","60af85e3-a9bd-4e5d-bdea-162ffd6cf079","[{""end"":15,""text"":""Bedienung"",""start"":6,""labels"":[""SERVICE-NEUTRAL""]}]","",7.729,"Llama70B",0,"Nette Bedienung aber nicht überragend.","","2024-01-18T12:02:48.335000Z"
15,100.0,29447463,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:02:58.756301Z","fixed","a7aee14d-7cd3-424c-a2b7-97bf5237d430","","[{""end"":18,""text"":""zu empfehlen"",""start"":6,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",9.607,"Llama70B",0,"Nicht zu empfehlen.","","2024-01-18T12:02:58.756322Z"
16,100.0,29447471,"nils-constantin.hellwig@stud.uni-regensburg.de","An aspect is addressed in the text without an explicit mention by the author","2024-01-18T12:03:06.775320Z","fixed","8212e5f6-59d5-463c-8e7a-44a96c84dcb4","","",7.006,"Llama70B",0,"Ein unvergessliches Erlebnis.","","2024-01-18T12:03:06.775335Z"
17,100.0,29447477,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:03:18.112199Z","fixed","7f4bdb4f-fb70-4e6b-9ab7-ae9b7b1535c7","[{""end"":44,""text"":""Mahlzeit"",""start"":36,""labels"":[""PRICE-POSITIVE""]}]","",10.453,"Llama70B",0,"Besonders gut war der Preis für die Mahlzeit.","","2024-01-18T12:03:18.112219Z"
18,100.0,29447484,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:03:22.934205Z","fixed","1da3a01c-23f4-4495-9330-e8b6f31126c0","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",3.935,"Llama70B",0,"Das Ambiente war sehr schön.","","2024-01-18T12:03:22.934223Z"
19,100.0,29447495,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:03:35.523781Z","fixed","a9325513-14d0-420e-a583-c406a153f18a","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]},{""end"":49,""text"":""Servicepersonal"",""start"":34,""labels"":[""SERVICE-POSITIVE""]},{""end"":82,""text"":""Atmosphäre"",""start"":72,""labels"":[""AMBIENCE-POSITIVE""]}]","",11.671,"Llama70B",0,"Das Essen war nicht gut, aber das Servicepersonal war sehr nett und die Atmosphäre war wirklich toll.","","2024-01-18T12:03:35.523803Z"
20,100.0,29447519,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:04:02.635941Z","fixed","e54df9ce-81bc-4d32-b773-b2deac9553ee","[{""end"":15,""text"":""Preisniveau"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",26.179,"Llama70B",0,"Das Preisniveau ist sehr hoch, was die Küche und das Ambiente nicht rechtfertigt.","","2024-01-18T12:04:02.635960Z"
21,100.0,29447528,"nils-constantin.hellwig@stud.uni-regensburg.de","An aspect is addressed in the text without an explicit mention by the author","2024-01-18T12:04:10.388886Z","fixed","646a417b-3808-45c7-af3c-e79480ed48b9","","",6.871,"Llama70B",0,"Wir aßen das Schweinefilet mit Kartoffelpuree und das Bratwurstmenü.","","2024-01-18T12:04:10.388904Z"
22,100.0,29447559,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:04:39.646587Z","fixed","8897a534-2739-4db9-a95d-0b62c38bbae1","[{""end"":24,""text"":""Service"",""start"":17,""labels"":[""SERVICE-NEGATIVE""]},{""end"":49,""text"":""Essen"",""start"":44,""labels"":[""FOOD-POSITIVE""]},{""end"":70,""text"":""Ambiente"",""start"":62,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":6,""text"":""Preise"",""start"":0,""labels"":[""PRICE-NEUTRAL""]}]","",28.326,"Llama70B",0,"Preise waren ok, Service war sehr schlecht, Essen war gut und Ambiente war nicht zu wünschen.","","2024-01-18T12:04:39.646606Z"
23,100.0,29447579,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:05:03.741316Z","fixed","4c55e4a9-a2b1-4b64-8a10-32eae8c7a9b7","[{""end"":15,""text"":""Essen"",""start"":10,""labels"":[""FOOD-POSITIVE""]},{""end"":38,""text"":""Service"",""start"":31,""labels"":[""SERVICE-POSITIVE""]},{""end"":55,""text"":""Preise"",""start"":49,""labels"":[""PRICE-NEGATIVE""]}]","",23.127,"Llama70B",0,"Ein gutes Essen und ein netter Service, aber die Preise sind überteuert.","","2024-01-18T12:05:03.741335Z"
24,100.0,29447592,"nils-constantin.hellwig@stud.uni-regensburg.de","An aspect is addressed in the text without an explicit mention by the author","2024-01-18T12:05:23.611096Z","fixed","6b6a4ef9-bf24-4ea9-8af2-59d78b56f91a","","",11.797,"Llama70B",0,"Leider nicht der Kaffee, den wir bestellt haben.","","2024-01-18T12:05:23.611115Z"
25,100.0,29447606,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:05:34.558314Z","fixed","1ee791fc-224c-45af-b5cd-895138b7524c","[{""end"":11,""text"":""Speisen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":50,""text"":""Getränkeauswahl"",""start"":35,""labels"":[""FOOD-POSITIVE""]}]","",10.151,"Llama70B",0,"Die Speisen waren sehr lecker, die Getränkeauswahl gut.","","2024-01-18T12:05:34.558327Z"
26,100.0,29447610,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:05:40.993476Z","fixed","2f0baa24-f680-4e02-bcad-aaa971f8da7c","[{""end"":32,""text"":""Preis-Leistungsverhältnis"",""start"":7,""labels"":[""PRICE-POSITIVE""]}]","",5.652,"Llama70B",0,"Tolles Preis-Leistungsverhältnis.","","2024-01-18T12:05:40.993495Z"
27,100.0,29447641,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:06:09.618883Z","fixed","eb20bf43-42a0-4f04-adcf-801c19f8fbeb","[{""end"":22,""text"":""Musik"",""start"":17,""labels"":[""AMBIENCE-NEGATIVE""]}]","",27.749,"Llama70B",0,"Viel zu laut mit Musik.","","2024-01-18T12:06:09.618907Z"
28,100.0,29447646,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:06:18.193540Z","fixed","ce71970a-8690-43ff-b5b2-dd93f1a51a22","[{""end"":19,""text"":""Service"",""start"":12,""labels"":[""SERVICE-POSITIVE""]},{""end"":35,""text"":""Essen"",""start"":30,""labels"":[""FOOD-POSITIVE""]},{""end"":61,""text"":""Atmosphäre"",""start"":51,""labels"":[""AMBIENCE-POSITIVE""]}]","",7.79,"Llama70B",0,"Sehr netter Service, leckeres Essen und gemütliche Atmosphäre.","","2024-01-18T12:06:18.193563Z"
29,100.0,29447677,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:06:56.669151Z","fixed","3ece9a96-e169-4bad-9835-03d98f8f0035","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]},{""end"":44,""text"":""Bedienung"",""start"":35,""labels"":[""SERVICE-POSITIVE""]}]","",37.484,"Llama70B",0,"Das Essen war nicht besonders, die Bedienung schnell und freundlich.","","2024-01-18T12:06:56.669171Z"
30,100.0,29447683,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:07:02.050714Z","fixed","44b18d07-6bb6-43ea-81bf-ffa306a77df6","","[{""end"":24,""text"":""enttäuscht"",""start"":14,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",4.514,"Llama70B",0,"Wir sind sehr enttäuscht.","","2024-01-18T12:07:02.050733Z"
31,100.0,29447689,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:07:05.764590Z","fixed","39d161f6-5d32-4cb8-adf8-46018502ca14","","[{""end"":17,""text"":""werden wieder"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",2.9,"Llama70B",0,"Wir werden wieder kommen!","","2024-01-18T12:07:05.764608Z"
32,100.0,29447696,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:07:11.727243Z","fixed","1b609b1a-16c0-4117-9eff-8163478bccfd","[{""end"":62,""text"":""Restaurant"",""start"":52,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",5.128,"Llama70B",0,"Wir hatten eine sehr schlechte Erfahrung mit diesem Restaurant.","","2024-01-18T12:07:11.727262Z"
33,100.0,29447703,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:07:17.574608Z","fixed","27e8536d-9abd-4cd4-8e57-089108bdef11","[{""end"":8,""text"":""Ambiente"",""start"":0,""labels"":[""AMBIENCE-NEGATIVE""]}]","",5.04,"Llama70B",0,"Ambiente eher karg.","","2024-01-18T12:07:17.574640Z"
34,100.0,29447711,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:07:22.141963Z","fixed","12b3c62a-2a3f-4640-8b1a-396778c56221","[{""end"":32,""text"":""Restaurant"",""start"":22,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]","",3.677,"Llama70B",0,"Mit Abstand das beste Restaurant in der Stadt.","","2024-01-18T12:07:22.141983Z"
35,100.0,29447714,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:07:26.076423Z","fixed","2fa15f40-5c65-4b32-952a-b53f6c97dba6","","[{""end"":24,""text"":""waren sehr zufrieden"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",3.132,"Llama70B",0,"Wir waren sehr zufrieden.","","2024-01-18T12:07:26.076443Z"
36,100.0,29447732,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:07:42.348963Z","fixed","a100a2b3-c011-416c-908f-2b80caee7edd","[{""end"":9,""text"":""Bedienung"",""start"":0,""labels"":[""SERVICE-POSITIVE""]},{""end"":52,""text"":""Preis-Leistungsverhältnis"",""start"":27,""labels"":[""PRICE-NEGATIVE""]}]","",15.477,"Llama70B",0,"Bedienung sehr freundlich, Preis-Leistungsverhältnis nicht gut.","","2024-01-18T12:07:42.348983Z"
37,100.0,29447741,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:07:55.182717Z","fixed","ba434cfe-fd88-4009-8ea6-672ae7f05781","[{""end"":31,""text"":""Fischfilet"",""start"":21,""labels"":[""FOOD-NEGATIVE""]}]","",11.948,"Llama70B",0,"Noch nie so leckeres Fischfilet gegessen!","","2024-01-18T12:07:55.182738Z"
38,100.0,29447746,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:08:01.406764Z","fixed","29a14056-c234-4d3e-aeaa-bfcb2d59bccb","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",5.345,"Llama70B",0,"Das Ambiente ist schrecklich.","","2024-01-18T12:08:01.406780Z"
39,100.0,29447756,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:08:10.651392Z","fixed","c3708a73-0467-4eab-a824-98e235a2edc7","[{""end"":36,""text"":""Service"",""start"":29,""labels"":[""SERVICE-POSITIVE""]},{""end"":65,""text"":""Essen"",""start"":60,""labels"":[""FOOD-NEGATIVE""]}]","",8.441,"Llama70B",0,"Sehr netter und freundlicher Service - schade nur, dass das Essen nicht so gut war.","","2024-01-18T12:08:10.651414Z"
40,100.0,29447761,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:08:14.704911Z","fixed","c6ad12d7-b45a-4860-ac15-458274fd47a8","[{""end"":17,""text"":""Restaurant"",""start"":7,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]","",3.175,"Llama70B",0,"Tolles Restaurant.","","2024-01-18T12:08:14.704927Z"
41,100.0,29447769,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:08:21.737380Z","fixed","59356902-fcfa-48e3-b29d-071f551e5fbd","[{""end"":17,""text"":""Lokal"",""start"":12,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]},{""end"":44,""text"":""Atmosphäre"",""start"":34,""labels"":[""AMBIENCE-POSITIVE""]}]","",6.174,"Llama70B",0,"Ein schönes Lokal mit gemütlicher Atmosphäre.","","2024-01-18T12:08:21.737398Z"
42,100.0,29447792,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:08:44.697180Z","fixed","87996a2a-1ff6-47f7-b4ed-37ae4829cf44","[{""end"":35,""text"":""Preis-Leistungsverhältnis"",""start"":10,""labels"":[""PRICE-POSITIVE""]},{""end"":68,""text"":""Essen"",""start"":63,""labels"":[""FOOD-POSITIVE""]},{""end"":111,""text"":""Getränkeangebot"",""start"":96,""labels"":[""PRICE-NEGATIVE""]},{""end"":135,""text"":""Servicepersonal"",""start"":120,""labels"":[""SERVICE-NEGATIVE""]}]","",22.102,"Llama70B",0,"Ein gutes Preis-Leistungsverhältnis und ein sehr schmackhaftes Essen, aber leider ein zu teures Getränkeangebot und das Servicepersonal war etwas überfordert.","","2024-01-18T12:08:44.697199Z"
43,100.0,29447805,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:08:57.198911Z","fixed","2b340006-11e4-4a12-b5cb-ce45fde29141","","[{""end"":36,""text"":""eindeutig im oberen"",""start"":17,""labels"":[""PRICE-NEGATIVE-no-phrase""]}]",11.505,"Llama70B",0,"Preislich ist es eindeutig im oberen Bereich.","","2024-01-18T12:08:57.198934Z"
44,100.0,29447810,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:09:05.692157Z","fixed","999e86ae-608f-4794-ba3c-8a3c252709d1","[{""end"":24,""text"":""Speisen"",""start"":17,""labels"":[""FOOD-NEGATIVE""]}]","",7.183,"Llama70B",0,"Die Qualität der Speisen hat leider abgenommen.","","2024-01-18T12:09:05.692177Z"
45,100.0,29447880,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:10:34.085217Z","fixed","6f95a051-b6ac-4b58-88c1-432d7398feca","[{""end"":43,""text"":""Bedienung"",""start"":34,""labels"":[""SERVICE-NEGATIVE""]}]","",87.52,"Llama70B",0,"Wir waren sehr enttäuscht von der Bedienung.","","2024-01-18T12:10:34.085234Z"
46,100.0,29447887,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:10:41.644862Z","fixed","09d88514-8007-47ef-a8cd-22cfd4456f55","[{""end"":15,""text"":""Ambiente"",""start"":7,""labels"":[""AMBIENCE-NEGATIVE""]}]","",6.498,"Llama70B",0,"Dieses Ambiente sollte man sich sparen.","","2024-01-18T12:10:41.644881Z"
47,100.0,29447894,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:10:48.528366Z","fixed","03fbf0c9-eb70-41a1-9f33-680a3fc607f1","[{""end"":19,""text"":""Preis"",""start"":14,""labels"":[""PRICE-NEGATIVE""]}]","",6.011,"Llama70B",0,"Dafür ist der Preis aber auch viel zu hoch.","","2024-01-18T12:10:48.528387Z"
48,100.0,29447914,"nils-constantin.hellwig@stud.uni-regensburg.de","An aspect is addressed in the text without an explicit mention by the author","2024-01-18T12:11:15.226114Z","fixed","c7c3496e-7544-43e2-b961-e1fc1358fe81","","",25.825,"Llama70B",0,"Wir waren mit 12 Personen im Restaurant.","","2024-01-18T12:11:15.226136Z"
49,100.0,29447919,"nils-constantin.hellwig@stud.uni-regensburg.de","An aspect is addressed in the text without an explicit mention by the author","2024-01-18T12:11:23.018052Z","fixed","b8395b2a-0288-47b9-a54b-850455182766","","",6.977,"Llama70B",0,"Gastfreundschaft wie noch nie erlebt.","","2024-01-18T12:11:23.018070Z"
50,100.0,29447926,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:11:30.712941Z","fixed","8e726555-c197-4e0b-a3c2-946406aadcad","[{""end"":28,""text"":""Preisleistungsverhältnis"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",18.273,"Llama70B",0,"Das Preisleistungsverhältnis ist absolut angemessen.","","2024-01-18T13:42:59.149545Z"
51,100.0,29447932,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:11:36.872542Z","fixed","de07b98e-973b-4072-9d7c-8bade3f3fb01","","[{""end"":29,""text"":""habe mich sehr enttäuscht"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",5.256,"Llama70B",0,"Ich habe mich sehr enttäuscht gefühlt.","","2024-01-18T12:11:36.872567Z"
52,100.0,29447936,"nils-constantin.hellwig@stud.uni-regensburg.de","An aspect is addressed in the text without an explicit mention by the author","2024-01-18T12:11:42.560439Z","fixed","a7aff9fe-9a81-4619-bbcd-ecb4e79bfb7f","","",4.881,"Llama70B",0,"Hab leider nur die Torte gegessen.","","2024-01-18T12:11:42.560463Z"
53,100.0,29448005,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:13:09.780854Z","fixed","06898d74-e5a9-45fa-a76d-71c4b518bf2b","[{""end"":11,""text"":""Gericht"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",86.345,"Llama70B",0,"Ein Gericht, das ich noch nie gegessen habe, aber sehr lecker war.","","2024-01-18T12:13:09.780873Z"
54,100.0,29448015,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:13:16.335021Z","fixed","ae26dcbd-3787-4675-b4e7-9a9fcad939a2","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",5.784,"Llama70B",0,"Das Personal war sehr unfreundlich und überhaupt nicht aufmerksam.","","2024-01-18T12:13:16.335040Z"
55,100.0,29448084,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:14:20.319358Z","fixed","00d37fd1-8f85-471f-81c8-0003fd926e23","[{""end"":56,""text"":""Speisen"",""start"":49,""labels"":[""FOOD-POSITIVE""]}]","",63.194,"Llama70B",0,"Wir waren schon öfters hier und haben immer gute Speisen bekommen.","","2024-01-18T12:14:20.319376Z"
56,100.0,29448218,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:16:24.463629Z","fixed","87f118a6-2ee9-4ea3-aa17-4a40f2833979","[{""end"":9,""text"":""Preis"",""start"":4,""labels"":[""PRICE-NEUTRAL""]}]","",123.291,"Llama70B",0,"Der Preis ist in Ordnung.","","2024-01-18T12:16:24.463686Z"
57,100.0,29448230,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:16:32.259059Z","fixed","9aee8dd3-ab1f-46e5-89c5-d43eb37f94f6","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",7.025,"Llama70B",0,"Das Personal ist sehr freundlich und hilfsbereit.","","2024-01-18T12:16:32.259076Z"
58,100.0,29448303,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:17:45.092453Z","fixed","dadfd500-a956-49bc-9323-a7f598fb6f1b","[{""end"":45,""text"":""Personal"",""start"":37,""labels"":[""SERVICE-POSITIVE""]}]","",72.041,"Llama70B",0,"Dazu kam noch ein sehr hilfsbereites Personal , das sich auch um unsere Wünsche kümmerte.","","2024-01-18T12:17:45.092469Z"
59,100.0,29448312,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:17:51.746445Z","fixed","ff9fd305-67a9-4f56-a7fd-db7705b2e65f","[{""end"":15,""text"":""Personal"",""start"":7,""labels"":[""SERVICE-NEGATIVE""]}]","",5.803,"Llama70B",0,"Dieses Personal ist absolut nicht motiviert.","","2024-01-18T12:17:51.746460Z"
60,100.0,29448324,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:18:06.282205Z","fixed","f6136123-7fb6-4502-aa4e-1f180b27ade2","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":64,""text"":""Preis-Leistungsverhältnis"",""start"":39,""labels"":[""PRICE-NEGATIVE""]}]","",13.646,"Llama70B",0,"Das Ambiente war ziemlich laut und das Preis-Leistungsverhältnis nicht gerade gut.","","2024-01-18T12:18:06.282224Z"
61,100.0,29448469,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:20:20.826814Z","fixed","849f3fa2-c9e4-41c0-994c-61e08d50cc0f","[{""end"":25,""text"":""Eis"",""start"":22,""labels"":[""FOOD-POSITIVE""]},{""end"":42,""text"":""Preise"",""start"":36,""labels"":[""PRICE-NEGATIVE""]}]","",133.284,"Llama70B",0,"Wir hatten ein tolles Eis, aber die Preise sind sehr hoch.","","2024-01-18T12:20:20.826834Z"
62,100.0,29448477,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:20:26.474476Z","fixed","faa24b58-7e2e-4e28-821b-cf16d5098965","[{""end"":9,""text"":""Preis"",""start"":4,""labels"":[""PRICE-NEUTRAL""]}]","",4.77,"Llama70B",0,"Der Preis ist auch in Ordnung.","","2024-01-18T12:20:26.474502Z"
63,100.0,29448491,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:20:36.525898Z","fixed","a6ee4197-bf89-49de-bcaf-e8674dcaf255","","[{""end"":49,""text"":""sicherlich nicht so schlimm war, wie"",""start"":13,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",8.883,"Llama70B",0,"Auch wenn es sicherlich nicht so schlimm war, wie ich dachte, so ist es doch ein Desaster.","","2024-01-18T12:20:36.525920Z"
64,100.0,29448496,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-01-18T12:20:46.673970Z","fixed","9ed35ccd-996b-4a52-8e03-b686a8ccf9d1","[{""end"":26,""text"":""Preis-\/Leistungsverhältnis"",""start"":0,""labels"":[""PRICE-POSITIVE""]}]","",9.044,"Llama70B",0,"Preis-/Leistungsverhältnis passt auch.","","2024-01-18T12:20:46.673987Z"
