"Unnamed: 0","agreement","annotation_id","annotator","aspect_available_without_judgement","created_at","few_shot_condtion","id","label-explicit","label-implicit","lead_time","model","split","text","updated_at"
44,100.0,30080577,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:13:11.065538Z","random","d5056375-38f9-4eb9-962e-351f2f38ef5e","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",6.087,"GPT-3",5,"Das Ambiente war okay, nichts Besonderes.","2024-02-01T09:13:11.065562Z"
45,100.0,30080581,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:13:15.660066Z","random","772cd69a-8be0-4c1a-9750-37dae8b2a40c","","[{""end"":29,""text"":""einen tollen Abend"",""start"":11,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",3.778,"GPT-3",5,"Wir hatten einen tollen Abend!","2024-02-01T09:13:15.660089Z"
46,100.0,30076831,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:28:48.882836Z","random","1695c663-c684-4c45-8660-ae29008f0d0f","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",12.146,"GPT-3",5,"Das Personal war sehr freundlich und zuvorkommend.","2024-02-01T08:28:48.882855Z"
47,100.0,30077077,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:31:42.960269Z","random","0e4883e0-f04b-4b63-b006-8ceaa3c35114","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",1.99,"GPT-3",5,"Die Preise waren angemessen.","2024-02-01T08:31:42.960298Z"
48,100.0,30080587,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:13:20.976600Z","random","dcdca1cf-a51c-42bf-9e3c-727602e65900","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",4.489,"GPT-3",5,"Die Atmosphäre war sehr angenehm.","2024-02-01T09:13:20.976623Z"
49,100.0,30078294,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:44:41.429629Z","random","17fb085e-4811-4f5f-843c-3d2d55309859","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",14.248,"GPT-3",5,"Das Essen war ausgezeichnet.","2024-02-01T08:44:41.429652Z"
50,100.0,30080600,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:13:31.862190Z","random","66cc17ed-2a49-43f0-a383-6560a1815128","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEUTRAL""]}]","",10.045,"GPT-3",5,"Die Preise sind durchschnittlich.","2024-02-01T09:13:31.862237Z"
51,100.0,30077010,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:30:49.969127Z","random","2102a1af-3948-4cfd-8765-00282826901e","[{""end"":56,""text"":""Essens"",""start"":50,""labels"":[""PRICE-NEGATIVE""]}]","",3.256,"GPT-3",5,"Die Preise sind viel zu hoch für die Qualität des Essens.","2024-02-01T08:30:49.969146Z"
52,100.0,30078321,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:44:56.207735Z","random","912be8ca-ff64-4d62-bb0e-ba7b80e95df5","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",13.978,"GPT-3",5,"Das Essen war enttäuschend und geschmacklos.","2024-02-01T08:44:56.207751Z"
53,100.0,30078328,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:45:01.748182Z","random","9761c5d9-527d-4a12-a090-5800a8c856b1","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","",4.614,"GPT-3",5,"Das Essen war durchschnittlich.","2024-02-01T08:45:01.748205Z"
54,100.0,30077225,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:33:32.455829Z","random","219abf83-86ec-4bf5-bff3-30064381c178","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",4.167,"GPT-3",5,"Das Restaurant war okay, aber nichts Besonderes.","2024-02-01T08:33:32.455848Z"
55,100.0,30080621,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:13:45.908672Z","random","b53aedd9-eea4-41c6-bb92-51ddf3bc59fc","[{""end"":57,""text"":""Speisen"",""start"":50,""labels"":[""PRICE-NEGATIVE""]}]","",13.167,"GPT-3",5,"Die Preise sind viel zu hoch für die Qualität der Speisen.","2024-02-01T09:13:45.908690Z"
56,100.0,30080634,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:13:54.738074Z","random","ecb813e1-09b3-4839-a3b3-65634c0d9dc5","[{""end"":15,""text"":""Einrichtung"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",7.921,"GPT-3",5,"Die Einrichtung ist etwas veraltet.","2024-02-01T09:13:54.738103Z"
57,100.0,30080647,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:14:06.150326Z","random","c77cfce4-174c-44c1-9d55-f421b01d69a8","","[{""end"":26,""text"":""teuer für das, was"",""start"":8,""labels"":[""PRICE-NEGATIVE-no-phrase""]}]",10.53,"GPT-3",5,"Viel zu teuer für das, was man bekommt.","2024-02-01T09:14:06.150349Z"
58,100.0,30080774,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:15:42.242117Z","random","19b51774-d540-4060-afe3-e2ba37451d6c","[{""end"":30,""text"":""Preis-Leistungs-Verhältnis"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",95.193,"GPT-3",5,"Das Preis-Leistungs-Verhältnis ist wirklich gut.","2024-02-01T09:15:42.242137Z"
59,100.0,30080792,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:15:56.370908Z","random","5f1f4740-1386-4476-ab18-1d640f5d0efb","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",13.261,"GPT-3",5,"Der Service war sehr langsam und unaufmerksam.","2024-02-01T09:15:56.370929Z"
60,100.0,30080815,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:16:10.556826Z","random","7067364f-60ba-407c-9fcf-87dff1697998","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]","",13.361,"GPT-3",5,"Das Restaurant ist wirklich empfehlenswert.","2024-02-01T09:16:10.556845Z"
61,100.0,30080838,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:16:26.619056Z","random","f16f6dc7-0510-43e8-993e-d0f28507dfaa","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]},{""end"":37,""text"":""Preise"",""start"":31,""labels"":[""PRICE-NEGATIVE""]}]","",15.181,"GPT-3",5,"Der Service war okay, aber die Preise waren etwas hoch.","2024-02-01T09:16:26.619076Z"
62,100.0,30080852,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:16:39.953394Z","random","dea9e2a9-1e3f-4a89-b7c5-0f24bf51ca37","[{""end"":19,""text"":""Servicepersonal"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",12.456,"GPT-3",5,"Das Servicepersonal war unfreundlich und unprofessionell.","2024-02-01T09:16:39.953417Z"
63,100.0,30080949,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:17:50.592900Z","random","c7161f90-6e5a-450b-8242-ac31a2418a28","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":50,""text"":""Einrichtung"",""start"":39,""labels"":[""AMBIENCE-NEUTRAL""]}]","",69.633,"GPT-3",5,"Das Restaurant war sehr laut, aber die Einrichtung war in Ordnung.","2024-02-01T09:17:50.592919Z"
64,100.0,30076566,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:25:32.463796Z","random","e41e737c-ce7c-4d05-83b4-241d90ce3e7f","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",41.096000000000004,"GPT-3",5,"Die Preise sind angemessen.","2024-02-01T08:25:39.017937Z"
