"Unnamed: 0","Unnamed: 0.1","agreement","annotation_id","annotator","aspect_available_without_judgement","author_location","author_name","city","created_at","date","detected_language","id","label-explicit","label-implicit","language_code","lead_time","page_index","rating","restaurant_id","restaurant_name","review_id","sentence_idx","text","text_noanonymization","title","two_or_more_sentences","updated_at"
2408,10,100.0,26414849,"nils-constantin.hellwig@stud.uni-regensburg.de","","","antoniorN9225FX","bonn","2023-11-20T11:52:29.188883Z","2022-12-08","de","cde5a7d6-85a0-44ac-9915-adf6b0d0008c","[{""end"":15,""text"":""Pizza"",""start"":10,""labels"":[""FOOD-NEGATIVE""]}]","","de",8.758,0,1.0,813006,"Pizzeria Tuscolo",871059119,1,"), da die Pizza so schlecht und unappetitlich war.","Ich habe mit einer Freundin (wir sind beide Italiener:innen) Pizza bestellt und nicht zu Ende gegessen (noch nie in meinem Leben passiert!!!), da die Pizza so schlecht und unappetitlich war. Die Tomatensauce oder die Mozzarella waren sauer.Noch dazu müsste ich 3,90 € für extra Mozzarella auf der Pizza bezahlen! 3,90 €!!! Unverschämt.Die Bedienung war sehr nett, aber das Restaurant ziemlich staubig. Am Tisch wo wir saßen, standen Regale voller Staub und töten Insekten.Vor 11 Jahren hatte ich eine echte italienische Pizza dort gegessen, die auch geschmeckt hatte. Heute ist das nicht mehr der Fall.","Sehr schlecht","","2023-11-20T11:52:29.188912Z"
153,11,100.0,26414859,"nils-constantin.hellwig@stud.uni-regensburg.de","","","245fennas","hamburg","2023-11-20T11:52:42.989746Z","2022-10-31","de","6054bffa-0f93-4e26-825f-37599a1978fa","[{""end"":24,""text"":""rote Bete"",""start"":15,""labels"":[""FOOD-POSITIVE""]},{""end"":13,""text"":""Vorspeise"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","","de",13.012,9,2.0,1483463,"Bullerei",866634466,4,"Die Vorspeise (rote Bete) war sehr lecker.",".... mein Essen war total versalzen! Ungenießbar (Kürbisrosotto). Habe es zurückgegeben und auch eine einfachere Variante als Ersatz bekommen, die auch nicht berechnet wurde. Da war dann immer noch ordentlich Salz drin, aber es war essbar. Die Vorspeise (rote Bete) war sehr lecker. AbER... kurz nach dem Essen bekam ich Bauchschmerzen und habe die Nacht dann auf dem Klo verbracht... meiner Begleitung ging es ähnlich, allerdings etwas zeitverzögert und nicht so heftig.Obs tatsöchlich am Essen lag, weiß ich nicht. Der Service war sehr aufmerksam und freundlich, ansonsten wirklich alles top... nur mein Kürbisrisotto war der totale Flop. Schade.","Schönes Ambiente, sehr toller und freundlicher Service.... ABER.....","","2023-11-20T11:52:42.989764Z"
242,12,100.0,26414867,"nils-constantin.hellwig@stud.uni-regensburg.de","","Hamburg, Deutschland","kleinerwe","hamburg","2023-11-20T11:52:49.072829Z","2023-02-21","de","ed96fef7-fcc0-47fa-808f-9c101f87de52","","","de",5.071,2,3.0,695667,"Fischereihafen-Restaurant",879593778,4,"Nur noch Masse obwohl der Service es nicht mehr schafft.Seezungen nicht gut, trocken und nur teuer.","Aus meiner Sicht, gegenüber früheren Zeiten abgebaut. Der alte Chef fehlt. Die Jungen wollen nur noch Geld machen. Service viel schlechter geworden. Nur noch Masse obwohl der Service es nicht mehr schafft.Seezungen nicht gut, trocken und nur teuer. Mal sehen wie lange sich vom früheren guten Ruf noch Leben lässt.Bin skeptisch!","Leider nicht mehr das frühere Niveau. Nur teuer reicht nicht.","Two or more sentences","2023-11-20T11:52:49.072851Z"
684,13,100.0,26414880,"nils-constantin.hellwig@stud.uni-regensburg.de","","Münsterland, Deutschland","Mimsfuchs","köln","2023-11-20T11:53:00.084717Z","2023-05-23","de","340810a7-c0d7-44d2-84ae-4d324f0d65f9","[{""end"":21,""text"":""Kölsch"",""start"":15,""labels"":[""PRICE-NEGATIVE""]}]","","de",10.222,0,4.0,7235024,"Früh am Dom",891575974,3,"Preise für das Kölsch (0,2 l) empfinde ich etwas übertrieben.","Habe das ""Früh am Dom"" schon oft besucht. Das Essen ist immer frisch gekocht und heiss. Als sehr schmackhaft empfinde ich den Kartoffelsalat, der nicht aus dem Eimer kommt und frisch zubereitet wird. Preise für das Kölsch (0,2 l) empfinde ich etwas übertrieben. Es sind ja nur 2 Schluck. Aber das ist da wohl halt so....","Schmackhaftes, frisch gekochtes Essen, hat mich immer beeindruckt.","","2023-11-20T11:53:00.084739Z"
136,14,100.0,26414897,"nils-constantin.hellwig@stud.uni-regensburg.de","An aspect is addressed in the text without an explicit mention by the author","","anpako1974","hamburg","2023-11-20T11:53:18.438552Z","2023-01-19","de","5bdfe275-f3a7-49f0-ae6c-c92b76d60a97","","","de",17.561,7,5.0,1483463,"Bullerei",875619227,7,"Wir hatten beide als Vorspeise das Rindertartar - in mild aber auch scharf.","Wir waren am Mittwoch mit Reservierung zu zweit in der Bullerei. Die Tischzeit leider wg. Verkehr um 15 Min. überzogen - was aber nach Entschuldigung beim Restaurantleiter nett als kein Problem runtergespielt wurde. Unser Sonderwunsch bei der Reservierung nach stabilen Stühlen ohne Armlehnen wurde perfekt umgesetzt - so konnten wir unsere stabilen Körper ohne Zwönge am Zweiertisch niederlassen. Unser Kellner hat uns den ganzen Abend über nett und unaufdringlich bedient. Das Essen war optisch sehr ansprechend. Wir hatten beide als Vorspeise das Rindertartar - in mild aber auch scharf. Das war schon sehr fein und in der kleinen Variante ein guter Starter. Als Hauptgang hatten wir beide das T-Bone vom bentheimer Schwein - rustikal aber eben passend auf einem Holzblock serviert - mit einem grandiosen wertigen Fleischmesser, das sofort auf meiner nächsten Weihnachtswunschliste landet. Das Fleisch war auf Empfehlung von unserem Kellner wie gewünscht medium gebraten, was sich schon beim ersten Stück im Mund als zart-saftig-schmelzend total perfekt erwiesen hat! Dazu hatte ich die Schlotze als Beilage - aus reiner Neugierde: Aber was für ein Geschmack!!! Da steckte die Würze und die Seele aus Bratensaft aller gebratenen Fleischgerichten aus der Küche drin - mein heimliches WOW-Erlebnis zu allem obendrauf! Nach dem Angebot, trotz zufriedener Sättigkeit doch noch einen Blick in die Deserts zu werfen, entschieden wir uns trotzdem - oder zum Glück für die hausgemachte Brause. Was soll ich sagen: ein würdiger Abschluss mit fruchtigem Minifeuerwerk ohne überflüssige Süße und passend zum zufrieden angefutterten Füllegefühl.Insgesamt nix zu Meckern - sehr guter erster Eindruck - garantiert nicht zum letzten Mal. Und Preis/Leistungs ist für einen gelungenen Abend total ok. ZACK noch ein Grill-Buch vom Tim mitgenommen… und das war sogar mit Autogramm - die Kirsche auf der Sahne des Abends!","Erwartungen mehr als erfüllt","","2023-11-20T11:53:18.438570Z"
2108,15,100.0,26414903,"nils-constantin.hellwig@stud.uni-regensburg.de","","","194kathroe","nürnberg","2023-11-20T11:53:25.853355Z","2023-02-19","de","83945dc1-8aa4-4fe6-bf08-b253a2c97ec9","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","","de",6.631,1,1.0,1475656,"Bratwurst Röslein",879295448,0,"Der Service ist eine Katastrophe!","Der Service ist eine Katastrophe! Obwohl das Restaurant nicht zu voll ist, dauert es mindestens 20 min bis überhaupt eine Bedienung kommt und diese schreibt nichts auf und vergisst die Hälfte bzw bringt falsche Sachen... Ein Milchkaffee dauert 35 min... Kein Aushängeschild für dieses Restaurant.","Service lässt mehr als zu wünschen übrig","","2023-11-20T11:53:25.853376Z"
686,16,100.0,26414915,"nils-constantin.hellwig@stud.uni-regensburg.de","An aspect is addressed in the text without an explicit mention by the author","","Momi200","köln","2023-11-20T11:53:39.617164Z","2023-05-18","de","c2c25218-b301-4cb2-95c0-0309f2cd6522","","","de",12.957,1,2.0,7235024,"Früh am Dom",890904947,3,"Teller blieben nach dem LOC fast eine Stunde noch auf dem Tisch stehen.","Essen war gut und die Portion angemessen. Preise waren inflationsangepasst nicht günstig. Service ließ leider zu Wünschen übrig. Teller blieben nach dem Essen fast eine Stunde noch auf dem Tisch stehen. Selbst Kölsch wurde nicht nachgeschenkt. Espresso war leider kalt. Die Wartezeiten für Getränke und leider auch für die Rechnung war sehr lang. Das sind wir anders gewohnt.","Eingeschränkte Empfehlung","","2023-11-20T11:53:39.617185Z"
1680,17,100.0,26414919,"nils-constantin.hellwig@stud.uni-regensburg.de","","Bremen, Deutschland","RBrenner78","bremen","2023-11-20T11:53:46.445968Z","2023-03-31","de","5cf16caf-a6f1-42a6-8af7-df1c91ad85c0","[{""end"":13,""text"":""Schnitzel"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","","de",5.94,0,3.0,3726798,"Edel Weiss",884329399,5,"Das Schnitzel okay.","Das Personal war sehr freundlich. Der „Gruß aus der Küche“ für 5 Personen sehr mager. Die Speisen waren ausreichend, das Salatbuffet gut. Die Pfännchen gestreckt mit Staudensellerie und reichlich grünem Paprika. Das Champignonschnitzel völlig überladen mit Rosmarien und die Pilze sehr dunkel. Das Schnitzel okay. Der Leberkäse hingegen sehr gut. Die Bratkartoffeln sehr fettig und der Speck schon ziemlich angebrannt.Im Verhältnis zu unserem Besuch 2020 hat es leider sehr nachgelassen. Schade.","Es hat leider sehr nachgelassen.","","2023-11-20T11:53:46.445988Z"
614,18,100.0,26414929,"nils-constantin.hellwig@stud.uni-regensburg.de","","Valencia, Spanien","298stefaniem","münchen","2023-11-20T11:53:55.560510Z","2023-09-07","de","1fd173e0-d865-4f0e-809f-b367ac6bb98e","[{""end"":11,""text"":""Essen"",""start"":6,""labels"":[""FOOD-POSITIVE""]},{""end"":30,""text"":""Spielplatz"",""start"":20,""labels"":[""AMBIENCE-POSITIVE""]}]","","de",8.34,0,4.0,807825,"Augustiner-Keller",915377469,3,"Gutes Essen Schöner Spielplatz","Netter und grosser Biergaeten. Man bekommt eigentlich auch schnell einen Platz. Fleissiger Service. Gutes Essen Schöner Spielplatz ","Schöner Biergartrn","","2023-11-20T11:53:55.560530Z"
2362,19,100.0,26414934,"nils-constantin.hellwig@stud.uni-regensburg.de","An aspect is addressed in the text without an explicit mention by the author","","Markus B","bielefeld","2023-11-20T11:54:00.615814Z","2023-09-25","de","82fbab37-81ed-4f32-9aa6-6559a14732f4","","","de",4.129,0,5.0,1307732,"GlückundSeligkeit",918354411,0,"Wir waren auf einem Sonntagabend hier.","Wir waren auf einem Sonntagabend hier. Das bestellte Essen kam sehr schnell und war hervorragend angerichtet. Leider war mein Steak nicht wie bestellt medium-rare sondern welldone. Ich reklamierte dieses. Die uns bedienende Kellnerin erkannte selbst den Fehler und leitete den prompt an die Küche weiter. Die Serviceleitung fragte noch mal nach, wie ich das Steak bestellt hatte. Dann, keine 10 Minuten später, bekam ich ein neues Steak, das auf den Punkt zubereitet war. Der Umgang mit meiner Reklamation durch den Service war einfach hervorragend. So fühlten wir und als Gäste wertgeschätzt.","Sehr guter Service, tolles Ambiente und hervorragendes Essen","","2023-11-20T11:54:00.615841Z"
569,20,100.0,26414940,"nils-constantin.hellwig@stud.uni-regensburg.de","","Zell (Mosel), Deutschland","Eugenius1984","münchen","2023-11-20T11:54:07.264129Z","2022-12-03","de","525c6dd2-c0eb-4f5d-baec-bfb28d47af0b","","[{""end"":32,""text"":""war es leider auch"",""start"":14,""labels"":[""FOOD-NEGATIVE-no-phrase""]}]","de",5.752,5,1.0,742684,"Hofbräuhaus",870506241,6,"Geschmacklich war es leider auch absolut traurig.","Wir waren als Gruppe diese Woche im Hofbräuhaus. Ich habe auch mehrere Jahre in München gewohnt, aber so etwas Schlechtes habe ich noch nie erlebt.Das Bier ist OK, als Vorspeise hatte ich Obatzter, der war cremig und super, aber dann fing es an. Getränkebestellung ca. 20 Min, man hat Kollegen neben mir nochmals gefragt, aber auf dem gleichen Weg nicht geschafft, Getränke an den Tisch zu bringen. Ente war aus, gesagt hat man es einem bei der Bestellung (wieso nicht schon beim Austeilen der Karte, das erspart viel Wartezeit).Als das Essen kam, ich hatte eine Haxe. Sie war zäh, man hat das Fleisch vom Knochen nicht abbekommen. Geschmacklich war es leider auch absolut traurig. Die Kollegen sagten, die schlechtesten Käse Spätzle, die sie jemals hatten.Der Laden lebt vom Namen.","Noch nie so einie schlechte Qualität in München gehabt","","2023-11-20T11:54:07.264147Z"
1520,21,100.0,26414968,"nils-constantin.hellwig@stud.uni-regensburg.de","","","326jensn","leipzig","2023-11-20T11:54:41.910182Z","2023-08-07","de","74a03f12-b7d7-40c5-900b-3b97479c3c9f","","","de",33.695,0,2.0,743219,"Cafe Riquet",908437582,8,"Ich hatte da aber auch keine Lust mehr danach zu fragen.","Ich habe dort keine schöne Erfahrung gemacht, dabei ist das Ambiente äußerst angenehm. Als mein Frühstück kam, Käsefrühstück mit Baguettebrot, ging es bergab: Erst wurde das Brot vergessen. Dem musste ich hinterherrennen, weil ich trotz leerem Laden und 3 Bedienungen nicht bemerkt wurde (man stand gemeinsam zum Plusch teils Kaffe trinkend hinter dem Tresen). Das Baquette kam dann in einem Stück. Man erwartet vom Gast, dass er es sich selbst zerschneidet, ohne dafür einen Teller als Unterlage mitzugeben. „Wenn Sie einen Teller brauchen, können Sie einen haben“ wurde mir in leicht pampigen Ton mitgeteilt. Der Käse war in Ordnung, kam aber in Würfeln, so wie Fingerfood (eher ungewöhnlich für ein Frühstück). Butter gab es auch nicht. Ich hatte da aber auch keine Lust mehr danach zu fragen. Fazit: Irgendwas läuft in dem Laden nicht rund. Jemand ist dort nicht mal in der Lage, die bereitgestellte Zeitung richtig herum in den Zeitungshalter einzuspannen.","Enttäuschend","","2023-11-20T11:54:41.910204Z"
2767,22,100.0,26415089,"nils-constantin.hellwig@stud.uni-regensburg.de","","Griesheim, Deutschland","Jet58772751248","mannheim","2023-11-20T11:56:54.916824Z","2023-04-06","de","9e3f9f32-075f-4cd2-b022-ef591dd405d6","","[{""end"":95,""text"":""entspricht dem"",""start"":81,""labels"":[""FOOD-NEUTRAL-no-phrase""]}]","de",142.324,2,3.0,7244219,"Die Metzgerei",885026781,0,"das Frühstück wird als Highlight auf Etageren serviert, die Auswahl der Produkte entspricht dem Standard, leider nicht außergewöhnlich oder detailverliebt angerichtet.","das Frühstück wird als Highlight auf Etageren serviert, die Auswahl der Produkte entspricht dem Standard, leider nicht außergewöhnlich oder detailverliebt angerichtet. Das Lokal ist viel enger und kleiner als die Fotos suggerieren. Wir hatten 2 Std. Zeit unser Frühstück zu genießen, wurden aber schon 1/2 Std. vor der Zeit ans bezahlen erinnert und dann auch mehrfach gefragt, ob man noch etwas wünsche, was echt nervig war und das gemütliche, wenn auch beengte Beisammensein gestört hat.. 10 Min. vor Ablauf der Zeit, wurden wir resolut mit der Rechnung freundlich verabschiedet. Wir haben für diese Frühstückserfahrung einen längeren Anfahrtsweg in Kauf genommen, es hat sich leider nicht gelohnt, schade!!","Mittelmäßige kleine und enge Lokalität","","2023-11-20T11:57:08.061277Z"
1665,23,100.0,26415118,"nils-constantin.hellwig@stud.uni-regensburg.de","An aspect is addressed in the text without an explicit mention by the author","Bremen, Deutschland","Michael R","bremen","2023-11-20T11:57:19.674223Z","2023-10-06","de","c0016a3c-5409-4420-8b95-8b957125211e","","","de",9.225,0,4.0,1884768,"Kleiner Olymp",920059002,0,"Noch einmal draußen sitzen, den Abend genießen und Schnorr Bräu trinken.","Noch einmal draußen sitzen, den Abend genießen und Schnorr Bräu trinken. dazu Fleisch oder Fisch, vegetarisch oder Salat essen. Wir hatten den Bremer Pannfisch und das Matjesbrot. Beides frisch und toll zubereitet. Netter Service und zum Abschluss einen Dild. Müßt ihr probieren. ","Mitten im Schnorr in traditioneller Umgebung","","2023-11-20T11:57:19.674273Z"
