,Unnamed: 0,review_id,restaurant_id,page_index,title,date,author_name,author_location,text,rating,city,restaurant_name,language_code,text_noanonymization,sentence_idx,id,detected_language
10,2408,871059119,813006,0,Sehr schlecht,2022-12-08,antoniorN9225FX,,"), da die Pizza so schlecht und unappetitlich war.",1.0,bonn,Pizzeria Tuscolo,de,"Ich habe mit einer Freundin (wir sind beide Italiener:innen) Pizza bestellt und nicht zu Ende gegessen (noch nie in meinem Leben passiert!!!), da die Pizza so schlecht und unappetitlich war. Die Tomatensauce oder die Mozzarella waren sauer.Noch dazu müsste ich 3,90 € für extra Mozzarella auf der Pizza bezahlen! 3,90 €!!! Unverschämt.Die Bedienung war sehr nett, aber das Restaurant ziemlich staubig. Am Tisch wo wir saßen, standen Regale voller Staub und töten Insekten.Vor 11 Jahren hatte ich eine echte italienische Pizza dort gegessen, die auch geschmeckt hatte. Heute ist das nicht mehr der Fall.",1,cde5a7d6-85a0-44ac-9915-adf6b0d0008c,de
11,153,866634466,1483463,9,"Schönes Ambiente, sehr toller und freundlicher Service.... ABER.....",2022-10-31,245fennas,,Die Vorspeise (rote Bete) war sehr lecker.,2.0,hamburg,Bullerei,de,".... mein Essen war total versalzen! Ungenießbar (Kürbisrosotto). Habe es zurückgegeben und auch eine einfachere Variante als Ersatz bekommen, die auch nicht berechnet wurde. Da war dann immer noch ordentlich Salz drin, aber es war essbar. Die Vorspeise (rote Bete) war sehr lecker. AbER... kurz nach dem Essen bekam ich Bauchschmerzen und habe die Nacht dann auf dem Klo verbracht... meiner Begleitung ging es ähnlich, allerdings etwas zeitverzögert und nicht so heftig.Obs tatsöchlich am Essen lag, weiß ich nicht. Der Service war sehr aufmerksam und freundlich, ansonsten wirklich alles top... nur mein Kürbisrisotto war der totale Flop. Schade.",4,6054bffa-0f93-4e26-825f-37599a1978fa,de
12,242,879593778,695667,2,Leider nicht mehr das frühere Niveau. Nur teuer reicht nicht.,2023-02-21,kleinerwe,"Hamburg, Deutschland","Nur noch Masse obwohl der Service es nicht mehr schafft.Seezungen nicht gut, trocken und nur teuer.",3.0,hamburg,Fischereihafen-Restaurant,de,"Aus meiner Sicht, gegenüber früheren Zeiten abgebaut. Der alte Chef fehlt. Die Jungen wollen nur noch Geld machen. Service viel schlechter geworden. Nur noch Masse obwohl der Service es nicht mehr schafft.Seezungen nicht gut, trocken und nur teuer. Mal sehen wie lange sich vom früheren guten Ruf noch Leben lässt.Bin skeptisch!",4,ed96fef7-fcc0-47fa-808f-9c101f87de52,de
13,684,891575974,7235024,0,"Schmackhaftes, frisch gekochtes Essen, hat mich immer beeindruckt.",2023-05-23,Mimsfuchs,"Münsterland, Deutschland","Preise für das Kölsch (0,2 l) empfinde ich etwas übertrieben.",4.0,köln,Früh am Dom,de,"Habe das ""Früh am Dom"" schon oft besucht. Das Essen ist immer frisch gekocht und heiss. Als sehr schmackhaft empfinde ich den Kartoffelsalat, der nicht aus dem Eimer kommt und frisch zubereitet wird. Preise für das Kölsch (0,2 l) empfinde ich etwas übertrieben. Es sind ja nur 2 Schluck. Aber das ist da wohl halt so....",3,340810a7-c0d7-44d2-84ae-4d324f0d65f9,de
14,136,875619227,1483463,7,Erwartungen mehr als erfüllt,2023-01-19,anpako1974,,Wir hatten beide als Vorspeise das Rindertartar - in mild aber auch scharf.,5.0,hamburg,Bullerei,de,"Wir waren am Mittwoch mit Reservierung zu zweit in der Bullerei. Die Tischzeit leider wg. Verkehr um 15 Min. überzogen - was aber nach Entschuldigung beim Restaurantleiter nett als kein Problem runtergespielt wurde. Unser Sonderwunsch bei der Reservierung nach stabilen Stühlen ohne Armlehnen wurde perfekt umgesetzt - so konnten wir unsere stabilen Körper ohne Zwönge am Zweiertisch niederlassen. Unser Kellner hat uns den ganzen Abend über nett und unaufdringlich bedient. Das Essen war optisch sehr ansprechend. Wir hatten beide als Vorspeise das Rindertartar - in mild aber auch scharf. Das war schon sehr fein und in der kleinen Variante ein guter Starter. Als Hauptgang hatten wir beide das T-Bone vom bentheimer Schwein - rustikal aber eben passend auf einem Holzblock serviert - mit einem grandiosen wertigen Fleischmesser, das sofort auf meiner nächsten Weihnachtswunschliste landet. Das Fleisch war auf Empfehlung von unserem Kellner wie gewünscht medium gebraten, was sich schon beim ersten Stück im Mund als zart-saftig-schmelzend total perfekt erwiesen hat! Dazu hatte ich die Schlotze als Beilage - aus reiner Neugierde: Aber was für ein Geschmack!!! Da steckte die Würze und die Seele aus Bratensaft aller gebratenen Fleischgerichten aus der Küche drin - mein heimliches WOW-Erlebnis zu allem obendrauf! Nach dem Angebot, trotz zufriedener Sättigkeit doch noch einen Blick in die Deserts zu werfen, entschieden wir uns trotzdem - oder zum Glück für die hausgemachte Brause. Was soll ich sagen: ein würdiger Abschluss mit fruchtigem Minifeuerwerk ohne überflüssige Süße und passend zum zufrieden angefutterten Füllegefühl.Insgesamt nix zu Meckern - sehr guter erster Eindruck - garantiert nicht zum letzten Mal. Und Preis/Leistungs ist für einen gelungenen Abend total ok. ZACK noch ein Grill-Buch vom Tim mitgenommen… und das war sogar mit Autogramm - die Kirsche auf der Sahne des Abends!",7,5bdfe275-f3a7-49f0-ae6c-c92b76d60a97,de
15,2108,879295448,1475656,1,Service lässt mehr als zu wünschen übrig,2023-02-19,194kathroe,,Der Service ist eine Katastrophe!,1.0,nürnberg,Bratwurst Röslein,de,"Der Service ist eine Katastrophe! Obwohl das Restaurant nicht zu voll ist, dauert es mindestens 20 min bis überhaupt eine Bedienung kommt und diese schreibt nichts auf und vergisst die Hälfte bzw bringt falsche Sachen... Ein Milchkaffee dauert 35 min... Kein Aushängeschild für dieses Restaurant.",0,83945dc1-8aa4-4fe6-bf08-b253a2c97ec9,de
16,686,890904947,7235024,1,Eingeschränkte Empfehlung,2023-05-18,Momi200,,Teller blieben nach dem LOC fast eine Stunde noch auf dem Tisch stehen.,2.0,köln,Früh am Dom,de,Essen war gut und die Portion angemessen. Preise waren inflationsangepasst nicht günstig. Service ließ leider zu Wünschen übrig. Teller blieben nach dem Essen fast eine Stunde noch auf dem Tisch stehen. Selbst Kölsch wurde nicht nachgeschenkt. Espresso war leider kalt. Die Wartezeiten für Getränke und leider auch für die Rechnung war sehr lang. Das sind wir anders gewohnt.,3,c2c25218-b301-4cb2-95c0-0309f2cd6522,de
17,1680,884329399,3726798,0,Es hat leider sehr nachgelassen.,2023-03-31,RBrenner78,"Bremen, Deutschland",Das Schnitzel okay.,3.0,bremen,Edel Weiss,de,"Das Personal war sehr freundlich. Der „Gruß aus der Küche“ für 5 Personen sehr mager. Die Speisen waren ausreichend, das Salatbuffet gut. Die Pfännchen gestreckt mit Staudensellerie und reichlich grünem Paprika. Das Champignonschnitzel völlig überladen mit Rosmarien und die Pilze sehr dunkel. Das Schnitzel okay. Der Leberkäse hingegen sehr gut. Die Bratkartoffeln sehr fettig und der Speck schon ziemlich angebrannt.Im Verhältnis zu unserem Besuch 2020 hat es leider sehr nachgelassen. Schade.",5,5cf16caf-a6f1-42a6-8af7-df1c91ad85c0,de
18,614,915377469,807825,0,Schöner Biergartrn,2023-09-07,298stefaniem,"Valencia, Spanien",Gutes Essen Schöner Spielplatz,4.0,münchen,Augustiner-Keller,de,Netter und grosser Biergaeten. Man bekommt eigentlich auch schnell einen Platz. Fleissiger Service. Gutes Essen Schöner Spielplatz ,3,1fd173e0-d865-4f0e-809f-b367ac6bb98e,de
19,2362,918354411,1307732,0,"Sehr guter Service, tolles Ambiente und hervorragendes Essen",2023-09-25,Markus B,,Wir waren auf einem Sonntagabend hier.,5.0,bielefeld,GlückundSeligkeit,de,"Wir waren auf einem Sonntagabend hier. Das bestellte Essen kam sehr schnell und war hervorragend angerichtet. Leider war mein Steak nicht wie bestellt medium-rare sondern welldone. Ich reklamierte dieses. Die uns bedienende Kellnerin erkannte selbst den Fehler und leitete den prompt an die Küche weiter. Die Serviceleitung fragte noch mal nach, wie ich das Steak bestellt hatte. Dann, keine 10 Minuten später, bekam ich ein neues Steak, das auf den Punkt zubereitet war. Der Umgang mit meiner Reklamation durch den Service war einfach hervorragend. So fühlten wir und als Gäste wertgeschätzt.",0,82fbab37-81ed-4f32-9aa6-6559a14732f4,de
20,569,870506241,742684,5,Noch nie so einie schlechte Qualität in München gehabt,2022-12-03,Eugenius1984,"Zell (Mosel), Deutschland",Geschmacklich war es leider auch absolut traurig.,1.0,münchen,Hofbräuhaus,de,"Wir waren als Gruppe diese Woche im Hofbräuhaus. Ich habe auch mehrere Jahre in München gewohnt, aber so etwas Schlechtes habe ich noch nie erlebt.Das Bier ist OK, als Vorspeise hatte ich Obatzter, der war cremig und super, aber dann fing es an. Getränkebestellung ca. 20 Min, man hat Kollegen neben mir nochmals gefragt, aber auf dem gleichen Weg nicht geschafft, Getränke an den Tisch zu bringen. Ente war aus, gesagt hat man es einem bei der Bestellung (wieso nicht schon beim Austeilen der Karte, das erspart viel Wartezeit).Als das Essen kam, ich hatte eine Haxe. Sie war zäh, man hat das Fleisch vom Knochen nicht abbekommen. Geschmacklich war es leider auch absolut traurig. Die Kollegen sagten, die schlechtesten Käse Spätzle, die sie jemals hatten.Der Laden lebt vom Namen.",6,525c6dd2-c0eb-4f5d-baec-bfb28d47af0b,de
21,1520,908437582,743219,0,Enttäuschend,2023-08-07,326jensn,,Ich hatte da aber auch keine Lust mehr danach zu fragen.,2.0,leipzig,Cafe Riquet,de,"Ich habe dort keine schöne Erfahrung gemacht, dabei ist das Ambiente äußerst angenehm. Als mein Frühstück kam, Käsefrühstück mit Baguettebrot, ging es bergab: Erst wurde das Brot vergessen. Dem musste ich hinterherrennen, weil ich trotz leerem Laden und 3 Bedienungen nicht bemerkt wurde (man stand gemeinsam zum Plusch teils Kaffe trinkend hinter dem Tresen). Das Baquette kam dann in einem Stück. Man erwartet vom Gast, dass er es sich selbst zerschneidet, ohne dafür einen Teller als Unterlage mitzugeben. „Wenn Sie einen Teller brauchen, können Sie einen haben“ wurde mir in leicht pampigen Ton mitgeteilt. Der Käse war in Ordnung, kam aber in Würfeln, so wie Fingerfood (eher ungewöhnlich für ein Frühstück). Butter gab es auch nicht. Ich hatte da aber auch keine Lust mehr danach zu fragen. Fazit: Irgendwas läuft in dem Laden nicht rund. Jemand ist dort nicht mal in der Lage, die bereitgestellte Zeitung richtig herum in den Zeitungshalter einzuspannen.",8,74a03f12-b7d7-40c5-900b-3b97479c3c9f,de
22,2767,885026781,7244219,2,Mittelmäßige kleine und enge Lokalität,2023-04-06,Jet58772751248,"Griesheim, Deutschland","das Frühstück wird als Highlight auf Etageren serviert, die Auswahl der Produkte entspricht dem Standard, leider nicht außergewöhnlich oder detailverliebt angerichtet.",3.0,mannheim,Die Metzgerei,de,"das Frühstück wird als Highlight auf Etageren serviert, die Auswahl der Produkte entspricht dem Standard, leider nicht außergewöhnlich oder detailverliebt angerichtet. Das Lokal ist viel enger und kleiner als die Fotos suggerieren. Wir hatten 2 Std. Zeit unser Frühstück zu genießen, wurden aber schon 1/2 Std. vor der Zeit ans bezahlen erinnert und dann auch mehrfach gefragt, ob man noch etwas wünsche, was echt nervig war und das gemütliche, wenn auch beengte Beisammensein gestört hat.. 10 Min. vor Ablauf der Zeit, wurden wir resolut mit der Rechnung freundlich verabschiedet. Wir haben für diese Frühstückserfahrung einen längeren Anfahrtsweg in Kauf genommen, es hat sich leider nicht gelohnt, schade!!",0,9e3f9f32-075f-4cd2-b022-ef591dd405d6,de
23,1665,920059002,1884768,0,Mitten im Schnorr in traditioneller Umgebung,2023-10-06,Michael R,"Bremen, Deutschland","Noch einmal draußen sitzen, den Abend genießen und Schnorr Bräu trinken.",4.0,bremen,Kleiner Olymp,de,"Noch einmal draußen sitzen, den Abend genießen und Schnorr Bräu trinken. dazu Fleisch oder Fisch, vegetarisch oder Salat essen. Wir hatten den Bremer Pannfisch und das Matjesbrot. Beides frisch und toll zubereitet. Netter Service und zum Abschluss einen Dild. Müßt ihr probieren. ",0,c0016a3c-5409-4420-8b95-8b957125211e,de
24,1907,871525007,8009090,20,Grazie Dario,2022-12-12,Julian K,,Dario war ein super Kellner und hat den Abend zu einer sehr schönen Erinnerung gemacht.,5.0,dresden,Mamma Mia,de,Super schönes Ambiente mit Original italienisch Köstlichkeiten. Wir haben hier unseren Jahrestag verbracht und es war einfach ein wundervoller Abend. Wir kommen sehr gerne wieder! Dario war ein super Kellner und hat den Abend zu einer sehr schönen Erinnerung gemacht.,3,3e7f9f62-2604-481c-bf18-25bf18a6cf98,de
25,1521,907496533,743219,0,Nie wieder,2023-08-03,travelexperience62,"Berlin, Deutschland","Ähnliches beobachteten wir dann wiederholt, wurden immernoch nicht bedient und verließen dann das Café.",1.0,leipzig,Cafe Riquet,de,"Waren 2x dort, da uns das Ambiente eigentlich gut gefällt. Beim ersten Mal nette Kellnerin und lecker Schokolade. Küchlein kamen etwas verspätet. Allerdings waren Tische nicht abgeräumt und es gab da auch wenig Ambitionen seitens des Personals dies zu ändern. Wirkte alles etwas unkoordiniert, teilweise schmuddelig. Der 2. Be-/Versuch war dann die totale Katastrophe. Wir versuchte es mal in der oberen Etage. Das dort ausschließlich männliche Personal hatte nun so gar keine Lust. Schaute neue Gäste an, aber sich um sie zu kümmern war dann wohl nicht angedacht. Nach 15 min kam dann ein Kellner und fragte, ob wir schon eine Karte hätten und brachte diese dann auch. Zwischenzeitlich wurden wir Zeugen, wie eine ältere Dame sich beschwerte, dass sie den Kuchen nun schon gegessen hätten, aber der Kaffee noch immer fehlte. Sie wurde pampig abgefertigt und gemassregelt, dass sie doch das Wörtchen Bitte in ihrer "" Ermahnung "" vergessen hätte. Ähnliches beobachteten wir dann wiederholt, wurden immernoch nicht bedient und verließen dann das Café. Dieses Café passt so gar nicht in die uns überall entgegen gebrachte Leipziger Freundlichkeit.",13,b56408e8-e062-41fc-9ca9-8e40aab206fa,de
26,2068,909840001,2075957,0,Wo kommen die vielen guten Bewertungen her?,2023-08-12,Venture39601402877,"Siegen, Deutschland","Die große Platte beinhaltete zwar 12 Beilagen, aber dieser Preis war nicht fair.",2.0,hannover,Al Dar,de,"Wir waren im Rahmen des Maschseefestes am frühen Abend dort. Der Empfang war nett, der Tisch im hinteren Bereich des aus Brettern gebauten Restaurants. Das Ambiente war dementsprechend durchschnittlich und die Umgebungsgeräusche sehr laut. Mein Frau und ich bestellten die kleine Mazze-Platte für 14 Euro für uns beide zusammen. Unser befreundetes Pärchen orderte die große Mazze-Platte 20,50 Euro pro Person. Das Essen war innerhalb von Minuten da, was einerseits gut war, aber andererseits auch bedeutet, dass sämtliche Speisen vorproduziert waren.Während der Preis für unsere Platte für 6 Aufstriche und ein bisschen Brot vielleicht noch gerechtfertigt war, waren 41 Euro für die große Platte glatter Wucher. Die große Platte beinhaltete zwar 12 Beilagen, aber dieser Preis war nicht fair. Die Krönung waren dann die 6,50 Euro für den 0,1 l Rosenkir. Das Essen war zwar gut, auch wenn sich nach dem Essen Magenprobleme einstellten, aber das Preis-Leistungs-Verhältnis stimmte hier gar nicht mehr.Nicht zu empfehlen!",6,e753718b-3c54-4b3e-923a-df60d11bc9b9,de
27,76,912017295,1483463,1,Leider dieses Mal etwas enttäuschend.....,2023-08-21,ElkeHamburg,"Waldshut-Tiengen, Deutschland","Nach wie vor super, mega aufmerksam und freundlich.",3.0,hamburg,Bullerei,de,"Wir waren zum 3. Mal in der Bullerei innerhalb von ein paar Jahren. Bei den ersten 2 Besuchen gab es 3 Punkte, die überzeugten: Die Location/Ambiente, der Service und das Essen. Leider war das dieses Mal nicht der Fall. Nur noch 1 Punkt überzeugte...der Service. Nach wie vor super, mega aufmerksam und freundlich. Die Location...trotz Reservierung Wochen im Voraus wurden wir im ""Nebenzimmer"" mit null Ambiente plaziert. Schweinchenrosa gekachelt, Schlachthausatmosphäre, Plastiktische, Kühlschrank für ""Dry-Age Fleisch"", einfach stillos, ein no go. Null Ambiente. Das Essen hat uns auch nicht überzeugt, da es etwas lieblos zubereitet daherkam. Das Überraschungsmenue war früher einfallsreicher und um Welten besser. Definitiv überteuert und in dem Rahmen kein Besuch wert.",5,785d2d71-3abf-457d-bfbf-c5abdfacc6d5,de
28,2188,885131393,3974982,1,"Gutes Essen, freundliche Bedienung",2023-04-07,Nadifre,,"Die gewünschte Beilage war auf der Speisekarte, da wär etwas mehr Flexibilität wünschenswer.",4.0,bochum,Trattoria Momo,de,"Der Service war sehr aufmerksam und freundlich. Das Ambiente ist schön und wir haben uns wohl gefühlt. Das Essen war sehr gut (grosse Portionen). Einen Minuspunkt dafür, das die Beilagen bei einem Menünich geändert werden können. Die gewünschte Beilage war auf der Speisekarte, da wär etwas mehr Flexibilität wünschenswer.",4,f6784649-2736-4759-a342-77d8f6c2cd41,de
29,2155,880205641,1748302,0,100%ig!,2023-02-26,TensingNorgay,"Düsseldorf, Deutschland",Der Laden hat genau einen(!),5.0,duisburg,Nuh's Thai Schnellrestaurant,de,"Wahnsinn. Der Laden hat genau einen(!) Nachtisch zur Auswahl. Sehr selbstbewusst, und zwar zu Recht. Exzellentes und vor allem frisches Essen. Das Ambiente ist sehr originell.",1,8e4475b6-23c4-4449-93f5-b60aea5dae85,de
30,171,896174263,954454,1,Total schade,2023-06-20,Christina S,,Das Servicepersonal ist unfreundlich bis respektlos.,1.0,hamburg,ALEX Hamburg,de,Schade dass bei so einer super Lage der Service so zu wünschen übrig lässt. Das Servicepersonal ist unfreundlich bis respektlos. Die Drinks sind leider auch nicht dass was man erwartet…,1,b2f7122a-67e5-4c37-839c-ae8f826171f1,de
31,3019,883189574,956952,0,Leckeres Bier und schlimmes Essen,2023-03-22,Pessinetto,,"Schade, das war keine Empfehlung um hier noch mal mit Familie oder Freunden hinzugehen.",2.0,augsburg,König von Flandern,de,"Freundliche und flotte Bedienung - das war prima wobei kaum Gäste da waren. Bier kam schnell, war frisch, kalt und gut. Verblüffte war ich, dass der Krustenbraten quasi zeitgleich mit dem ersten Getränk ca. 2 1/2 Minuten nach der Bestellung schon da war. Der Knödel war dann knochenhart und das ganze Essen lauwarm, wie man das eben so in 2 Minuten Mikrowelle hinkriegt. Schade, das war keine Empfehlung um hier noch mal mit Familie oder Freunden hinzugehen. Außer natürlich nur zum Bier trinken. Überrascht hat mich daran, dass mir das Lokal wärmstens von Freunden empfohlen wurde. Möglicherweise war es früher besser.",5,118a3ed1-9dde-4907-8db9-7e91d7fd5252,de
32,1177,883011862,743213,1,Auch wir waren hier,2023-03-21,wolfgang3,berlin,"Schneller freundlicher Service im Restaurant, Es bleibt natürlich Großgastronomie, aber eine die gut funktioniert und in der das Essen uns geschmeckt hat, das Bier ebenfalls.",3.0,leipzig,Auerbachs Keller Leipzig,de,"Auch wir waren hier, vor allem um eine interessante Pause beim Pflastertreten einzulegen. Auf Nachfrage in der Mephistobar wird man mit dem Fahrstuhl befördert, revers funktioniert das auch. Auerbachs Keller ist schon imposant, Kombination von Historie und funktionierender Moderne. Auch in der Toilettenanlage gute Luft und gute Beleuchtung. Schneller freundlicher Service im Restaurant, Es bleibt natürlich Großgastronomie, aber eine die gut funktioniert und in der das Essen uns geschmeckt hat, das Bier ebenfalls.",4,88f5df13-2099-48be-b264-1bf5512ddfb0,de
